behavior	reps
Mimicks song of Clytospiza monteiri song recorded, mimics green twinspot	1
Netted at call-site pond of M B/G V. nigeriae.	1
On sand in dry river bed	40
Pasan volando	1
Picea abies	10
Prey insect (C)	1
Social context: colony; perch; walk; beg	1
Social context: colony; rest; perch	7
Stand/Perch; take flight; call	1
Varios bandos en contrapasa.	1
allofeed; remove fecal sac; care for young	1
arrive; fly; perch	1
bird put off the eggs	2
bob; forage; walk	2
call; advertise; perform visual display	23
call; arrive; advertise; mate; fly	2
call; depart; mate; forage	1
call; establish flock contact; fly; Social context: colony	1
call; flight sound; mechanical sound; perch	1
call; fly; Stand/Perch	1
call; fly; roost	9
call; forage; fight	5
call; mate; establish parent young contact	9
call; mechanical sound; mate; emit alarm	1
call; mechanical sound; song; depart; advertise	1
call; mechanical sound; song; lek; advertise	1
call; perform nest relief; emit alarm	1
call; preen; forage; fly	1
call; preen; perch	1
call; song; advertise; mate; court; copulate	1
call; song; counter singing; advertise; scold	2
call; song; court; advertise; scold	1
call; vocalize; preen; wipe bill	1
call; whisper; establish flock contact	2
care for young; call; wing flaps; arrive; depart	1
care for young; perch; arrive; depart	1
cling; forage; hop	1
collected from a group of four	1
courted by P. thores	1
crossing creek	1
dead	68
dead on road (dying); crossing road	7
depart; arrive; forage; fly; Social context: colony	1
depart; copulate; perch; solicit copulation; carry nest material	1
drink; swim; preen	4
drinking at water hole	1
dust bathe	14
dying on road at 0813 hours	1
emit alarm; emit alert call	1
emit alarm; forage; call; song	1
estrato medio alto	1
flap; drink; forage; perch; take flight; walk	1
flap; stick out tongue; perch; wipe bill	1
flock of +10 feeding 30 m up in canopy tree	2
flowers of Helianthus	1
flushed from nest with 5 eggs	1
fly; depart; preen; perform courtship display	2
fly; roost; call	1
flying 60 yards to ice	2
flying in 1.5 ft high grass	1
forage; dabble; swim	1
foraging over open ground near river	2
from a flock of ca 7	2
from clutch of 11 eggs, in house chimney	2
groom	17
had nest of 2 young	2
hop; bathe	1
lek; hop; perch; bill swipes; perform visual display	1
lek; song; call; mechanical sound; advertise; court	1
mate of a purple bird. flew to call-site of singing ad male wilsoni	1
mechanical sound; call; establish parent young contact; forage; perform visual display	1
milkweed	1
mimics L. senegala songs. Father of bv/b, Pp/rG, PpBw, tape 97 #21A: 272-470, #21B, #22A, #22B	1
on Calpurnia intrusa.	21
on flowers of Castilleja occidentalis	1
on sand dunes	2
perch; forage; depart; fly	1
perch; take flight; defecate	2
preen; perch; scratch; take flight	1
preen; swim; rest	1
pulses	1
recolectando material vegetal seco posiblemente para construccion de nido	3
run; stand	4
singing mimics L. "jamesoni", tape #11B	1
sit on nest; arrive; carry nest material	1
sitting bird had to be removed by hand, pair had nested here for a number of years	2
small roadside borrow pit	1
song; advertise; mate; Social context: troop	1
song; call; court; advertise; fly	1
song; court; mate; Social context: colony	1
song; depart; advertise	3
song; dusk song; advertise	122
song; dusk song; fly	1
song; song; call; fly	1
stand; cast pellet	1
stand; preen; sleep; bathe	1
stand; walk; fly	1
stretch; stand	1
surface dive; swim; preen; call	1
swim; forage; call; take flight	2
swim; perform visual display; take flight	1
take flight; perch; solicit copulation; copulate	1
take flight; perch; tail wag	1
tape 1991 #61	1
tape 1995 #4A	1
threaten; stand	1
vocalize; flight sound; hop; hop; depart	1
vocalize; rest	12
vuelo y percha en arbusto	1
watch; watch; perch	1
8 males seen	2
Borde de río Ancho	1
En  lek	1
En borde de bosque	2
Forrajeo fruto naranja parte media	2
On flowers of Phytolacca americana	9
On flowers of Salix	1
On lavender flowers of mint 20" high 16:30-17:30	1
Parte media, vuelo	1
Perchados en cable	1
Perchados en chamizo	1
Se oyen aulladores	1
Syrinx; song	1
Tilia	2
Visiting flowers	20057
acicalandose	5
basking on bridge	1
bathe; flap; preen	1
beg; care for young; eat; walk; regurgitate; feed young; vocalize	1
build nest; call	7
call; arrive; court; Social context: colony	1
call; contact	66
call; counter singing; song; call; fly; establish flock contact; advertise; contact	1
call; court; advertise; Social context: colony	3
call; duet; mate; advertise	2
call; emit alarm; Social context: mixed	27
call; emit alarm; Social context: troop; establish flock contact	10
call; feed young	2
call; forage; care for young; fly; establish flock contact	1
call; mate; scold; fly; Social context: family	1
call; mechanical sound; emit alarm; Social context: herd; establish flock contact	1
call; mechanical sound; forage; scold; establish flock contact	1
call; mechanical sound; mate; perform nest relief; Social context: colony	2
call; perch; defecate	1
call; perform courtship display; perform visual display	1
call; perform nest relief	10
call; song; Social context: troop	6
call; song; advertise; establish parent young contact; beg; care for young; Social context: family	1
call; song; establish parent young contact; care for young; perform visual display	1
call; song; fly; forage	7
call; song; mechanical sound; fight; establish flock contact	1
call; stand; preen; forage; walk	1
care for young; Social context: colony; carry food in bill	1
care for young; perch; incubate	1
carry food in bill; perch; enter nest cavity; fly	1
cling; enter nest cavity; wipe bill	1
cling; forage; suck sap	1
collected by water	1
could fly 20 yds at a time	6
court; Social context: flock; allopreen; sit on nest; call	1
court; watch; call; perch	1
dead on trail	2
drink; preen; perform visual display	1
drink; squeals	1
eat; hop; fight; take flight	1
eating from 0800-1000 hrs plus	1
emit agonistic call; call; song	1
feed young; swim	1
flew to active neumanni site	1
flew up to singing male V. amauropteryx	1
flock of 12	1
fly; build nest; call	2
fly; land; sit on nest	2
fly; swim; take flight; hover; land	1
forrajeando, bandada mixta	1
from a brood of 10	2
from a flock of 37	2
from a nest with 4 young	2
from brood of 6	4
hop; fly; perch; depart	2
hop; perform courtship display; depart	2
hop; preen; stretch; vocalize; perch	1
just left nest	9
large to transforming larvae	1
mated with black headed female	2
mechanical sound; flight sound; fly; call	1
on flowers of Frasera speciosa	2
on flowers of Helianthus	4
on white sweet clover	1
one of seven nestlings	1
out of a flock	1
perch; fight; court	1
perch; forage; eat; depart	1
perch; hop; perform courtship display; call; depart	10
perch; preen; ruffle; yawn; call	1
perch; song; preen; fly	1
perch; song; preen; song; scratch; defecate; ruffle; stretch	1
perch; take flight; scratch	2
preen; stretch; vocalize; perform courtship display; hop	1
preen; yawn; call	1
rest; Social context: flock; preen	1
revolcandose en el suelo	1
ruffle; preen; call; take flight; perch	1
sally; wipe bill; perch	1
scold; call; perch; Syrinx	2
scratch; walk; preen	1
singing - mimics L. nigricollis.	1
singing full song	1
sobre roca del rio	1
song recorded, mimics L. rubricata, tape 1908. 27A:066-121	1
song tape 16B: 17A	1
song; dawn song; advertise; Social context: family; establish flock contact	1
song; hop; fly	1
song; mechanical sound; advertise; forage	4
song; mechanical sound; perform courtship display	2
song; perch; ruffle	2
song; perch; wipe bill	3
song; subsong; court	4
stand; drink; take flight	2
stand; preen; forage; scratch	1
stand; preen; take flight	1
stretch; swim; drink; surface dive	1
swim; flock; call; fly	1
take flight; defecate; beg; perch	1
take flight; perch; wipe bill	3
tape 1995 #4B	1
tape 5 May 1997 2A:252-400	1
un volanton siguiendo un adulto	1
walk; forage; eat	12
with 24 others	2
with GI-989	1
with nest and 2 eggs	1
with young from a family party	1
25 yards from ice edge	4
4-syllabled song	1
5 pairs nesting	1
7 al vuelo saliendo de Inga edulis y 2 perchadas en Cordia alliodora	1
Acicalamiento	10
Aggression/defense; emit alarm; call; duet; song	1
Aggression/defense; swim	1
Alimentando	1
Astragalus missouriensis	1
En Cordia alliodora	3
Forrajeando en pastizal	2
Forrajeo, parte media	2
On Water	13
On flowers of Melilotus alba	1
On flowers of Sanicula	1
One of a small flock, Feeding on green fruits of (BEH (Bot) 167)	1
Parte media de la vegetación	4
Perchadas en red eléctrica	1
Perchado, vocalizando	1
Pheromone traps CB1-4	9
Posados+Bandos en migración.	1
Salix phylicifolia	1
alimentandose de Piper sp	1
be displaced	8
beg; sit on nest; peeps	1
bill drumming; mechanical sound; call	4
bird sailed around and called	2
call; Social context: family; establish flock contact	20
call; copulate; court; mate; care for young; establish flock contact	1
call; counter singing	24
call; depart; mate; Social context: family	1
call; establish parent young contact; emit alarm; Social context: family	9
call; flush; emit alarm	21
call; forage; establish parent young contact; beg	2
call; mechanical sound; advertise; lek	6
call; mechanical sound; song; advertise; forage; fly; perform visual display	1
call; mimicry; Social context: colony	1
call; song; advertise; forage; Social context: family	2
call; song; advertise; forage; scold; establish flock contact	1
call; song; establish parent young contact; forage; Social context: family	1
call; threaten; displace; emit agonistic call; perform visual display; song; fly; mechanical sound	1
carry food in bill; feed young; beg; walk; call	1
chasing doves	2
collected in brush, feeding young	2
colony nesting, 400	1
contact; court	1
copulate; call	2
copulating; flying	2
counter singing; song; contact	1
dead on path	1
defecate; hop; perch	2
depart; fly; perform courtship display; perch	1
depart; vocalize; clicks; mechanical sound; perch	1
drink; preen; rest	1
eat; carry food in bill	4
emit alarm; depart; call	2
emit alarm; establish flock contact; call	1
feed young; peeps	1
feeding al1 with some White-rumped Sandpipers	2
feeding mate?	1
feeding on Woodchuck	2
fly; advertise; call	6
fly; advertise; call; flight song; song	1
fly; depart; song	2
flying and feeding 0.75 mi to shore	2
forage; call; establish flock contact	2
forage; eat; wipe bill	1
forage; probe; wipe bill	1
forage; sally	4
forage; stand; hop; capture prey; eat; depart	1
forage; vocalize	1
from a brood of 11	2
from brood of 7	2
hatchling; egg laid 06/08/81; hatched 08/08/81	2
injured bird	33
mechanical sound; bill snap	4
mechanical sound; call; beg	1
mechanical sound; call; forage; advertise; fly	1
mechanical sound; mimicry; depart; bill drumming; advertise; Social context: troop	1
mechanical sound; song; bill drumming; advertise; forage	1
moans	1
on flowers of Lythrum salicaria	7
on flowers of Mondarda fistulosa	1
on flowers of blue Lupinus	3
one of a pair that ousted and tookover a Striped Swallow nest in garden	2
perch; Social context: colony; care for young	14
perch; fly; land	3
perch; song; preen; call	1
perch; take flight; drink; stick out tongue	1
perch; wipe bill; allopreen	1
preen; swim; scratch	2
sit on nest; carry nest material; arrive	1
sleep; swim	8
song mimics A. subflava	2
song; call; advertise; scold; perform visual display	1
song; duet; advertise; Social context: mixed	2
song; duet; dawn song; mate	1
song; duet; mate; advertise	13
song; mate; advertise; perform nest relief	3
song; mate; establish flock contact	1
song; mimicry; subsong	1
song; subsong; advertise; court; whisper	2
stand; call; forage	2
stridulate; mechanical sound; song	1
subiendo por el río	1
swam in H2O when dropped out of trap	1
swim; call; forage	7
swim; yawn; sleep	1
taken from next along with 3 eggs	2
with another young being fed by both parents	1
1 of 7 seen, of which 1 taken by Peregrine Falcon	2
Aggression/defense; Locomotion	1
Agreción	25
BREACHING	70
Cazando desde percha en rama seca en estrato medio	1
Cerca a vivienda	1
Circling apical shoots of tall Berkheya sp. in river bed	1
Collectiing pieces of charred wood	1
De suelo	3
En rastrojo	1
FLIP SLAP	1
Flopping in parking lot	1
Flushed from Quercus alba	1
Flying	4014
Libando en Cordia alliodora	34
Libando en flor de naranjo	1
On flowers of Ceanothus americana	2
Percha en árbol y vuelo	1
Percha, en dosel	1
Recogida en el pueblo con los faros del coche	1
advertise; court; roost	1
advertise; song; song	1
beg; fly; court; call	1
being fed by a pair of Clay-coloured Sparrows	1
being fed by adult	7
bird left nest when tree struck with a stick	2
both birds called but did not appear, Male called in higher key	2
both birds incubating	1
call; advertise; beg	4
call; advertise; emit alarm; Social context: troop; establish flock contact	1
call; advertise; mate; establish parent young contact; care for young	1
call; dusk song; mate; roost	1
call; dusk song; scold	2
call; establish flock contact; fly	13
call; forage; emit alarm; Social context: family	1
call; growls	1
call; mate; establish parent young contact; establish flock contact	2
call; mate; perform nest relief	1
call; mechanical sound; song; duet; lek; fly	1
call; song; advertise; establish flock contact; perform visual display	1
call; song; advertise; scold; Social context: family	1
call; song; forage; Social context: family; establish flock contact	3
call; song; forage; mechanical sound; fly; taps	1
care for young; brood; incubate; sit on nest	1
care for young; carry food in bill; perch	1
carring nest material (dry grass) when netted	1
carry food in bill; perform visual display	2
carry nest material; land; take flight; build nest	5
colony of ca 50 nests	2
comiendo Miconia sp	1
con una larva en la boca	1
coughs; grunts	2
counter singing; duet; advertise; establish flock contact	1
crossing road after heavy rain	1
depart; arrive; perform courtship display; vocalize	1
depart; fly; call; song	1
dieta basada principalmente en fruta	163
drink; fly; land; forage	1
drink; stand; defecate	1
en la misma rama seca con tyrannus melancholicus	1
enter nest cavity; exit nest cavity; remove fecal sac; feed young	1
establish flock contact; depart; fly	1
feed young; perch	3
feeding on Blueberries	1
fly; advertise; flight song; song	3
fly; defecate	3
fly; land; eat; stand	1
forage; fly; mechanical sound; song	1
forage; peck; eat	1
forage; perch; defecate; hop	1
forage; probe; eat; stand	1
forage; swim; care for young; stand	1
forage; walk; Social context: herd; lie	1
forage; walk; call; take flight	1
found on the flower	1
from a brood of ca 8 young with an adult female	2
from a brood with parent female	2
from a flock of 5-6	1
from a large flock	6
from brood of 8	2
hop; lek; perform courtship display	1
land; take flight; copulate; court; solicit copulation	1
lay egg; take flight	1
male taken from nest, would	2
mate	49
mechanical sound; call; fly; forage; establish flock contact	1
mechanical sound; call; song; fly; perch; forage; incubate; bill snap	1
mimics L. rubricata	31
mimics L. senegala, tape 14 May 1997 3B:348-486	1
on Vicia villosa	2
on flowers Sicyos angulatus	1
on flowers of Lonicera	14
one of nesting pair	1
perch; Social context: colony; call; preen; rest; care for young	4
perch; fly; arrive; depart; forage; care for young	1
perch; fly; hop; eat	1
perch; forage; hop	16
perch; ruffle; hop; take flight	1
perch; take flight; forage; land	1
perform visual display; fly; advertise; song	1
perform visual display; fly; call; perch; hop	1
preen; stand; walk; probe; forage	1
rest; defecate; call	1
resting on top of tall poplars	2
rubus	1
several pairs on lake all winter and spring	2
singing 'feeber-feebo-feeber' in rain	1
sit on nest; fly; carry food in bill	1
sleeping	3
song; dawn song; mimicry; subsong; call; advertise	1
song; emit alert call	1
song; establish flock contact; Social context: family	1
song; forage; Social context: family	16
song; mate; perform visual display	14
song; preen; stand	1
squeaks	12
stand; Social context: herd; walk; solicit copulation; groom	1
stand; forage; walk; capture prey; eat	1
stretch; cling	1
stretch; song	1
swim; nuzzle	1
tape recorded song - mimics L. rubricata, tape 27:230	1
to female	1
volando entre vegetación	1
walk; Social context: herd; perform nest relief; stand	1
walk; forage; preen; bob	1
walk; perform courtship display; forage	1
walk; preen; forage; swim; stand; flap	1
walk; scratch; forage	1
250 nests	6
50 W	1
Aggression/defense; fly; call	3
Captura insecto al vuelo desde percha reiterativamente	1
Carrying prey in flight	48
Cazando insectos al vuelo sobre pastizal. Otros perchados en arbol semiseco	1
En palma en potrero	1
En poste.	1
En vuelo.	1
En yarumo	9
Flushed off Quercus velutina	2
Hunting at light	1
In nesting area of Aethiopicodynerus insignis	2
Inactive. Under 6" diam. limestone slab in woods of black jack.	1
Mining mud	9
Nocturno	10
On water	105
Pega una pasada en vuelo rasante junto al muro de la cabecera de pista del aeropuerto,levantando a las limícolas posadas.	1
Se ven grupos de herrerillos, típicamente cerca del carrizal.	1
Sobre los montes del E,en migración.	1
Social context: flock; forage; fly	1
Song recorded, mimics quail finch, tape 42A: 120-170, 40A: 120-170, 44A.	1
advertise; call; dawn song; song	7
advertise; forage; fly	1
arrive; depart	8
arrive; fly; land; establish flock contact; call; perch; roost	1
at night female sat on 1 nest, male occupied other	1
bask; perch	5
bathe; hop	2
bathe; swim; drink	1
bathing and wet so it could not fly	1
bill swipes; call; perch	1
breach; swim	9
call; Social context: colony; establish flock contact; perform visual display	1
call; advertise; forage; establish parent young contact; Social context: family	1
call; copulate	21
call; court; mate; fly	5
call; flush; fly; establish flock contact	4
call; forage; Social context: family	26
call; mate; advertise; forage; Social context: family	3
call; mate; court; perform visual display	3
call; mate; forage; establish parent young contact; Social context: family	1
call; mechanical sound; advertise; emit alarm; perform visual display	1
call; mimicry; forage	1
call; perch; scratch	2
call; song; advertise; fly; roost	1
call; song; counter singing; mate; scold; fly	1
call; song; depart; mate; forage; fly	1
call; song; establish parent young contact; forage; beg; Social context: family; establish flock contact	1
call; song; forage; contact	1
cling; forage; perch; eat	1
copulate; Reproduction; mate	1
crossing road at 1935 hours	1
defecate; preen; call; perch	2
emit alarm; call; duet; song	6
en Bosque	2
fight; fly	1
fight; jump; advertise; call	1
flushed into Picea mariana	2
fly; Social context: colony	12
fly; call; perform visual display	3
fly; perform visual display; rest	1
foraging over water	8
from label: voice like thrasher/catbird but louder, even mews like cat bird; very active flycatcher at dusk	1
hop; song; call	1
near river bank	2
nest with 8 incubating eggs also taken	1
on Scirpus	4
on Urtica diocia	21
on a cliff	2
on flowers of Aguiligea flavescens	2
on flowers of Polemonium viscosum	3
on flowers of Viquiera	22
parent sat very close	2
pattering	57
perch; Social context: colony; preen	11
perch; flap; walk	1
perch; forage; fly; lek	1
perch; hop; perform courtship display; call	1
perform courtship display; fly	1
perform courtship display; perch; depart	1
preen; hop	1
singing mimicked L. senegala	1
sit on nest; call; build nest; perform courtship display	1
sit on nest; rest	5
song mimics L. rufopicta	1
song; call; mechanical sound; bill drumming	1
song; counter singing; advertise; lek	2
song; duet; court	3
song; forage; mechanical sound; fly; call; fly	1
stand; Social context: flock	5
stand; pant; sit on nest	1
swim; snorts	1
swim; surface dive; take flight	1
swim; take flight; walk	1
tail wag; perch; capture prey; carry food in bill; eat; sally; take flight	1
take flight; perch; defecate	1
take flight; song; stand	1
taped	1
walk; stand; court	1
walk; take flight; perch	1
with 7-8 young	2
with male on territory	2
1 from a flock	2
1 of 2 yg seen	1
1 of a bair	2
1 of a pair with 5 eggs, incubation just begun	2
Alimentando pollluelos	1
Alimentandose fruto rojo pequeño	1
Descanso prolongado	30
Found in road.	1
Nesting in vertical bank	2
Omnivora	64
On flowers of Potentillis	1
On flowers of smaller Penstemon	1
Parte alta percha	1
RAFT	2
Reclamo y canto, parte baja	1
Song "wie-viel"	2
Song taped on cassette A-11-A, mimics Amandava subflaca. tape 11A: 120-240.	1
Visiting Flowers	60
Visiting small flowering bushes	60
Vocalizando en lek	5
["Note fungus on / wings was present / when this was / captured"]	1
arrive; care for young; depart	1
arrive; depart; perform courtship display; vocalize	1
attack; fight; flap	1
beg; eat	2
build nest; arrive; depart	1
call; Aggression/defense; contact; song; Syrinx; advertise	1
call; advertise; forage; Social context: family; establish flock contact	1
call; depart; arrive; mate; advertise; Social context: colony; establish flock contact	1
call; fly; hop; preen	1
call; fly; roost; establish flock contact	1
call; forage; mechanical sound; establish flock contact	1
call; mate; beg; perform visual display	1
call; mechanical sound; bill drumming; forage	9
call; mechanical sound; flush; fly; emit alarm	1
call; mechanical sound; fly; copulate; mate	1
call; mechanical sound; wing flaps; emit distress calls	2
call; perch; preen; stretch; scratch; take flight	1
call; scratch; perch; preen	1
call; song; Social context: colony; perform visual display	1
call; song; advertise; establish flock contact; Social context: mixed	4
call; song; forage; emit alarm; Social context: family	1
call; song; forage; establish parent young contact; beg; Social context: family	1
call; stand; take flight; fly; land; flycatch; eat	1
care for young; brood; sit on nest	1
carrying 2 x 1.5 cm caterpillars	1
chew; walk	2
con material en el pico y vocalizando	1
copulate; solicit copulation	1
depart; call	8
depart; song; call; song	1
depart; take flight; fly; mechanical sound	1
eat; forage; fly; land; take flight	1
eat; stand	15
eat; swim	11
en parte alta de árbol de aguacate	2
feed young; brood	1
fight; perch; fly; displace	1
forage; capture prey; fly	1
forage; depart; call; perch	1
from a brood of 5 with female	2
from mixed flock of Grackles and other blackbirds	1
grunts	682
hop; lek; forage	1
in a family group	11
in roost with Barn Swallows	1
libando	7
male of a pair seen along road	1
mechanical sound; advertise; bill drumming	2
mechanical sound; court; call	1
mob; scold; call	2
on dead turtle with P. troilus	1
on flowers of Helenium hoopesii	40
on flowers of purple Castilleja rhexifolia	5
on rubus procerus	3
on solidago species	6
on the flowers of Iris missouriensis	1
perch; call; tail wag; take flight	1
perch; forage; eat; call	1
perch; hop; preen; feed mate; take flight	1
perch; perch	2
pings	1
preen; call; fly	1
preen; perch; song	4
preen; perch; walk	1
preen; vocalize; wipe bill	5
scratch; walk; forage	1
seen with 2 others and THM D41	1
song; advertise; counter singing	3
song; advertise; court; mate	1
song; advertise; mate; beg; care for young	2
song; beg; Social context: family	1
song; counter singing; Social context: mixed	1
song; court; mate; fly	1
song; fly	129
song; mimicry; advertise; Social context: colony; perform visual display	1
song; mimicry; perch; fly	1
song; perform courtship display; call	3
stand; walk; forage	4
swim; fly; preen; call; perch	1
swim; walk; forage	1
take flight; song	2
take flight; walk	8
wade; Social context: herd; walk; chew	1
with a brood of large young	2
with another	1
1 of a family group	3
1 of young with adult female	2
5th male of the kind shot from same tree in 5 days. not taped.	1
9 in brood	4
Aquilegea Caerulea	1
Bañandose en hojas de Araceae	1
Bred with female b/b. Songs tape recorded, 1991 #67A., 1992 #4, 18	1
Breeding	1284
Busca artrópodos en tronco de platano	1
C.R. Incubado en arbusto de café	1
Cazando insectos desde percha en palma seca de Chontaduro	1
Concentración en pleamar (isla de Txoritegi).	1
En árboles cercanos al Minicorredor	30
In original records and '94 report, these specimens were determined as "Rana pretiosa." Rana pretiosa does not occur in Montana. The similar looking Rana luteiventris does, so these specimens were determined as such on 9 November 2010.	2
Nesting in flower pot on East facing verandah.	1
Nesting in ground	9
Perchado en guadual	1
Polinizando mora	9
Posados en estrato alto (guadua)	1
Prey insect	29
Reclamo de machos en Lek	1
Sheltering in burrow in sand in shell 'Trigonephrus' sp., Acavidae	1
Social context: colony; perch; care for young	8
Song taped #92 #2A,B, #4A. Mate of female yg/B.	1
Volando rio arriba.	1
Vuelo bajito	1
at MV/UV	1
atrapa una polilla	1
beside small pond	2
build nest	144
build nest; land; take flight	2
call; Social context: mixed; perform visual display	2
call; advertise; forage; establish flock contact; Social context: mixed	3
call; beg; perch	4
call; beg; walk; preen	1
call; beg; whisper; song	1
call; depart; establish flock contact; forage; fly; emit alarm	1
call; emit alarm; Social context: herd; Social context: family	1
call; fly; emit alarm; scold; mob	1
call; mechanical sound; bill drumming; advertise; court	2
call; mechanical sound; bill drumming; emit alarm; Social context: family	1
call; mechanical sound; fly; depart; establish flock contact; roost; Social context: family	1
call; perch; fly; capture prey; eat; forage; perform visual display	1
call; song; displace	1
cazando insecto en estrato medio de rama seca	1
collected from a flock of White-throated SparrowS	2
colony nesting, 30 holes	1
courted by male	1
defecate; walk; forage; bob	1
depart; fly	27
depart; perform courtship display; perch	1
duet; fly; song; flight song	1
eat; feed young; eat	2
eat; forage; probe	1
enter nest cavity; incubate	2
establish parent young contact; beg; forage; care for young	1
fight; sit on nest	1
flap; walk; forage	1
flew to & courted by #4946	1
fly; land; stand; walk	1
fly; perch; hop; perform visual display	1
fly; sally; perch	1
fly; walk; call	1
forage; Social context: herd; walk	1
forage; flush; emit alarm; fly; call; flight sound; call	1
forage; preen; call	4
forage; sit on nest; walk	1
forage; walk; Social context: flock	3
forage; walk; hop	6
found on Asclepias syriaca	1
from a nest of 4	1
hop; perform visual display; call; bill swipes; perch	1
hop; wipe bill; fly	1
land; build nest	1
land; forage; fly	3
lek; perch; depart	2
mechanical sound; flight sound; fly	1
mimicked by L. rara. songs recorded 20 Nov. 1992, tape A98:286-328	1
nesting	7
on flowers of Claytonia	2
on flowers of Collinsonia Canadensis	6
on flowers of Monarda	1
perch; Social context: colony; beg	2
perch; Social context: flock; call; preen	1
perch; land; take flight	5
perch; preen; call	4
perch; preen; scratch	3
perch; song; yawn	2
perch; take flight; hop	2
preen; drink; swim	1
preen; rest; stand	11
rest; sit on nest	4
schooling	1
scratch; defecate; take flight	1
singing in dead tree	1
sit on nest; beg	1
song tape 1995 #4	1
song; dawn song; mimicry; advertise	3
song; duet; advertise	359
song; duet; advertise; court	1
stand; take flight; land	1
stand; walk; ruffle; run; forage; take flight	1
sunning on edge of dredge board	1
sunning on logs	1
swim; forage; fly; preen	1
take flight; Social context: flock; fly; perch	1
take flight; perch; eat; molt	1
walk; forage; fly; land	1
wipe bill; take flight; perch; eat	1
with 2 juveniles and parent	2
with other female in brook	2
Activo en la noche	8
FLIPPRSLAP	1
Flew to singing male amampteryx	1
Flowers soildago canadensis	1
Libando	4
Nadando	17
Percha en parte baja, canto	1
Perchada En bosque de quebrada al frente de potrero	1
Perching on dry twig	2
Social context: colony; fly; perch; sit on nest	1
Sunning on rock late afternoon area of large granite boulders, sparse creasote bush, and grass mesquite.	1
Vuelo suspendido, forrajeo	1
advertise; dusk song; mimicry; song	1
arrive; bill swipes; preen; call; hop; depart	2
arrive; depart; care for young; carry food in bill	1
at nest in Jack Pine	4
beg; stand	1
call; advertise; mate; Social context: troop	2
call; court; mate; fight	1
call; emit alarm; Social context: family; establish flock contact	1
call; emit alarm; cling	1
call; fly; emit alarm; Social context: mixed; perform visual display	1
call; forage; fly; perform visual display	5
call; mate; Social context: colony; arrive	1
call; mechanical sound; fight; fly; Social context: family	1
call; mechanical sound; song; mate	2
call; rest; walk	1
call; song; advertise; mate; forage	18
call; song; advertise; mate; forage; perform visual display	1
call; song; scold; fight	1
call; stand	38
care for young; contact	1
carry food in bill; call; emit alarm	1
collecting nectar from Phacelia argentea	6
defecate; eat; forage; wipe bill; depart; fly	1
defecate; scratch; land; fly; forage; walk	1
defecate; wipe bill; scratch; take flight; perch; ruffle	1
drink; preen	9
eat; depart	3
eat; walk; forage; take flight	1
eggs and female also collected, with nest	1
en rastrojo alto	6
en rastrojo bajo	4
feed young; carry food in bill; take flight; hop; call; beg; remove fecal sac	1
feeding at night	1
fight; fly; call	1
flap; stand; preen	1
flew to singing male #4729, was courted	1
flock; call; forage; fly	1
flowering	3
fly; call; be displaced	1
fly; call; subsong; perch	1
fly; incubate	1
fly; preen; forage; plunge dive	1
fly; song; call; forage	1
fly; surface dive	1
forage; call; advertise	1
forage; establish flock contact	30
forage; fly; call	26
forage; fly; take flight; swim; capture prey; eat	1
foraging	170
froma brood of 10	4
hibernating	467
in a flock of 7 on a burned field	1
in flocks of migrants	1
large colony nesting	5
lek; perform visual display; call	6
mechanical sound; flush; fly	1
on Rubus idaeus	4
on flowers of Castilleja sulphurea	31
on flowers of Penstemon	84
on flowers of Viquiera multiflora	23
on milkweed	1
perch; Social context: colony; care for young; beg	1
perch; brood	2
perch; call; hold food in bill	1
perch; land; fly; feed young	1
perch; perform nest relief; brood; call	1
perch; perform visual display; call	1
recently left nest	3
scratch; preen	2
singing L. senegala song, recorded 5 June '67	1
sit on nest; peeps	1
sleep; swim; fight; be displaced; preen; stretch	1
solicit copulation	1
song recorded, mimics L. rhoopareia, tape #23	1
song tape recorded, mimics L. rubricata, tape 1995 41A: 0-374	1
song; court; advertise; perform visual display	1
stand; drink; fly	1
stand; walk; beg; eat; feed young	1
suck sap; forage	1
swim; perform visual display; preen	2
tape 1972 #49	1
tape 1993 #3A	1
threaten; call; rest	1
walk; preen; forage; defecate	1
walk; roost	1
with 527 P. De B.	1
1 of a mated pair	4
Al vuelo	161
Alnus;Sorbus	1
Anidando en guadual, dos individuos construyen nido	1
Ataca a una Sporagra	1
Con vial	1
Consumiendo botones florales de Inga edulis	1
Desplazamiento	116
En arbustos cercanos	1
En parte seca y pastos	4
Entering nest	1
Flowers Solidago	4
Forrajeando en arbustos de cerca viva	1
Forrajeando en el dosel	3
In full song, which differed from southern Mich songs	1
Laid in nest of Amandava & not L. senegala.	1
Nest hole in dead Acer	1
On Ground	1
On flowers of Conioselium scopulorum	3
Parte media-alta vuelo suspendido	1
Percha en chamizo en parte media	1
Perchado en rama	1
Prey of P.k.	1
Social context: colony; call; perch; take flight	1
Sorbus aucuparia;Prunus padus	2
Stand/Perch; preen; sleep	1
advertise; forage; call; establish flock contact	3
at a female road kill	2
attack; threaten	1
bob; walk; call	1
call; arrive; beg; care for young; emit alarm; Social context: colony	1
call; arrive; depart; forage; fly	2
call; counter singing; advertise; mate; fly	1
call; court; mate; Social context: family; establish flock contact	1
call; duet; forage	1
call; establish flock contact; forage; fly	2
call; establish parent young contact; perform nest relief; Social context: colony	1
call; fly; perch; eat	4
call; fly; wing flaps; fly	1
