reproductiveCondition	reps
HOW SEXED: GONADS, TESTIS CIRCA 1.3 X 1.3 MM.	1
HOW SEXED: GONADS, WELL DEVELOPED TESTES.	2
HOW SEXED: GONADS. APPEARS TO HAVE OVARIAN TISSUE 2 X 2 MM.	1
HOW SEXED: GONADS. AREA DETERIORATED, ONLY 1 DUCT FOUND.	1
HOW SEXED: GONADS. EGG READY TO BE LAID.	1
HOW SEXED: GONADS. LARGEST INTACT OVUM 24 MM.	1
HOW SEXED: GONADS. OG (OVARY GRANDE?)	1
HOW SEXED: GONADS. OVARIES 8 X 3 MM.	1
HOW SEXED: GONADS. OVARY 13 X 7 MM, LARGEST OVUM 1 MM.	1
HOW SEXED: GONADS. OVARY 14 X 9 MM, OVA TO 4 MM.	1
HOW SEXED: GONADS. OVARY 16 X 6 MM, GRANULAR.	1
HOW SEXED: GONADS. OVARY 18 X 7 MM, LARGEST OVA 1 MM.	1
HOW SEXED: GONADS. OVARY 20 X 7 MM, OVA TO 4 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY 24 X 7 MM, GRANULAR.	1
HOW SEXED: GONADS. OVARY 27 X 4 MM.	1
HOW SEXED: GONADS. OVARY 3.2 X 2 MM.	1
HOW SEXED: GONADS. OVARY 4 X 1 MM.	5
HOW SEXED: GONADS. OVARY 4 X 3 MM, NO OBVIOUS OVA.	2
HOW SEXED: GONADS. OVARY 4 X 4 MM, DUCT CIRCA 1.5 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY 5 X 4 MM.	51
HOW SEXED: GONADS. OVARY 7 X 4 MM	1
HOW SEXED: GONADS. OVARY 8 X 6 MM, OVA TO 1.5 MM.	1
HOW SEXED: GONADS. OVARY 9 X 6 MM, OVA CIRCA 1 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY 9 X 7 MM, GRANULAR THROUGHOUT.	2
HOW SEXED: GONADS. OVARY < 1 X 2 MM.	1
HOW SEXED: GONADS. OVARY CIRCA 15 X 12 MM, LARGEST OVA 2 MM.	1
HOW SEXED: GONADS. OVARY DAMAGED DURING AUTOPSY.	1
HOW SEXED: GONADS. OVARY DECOMPOSED, ONE DUCT VISIBLE.	52
HOW SEXED: GONADS. OVARY DRAWN, LARGEST OVA 1 MM.	1
HOW SEXED: GONADS. OVARY, LARGEST OVULE 2 MM.	2
HOW SEXED: GONADS. OVARY, LARGEST YOLKED EGG 4 MM.	2
HOW SEXED: GONADS. OVIDECT VISIBLE BUT NO OVARY SEEN.	1
HOW SEXED: GONADS. POSSIBLE OVARY SMALL, TRANSPARENT. NO SIGN OF TESTES.	1
HOW SEXED: GONADS. SEX BY OVARY.	1
HOW SEXED: GONADS. TESTES, TWO DUCTS PRESENT.	2
HOW SEXED: GONAS. TESTES 6 X 4 MM.	1
HOW SEXED: UNMARKED MEANS. ORIGINAL SEX LABELED ?.	1
HOW SEXED: UNMARKED MEANS. OVARIES ENLARGED.	2
HOW SEXED: UNMARKED MEANS. WELL DEVELOPED INCUBATION PATCH. ENLARGED OVARIES. 6,9,12,13 MM.	1
In copula w. A	1
Inactivo	50
J. H. Gerould research: Brood 1921a	1
Juvenile, 66 cm SVL,  89g	1
Lact, 3 plac scars	1
Lact.;5embs:2L&3R,CR=7mm	1
Lactating, 2 left embryo scars, 1 right	1
No lactante	1
No sex organs visible	1
No uterine scars.	25
Ovaire : 7 mm, ovocytes : 1,5 mm.	1
Ovaire indifférencié	1
Ovaire jaune à ovules très distincts.	1
Ovaire à ovules encore indistincts.	1
Ovary: 23 x 15 mm. Largest ovum 4 mm.	1
Ovary: 3.5 x 1.5 mm	12
Ovary: 5 x 2.5 mm	19
Ovary: 9 x 3 mm, granular	2
Plumage nuptial. Testicules : 3x2. 2.5x2.	1
Possible abdominal testes seen, unsure.	1
R+L 15	1
T=12x22 (L), 10x20 (R)	1
T=18 x 10 mm	3
T=3 mm, scrot.	5
T=33	2
T=5.1x3.5	1
T=50 X 3 mm	1
T=6x4mm	2
T=6x6	3
T=7mm, abd	2
T=8 x 6 mm	3
T=8.5 g	1
TA (4.2 X 1.8)	1
TA = 3x2	2
TA, subadult	5
TA=24x18	1
TS (6x5)	1
TSL=13x7	8
TSS=8x6	1
Testes 11x5mm	1
Testes 16.0 x 8.0mm, scrotal.	1
Testes: 5 x 2 mm	1
Testes: L 12 x 7 mm, R 11 x 7 mm	2
Testes: L 2.5 x 1.5, R 2.5 x 1 mm	1
Testes: L 3 x 1.5 mm, R 2 x 1.5 mm	2
Testes: L 4.5 x 2.5 mm, R 2 x 1 mm	1
Testes: L 8 x 5 mm, R 5 x 5 mm	2
Testes: L 9 x 6, R 8 x 8 mm	1
Testicules gris beige sale.	1
Tetrasporophyte entangled	1
U:P UTMD placental scars 2 + 3 = 5	1
U:P uterus large, no placental scars	3
Uniseriate plurilocular	1
VC, 6 embs, 1L, 5R, 18 mm	1
VC, mamm. lg., 2R, 2L, CRL=12	1
VC, no embs	482
VC, pg, R2, L2, CRL=21.4 mm	1
VC, uterine scars, nipples large	2
VO, 4 embs, 1L, 3R, 2 mm, mammae large	1
VO, 4 embs, 3L, 1R, 10 mm	1
VO, 4 embs, 3R, 1L, CRL=10	2
VO, 4 embs, 4L, 0R, 26 mm, mammae large	1
VO, 5 embs, 3L, 2R, 19 mm, mammae large	1
VO, 5 embs, 8 mm	1
VO, pg., R3, L1, CRL=5 mm	1
Vegetative, Flowering	2
W.H. Evans experimental brood 7b-a-a-b-c, reared 1959	1
breeding, t: 6x3 mm	1
brood patch 4, t: 9.4x3, r 10.1x2.7 mm	2
brood patch 4, t: l 5x1.5 mm, r 5.1x2 mm	2
brood patch active, one unshelled ovum in oviduct, 3 ruptured follicles and old ruptured follicles	1
brood patch defeathered, 3 ruptured follicles, 1 unshelled egg in oviduct	1
brood patch defeathered, oviduct enlarged	1
brood patch small regrowing	2
brood patch, lrgst ova: ca 1 mm	1
brood patch: 65x75 mm, t: l: 20x10, r: 20x10 mm	2
com fruto	1239
ecl. 12 May 1981	1
ecl. late May 1979	1
egg also taken	2
ex IV gleditsia aquatica	3
ex larva June 1989 ecl. late Oct. 1989	1
ex ovis, 9 July 1995, sleeved on Quercus stellata, to soil 10-15 August 1995, ecl. 18 June 1996	1
ex ovis, RETECTA-E81	4
flowering-old persisting	169
fruitng	1
gonads=female, ovary 4 X 3mm, ova minute	3
gonads=female, ovary 4 x 3mm	1
gonads=hatching 2 eggs	1
gonads=largest ova 8 mm, others smaller than 2 mm; one raptured follicle 6 mm; oviduct 9 mm at cloaca; brood patch=bare	1
gonads=lg ovum 8 mm; brood patch=watery	1
gonads=male, testes 9 X 6mm	1
gonads=ova 11mm	2
gonads=ovaries 18 x 8 mm; largest ova 3 mm	1
gonads=ovary 12 x 8 mm, largest ova 2.5 mm, oviduct convoluted	1
gonads=ovary 15 x 10 mm, ova minute	1
gonads=ovary 20 x 10 mm; largest ova 1.75 mm	1
gonads=ovary 20 x 9, lg. ova 3 mm	1
gonads=ovary 3 x 2 mm; largest ova 1 mm	1
gonads=ovary 3 x 2, lg ova 1 mm	2
gonads=ovary 4 x 1 mm	3
gonads=ovary 7 x 7, lg ova 1 x 1 mm	1
gonads=ovary slightly enlarged, largest ova 3 mm	1
gonads=testes (L) 2 x 2 mm; right testis shot	1
gonads=testes (L) 6 x 4 mm; (R) 6 x 4 mm; seminal vesicles enlarged, tubules not visible	1
gonads=testes (L) 9 x 5 & 6 x 5 mm	1
gonads=testes 1.9 mm	1
gonads=testes 15 and 10 mm	1
gonads=testes 2.5 x 2 mm, lt gray	1
gonads=testes 3 x 1 (L) & 2 x 1 mm	1
gonads=testes 3 x 2 (L) & 1 x 1 mm	1
gonads=testes 4 x 3 mm, black	1
gonads=testes 5 x 4.5 mm	1
gonads=testes 8.5 x 4 (L) & 5 x 3 mm	1
gonads=testis (R) 3 x 2 mm	1
lactating; no emb; 8 plac scar	2
laying 2 ruptured follicles, one unshelled egg in oviduct plus one follicle 8 mm, brood patch developing	1
lgst ovum 6mm	1
lgst ovum = 1.6mm	1
lrgst ova: ca 3 mm	2
lrgst ovum: 0.5x0.5 mm	1
lrgst ovum: 2x2, ov: 20x14 mm	2
lt: 11x3, rt: 11x6 mm, brood patch active	2
lt: 4x6, rt: 5x6 mm	1
lt: 5x3, rt: 3x2 mm	1
mammae 0:1 = 2 ? [no gonad data]	1
mammary glands active	1
musch adipose	2
no emb; 6 plac scar; lactating	15
not breeding	10
old ruptured follicles, brood patch	1
out 22 Jul 1931	1
ov: 1.3x10 mm, granular, shelless egg in oviduct	1
ov: 11 mm long, 4 mm wide, scarcely granular and cream colour	1
ov: 13x3 mm, not granular	2
ov: 16x9 mm, granular	8
ov: 16x9 mm, small granules	4
ov: 16x9, ova: 2x2 mm	2
ov: 18x10 mm, ova: 2x2 mm	2
ov: 19x22 mm	2
ov: 1x1 mm, milky	1
ov: 20x10, ovum: 3x3 mm, oviduct enlarged	1
ov: 20x15 mm, oviduct enlarged	1
ov: 3.5 mm	1
ov: 32x16, ova: 5x5 mm	2
ov: 3x10 mm, granular	2
ov: 3x3 mm, ov: granular, brood patch active, old ruptured follicles	1
ov: 5x2, lrgst ovum: 1x1 mm	2
ov: 5x5, lrgst ova: 1x1 mm	1
ov: 6x13 mm	3
ov: 6x3, lrgst ovum: 1x1 mm, granular	1
ov: 6x3.5, lrgst ovum: 1 mm	2
ov: 6x4 mm, lrgst ova: 1x1 mm	3
ov: 6x5, lrgst ova: 1 mm	2
ov: 8x4 mm, slightly granular	2
ov: 9x6 mm, lrgst ova: 1x2 mm	1
ov: 9x7, granular, lrgst ovum: 2 mm, brood patch defeathered	1
ov: 9x9 mm, ova: 2x2 mm	1
ova: 9x9, shelless egg in oviduct: 18x10 mm	1
ovaries well developed	3
ovary = 7 1/2x4mm, ova = 1mm	1
ovary =8x2mm, ova <1mm	1
ovary granular, active brood patch	1
ovary granular, brood patch, breeding, defeathering	1
ovary granular, oviduct enlarged, recently ruptured follicles, brood patch active	2
ovary very little developed	3
oviduct enlarged, ov: 9x5, lrgst ova: 1x1 mm	1
ovipositiry on walnut eggs laid	1
p; 1 emb; cr-13	4
partly yoked ova, 3 mm	1
pregnant; 1 emb; CR-10; lactating	2
pregnant; 10 emb; cr-30	1
pregnant; 2 emb; CR-8	4
pregnant; 2 emb; cr-35	1
pregnant; 3 emb; CR-15; non lactating	2
pregnant; 3 emb; CR-32	2
pregnant; 5 emb; CR-12; plac scar	2
pregnant; 5 emb; CR-6;	2
pregnant; 6 emb; CR-6; plac scar; lactating	2
pregnant; vagina perforate; 6 emb; CR-18; mammary tissue present; not lactating	2
reared from female, enclosed 9-10 july 1977	1
rest, 14 mm	2
rt: 5x2 mm	2
rt: 9x7, lt: 7x6 mm	1
ruptured follicle, brood patch	1
semi-scrotal	2
shelless egg in oviduct: 7x10 mm, 1 collapsed follicle	1
t: 10.5x4.5 mm, from drawing	2
t: 10x5 mm, from drawing, see label	1
t: 10x7 mm, brood patch present	2
t: 11x7, 8x7 mm, cloaca enlarged	1
t: 12x8 mm	121
t: 15x8, 13x10 mm	1
t: 2.5x1, 2x1 mm, from drawing	1
t: 2x1 mm	1401
t: 30x17 mm	2
t: 32x17, 25x16 mm	2
t: 3x2.5, 2.5x2.5 mm, see label	1
t: 3x3, 3x2.5 mm, measurement from label, decreasing	1
t: 5x4 mm, see original label	1
t: 5x7 mm, cloaca enlarged	1
t: 7 mm, long	3
t: 7x5, cloacal protuberance: 1.54 mm	1
t: 7x6, 10x5 mm	1
t: 8x6, cloacal protuberance: 6.06 mm	1
t: 8x6, cloacal protuberance: 6.6 mm	1
t: 9x5.5 mm	1
t: ca 1.5x5 mm, penis not in sheath	2
t: ca 1x5.5 mm	2
t: ca 3 mm	1
t: l: 8x4 mm, brood patch downy	2
taken with eggs	2
tesets 0.5 mm	1
testes 1 x 2	3
testes 10 x 6 mm	3
testes 7x13mm	1
testes = 1.7x3.1mm	1
testes = 3 x 1 mm	1
testes = 3.5 mm	1
testes slightly enlarged: ca 4.5x3.5 mm	1
testes-11X6	74
testes-12x5	3
testes-14; slightly scrotal	11
testes-16X8; scrotal	17
testes-18X10	18
testes-18x6; non-scrotal	1
testes-20 x 12; scrotal	4
testes-20X12;	2
testes-23x14	2
testes-3.5	39
testes-3; non-scrotal	12
testes-7; SCTORAL	2
testes-7X4;epididymis not visible	4
testes-8X6 (not documented on catalogue)	2
testes; non-scrotal; small	3
testes= 1.5x1.5mm	1
testes= 12.1x16.45mm	1
testes= 4.14 round, epid-	1
testes?= 1 x 2 mm	1
testis 6.0 x 9.0 mm.	2
two ruptured follicles and 3 enlarged ova, ov: one egg in oviduct: 21x25 mm, brood patch active	2
unshelled egg	3
unshelled egg in oviduct: 3 ruptured follicles	1
uterus = 2.0 mm, 1L, 1R plac scars	1
uterus = 3.1 mm, no scars, no emb	1
vagina open; 3 embryos; cr-3	1
vagina open; mammae tiny; 5 embryos; cr-8	1
well developed mammary tissue	2
young OF ROMM 31971	2
(P. tharos B (female) X batesii (male)) (female) X P. tharos B (male) Br. 77-34	1
1 emb ?	4
1 emb, 14x11 mm	1
1 emb, 1L, 0R, 4 mm	3
1 emb, 4x3 mm	4
1 scar: rt	1
2 emb.; CR=23 mm	1
2 embs, 1L, 1R, 18 mm	2
2+3=5 placental scars	1
265261|1666298|1666300|1666302~ANTPA.004359.001|ANTPA.004359.002|ANTPA.004359.003|ANTPA.004359.004	131
265353~ANTPA.004451	2
3 embs, 1L, 2R, 18 mm	1
3 plac scar	27
4 embs, 1L, 3R, 18 mm	2
4 embs/1 R/3 L/cr < 1 mm	1
5 embryos, R=2, L=3, CRL=15mm; vagina closed	1
5 embs, 0L, 5R, 3 mm	1
6 emb 3L 3R; CR-12	2
7 pouch young	4
Adult lab-reared from larva taken on foliage of Carya sp. on the above date (6 June 1995)	1
Adult, tail tissue taken	1
Bred ex pupa	2
Bred, ex larva, emerged 4 Mar 1949	1
Bred. Out 1-3 Sept 1957	1
Cystocarpic & vegetative	1
Ex LARVA, (Poplar) Emerged 7/12/38	1
Ex larva. Sleeved. ecl. 26 June 1990	1
Female & mature cystocarpic	1
Full-term emb: 44mm	1
GONADS NOT SEEN.	5
HOW SEXED: BREEDING CONDITION, GONADS EGG CIRCA 101 X 70 MM.	1
HOW SEXED: GONADS DAMAGED, UNSURE.	1
HOW SEXED: GONADS, LEFT TESTIS 10.0 X 6.5 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 12 X 3 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 12 X 6 MM, RIGHT 9 X 6 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 13 X 6 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 14 X 9 MM.	1
HOW SEXED: GONADS, TESTES 10 X 7.5 MM.	1
HOW SEXED: GONADS, TESTES 11.5 X 4 MM.	1
HOW SEXED: GONADS, TESTES 3 X 2 MM.	186
HOW SEXED: GONADS, TESTES 4 X 5 MM.	8
HOW SEXED: GONADS, TESTES 9 X 5.5 MM.	5
HOW SEXED: GONADS, TESTES DRAWN, 12 X 8 MM.	3
HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 1.5 MM DIAMETER.	1
HOW SEXED: GONADS, TESTES LEFT 11 X 4 MM, RIGHT 10 X 3 MM. NON-BREEDING.	1
HOW SEXED: GONADS, TESTES LEFT 15 X 6 MM, RIGHT 10 X 5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 4 X 11 MM, RIGHT 4 X 6 MM.	1
HOW SEXED: GONADS, TESTES LEFT 4 X 3.5 MM, RIGHT 3 X 3 MM.	1
HOW SEXED: GONADS, TESTES LEFT 4.5 X 2 MM, RIGHT 3 X 2 MM.	1
HOW SEXED: GONADS, TESTES LEFT 7 X 2.5 MM, RIGHT 4 X 3.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 8.5 X 5.5 MM, RIGHT 6.5 X 6 MM.	1
HOW SEXED: GONADS, TESTES LEFT ?, RIGHT 30 X 4 MM.	1
HOW SEXED: GONADS, TESTES NOT ENLARGED	2
HOW SEXED: GONADS, TESTES RIGHT 10 X 6.5 MM, LEFT 6 X 2.5 MM. CERE COLOR OF FEMALE.	1
HOW SEXED: GONADS, TESTES SKETCHED ON SQUARE TAG.	5
HOW SEXED: GONADS, TESTIS 3 X 4 MM.	2
HOW SEXED: GONADS, TESTIS 4 X 4 MM (ONLY ONE).	1
HOW SEXED: GONADS, TESTIS CIRCA 4 X 3 MM.	1
HOW SEXED: GONADS. (OVARY) SMALL.	1
HOW SEXED: GONADS. BREEDING CONDITION, EGG IN DUCT.	1
HOW SEXED: GONADS. DUCT, LARGE YOLK, 2 OVULES IN OVIDUCT.	1
HOW SEXED: GONADS. LARGEST OVUM 2 MM.	2
HOW SEXED: GONADS. OVARIES SMALL. OVARIES DRAWN. LARGEST OOCYTE 1.8 MM.	1
HOW SEXED: GONADS. OVARIES WELL DEVELOPED.	1
HOW SEXED: GONADS. OVARY 1 MM, TRIANGULAR, NO OVA SEEN.	1
HOW SEXED: GONADS. OVARY 13 X 8 MM, LARGEST OVUM 3 MM.	1
HOW SEXED: GONADS. OVARY 17 X 9 MM, OVA TO 2 MM.	1
HOW SEXED: GONADS. OVARY 18 X 6.5 MM, ALL OVA < 1 MM.	1
HOW SEXED: GONADS. OVARY 3.5 X 2.4 MM.	1
HOW SEXED: GONADS. OVARY 4 X 1.5 MM.	12
HOW SEXED: GONADS. OVARY 5 X 4 MM, LARGEST OVA 1 MM.	2
HOW SEXED: GONADS. OVARY 6 X 2.5 MM, NO OVA ENLARGE.	1
HOW SEXED: GONADS. OVARY 6 X 3 MM, PARTLY DECOMPOSED.	1
HOW SEXED: GONADS. OVARY 7 X 4 MM, LARGEST OVULE 1 X 1 MM.	1
HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST OVA 1 X 1 MM.	1
HOW SEXED: GONADS. OVARY 8 X 4 MM, OVIDUCT DISTENDED.	1
HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVA 2 X 1 MM.	1
HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST EGGS 3 MM.	1
HOW SEXED: GONADS. OVARY A RIGHT TRIANGLE SIDES 5 & 6 MM.	1
HOW SEXED: GONADS. OVARY CIRCA 20 X 6 MM.	1
HOW SEXED: GONADS. OVARY CIRCA 21 X 9 MM.	1
HOW SEXED: GONADS. OVARY NOT ENLARGED, NEVER BRED.	2
HOW SEXED: GONADS. OVARY TRANSPARENT.	2
HOW SEXED: GONADS. SKETCH OF OVARY ON LABEL. OVARY NOT ENLARGED.	1
HOW SEXED: GONADS. TWO SIMILAR SIZED DUCTS VISIBLE.	1
HOW SEXED: GONADS. WITH OVULES, DUCT LUMPY.	1
HOW SEXED: PLUMAGE. GONADAL AREA DAMAGED.	1
HOW SEXED: PLUMAGE. GONADS REMOVED IN AUTOPSY.	1
HOW SEXED: PLUMAGE. GONADS TOO DECOMPOSED TO SEX INTERNALLY.	1
HOW SEXED: UNMARKED MEANS. NESTING FEMALE AND EGGS COLLECTED.	1
HOW SEXED: UNMARKED MEANS. TESTES: 2X2MM.	2
INFORMATION FROM AVIARY.	1
In copula w. B	1
J. H. Gerould research: 1914 Z	1
Lact; 2 embs:1(L)&1(R)6mm	1
Larva emerged 13 Apr 1933 in Rancho Santa Fe	1
Larvae 14-15 June to 7-8 July 2001,ex ovis, ecl. 26 July 2001	1
Male, carposporangia	2
Male, monospores	1
On foliage of Lupinus perennis L in pitch pine-scrub oak community	3
Oocytes : 2 mm.	1
Ovaire : 4 mm	1
Ovaire blanchâtre lisse.	1
Ovaire blanchâtre à ovules distincts.	6
Ovaire blanchâtre à ovules tout à fait indistincts.	1
Ovaire jaunâtre à ovules très distincts.	1
Ovary with several very large (30 mm) ova	1
Ovary: 22 x 11 mm, Largest ovum: 11 mm, Oviduct enlarged: 4 mm	1
Ovary: 31 x 14 mm	1
Oviducte dilaté et un ovocyte de 5 mm.	1
Population Cross: F1 P71-16, England female x wild Massachusetts male	1
Population Cross: P71-13, Massachusetts female x England male	1
Pregnant (7x4L, 18x5R), lactating	1
R+L 16	1
Reared in lab; F1 of female no. 58	2
Reared. Ecl 6 Jun 1951	1
SEX UNKNOWN.	1
Sleeved on Pyrus Xpurpurea at Hamden, Connecticut ca. 9 May-June 1978. Dale F. Schweitzer. Ex Ovis, ecl. early July 1978, bred Dale F. Schweitzer	2
T-30X15	2
T:D 10x7mm	1
T=1.5x1	2
T=10.5x5	1
T=12x19 (L), 11x19 (R)	1
T=20 mm, abdom.	1
T=23mm	1
T=34	4
T=3x2 (L), 1x1 (R)	1
T=4.0x6.1mm, scr.	1
T=5.1x3.6	1
T=5.2 mm	2
T=5x3 (L), 5x4 (R)	1
TA=1x1	15
TESTE- 13X8	2
TS (12 X 9)	2
TS=11x4	1
TSL  (8 X 6)	1
TSL (10 X 7)	6
TSL=13x8	7
Testes 13mm	1
Testes 15x8mm	1
Testes broken.  Sexed by plumage.	1
Testes greatly enlarged	4
Testes: 6 x 4 mm	16
Testes: L 15 x 9 mm, R 17 x 10 mm	2
Testes: L 2 x 1.2, R 1.5 x 1.2 mm	1
Testes: L 5 x 2 mm, R 3 x 2 mm	2
Testes: L 9 x 3 mm, R 9 x 5 mm	2
Testicules 2 et 4 mm.	1
Testicules : 2 x 1 mm.	2
Testicules : 3 x 4 mm.	1
Testicules jaune pâle.	1
VC, 6 embs, 2L, 4R, 2 mm	1
VO, 2R, 3L, CRL=6, mamm. lg., lactating	1
W.H. Evans experimental brood 7a-a, reared 1956	4
ad., T=9x5mm	2
brood patch 3, t: 11.3x 6.8 mm	2
brood patch 4, t: l 7.4x4.4, r 6.6x4.5 mm	2
brood patch 5, t: l 12.5x5.8, r 11.9x4.7 mm	2
brood patch 5, t: l 8.8x3.8, r 11.6x4.4 mm	2
brood patch 65x45 mm, oviduct enlarged, follicle 2 mm	2
brood patch downy: 25x60 mm, t: l: 11x4, r: 11x4 mm	2
brood patch vascular, unshelled egg in oviduct, some ruptured follicles, follicles: 5x3 mm	1
brood patch, ovary present	1
cross 2-78 (1978): brown broken-eye male (13-70) x red ventral broken-eye female (13-70)	4
earliest vitellog follicles	1
egg in oviduct without shell	1
egg in oviduct, nest egg 14x13 mm	1
egg ready for extrusion	2
egg ready to be laid	3
egg-bearing female	1
emgd 19 Jun 1964	1
ex ova vacillans	1
ex ovis 2004 May-June, oaks. Ecl. 3 Nov 2004	1
ex ovis female A83	1
ex ovis, LUCT-A08	1
ex wild larvae on Q. oblonga flora	2
ex-pupa 24-26 Sept., reared in lab.	1
ex-pupa 29-31 Oct 1957	1
follicles: 1x1 mm, 4 ruptured	1
fruiting and flowering	29
gonads destroyed by shot	1
gonads=largest ova 10, 7, 4, 3 mm	1
gonads=male, testes 12 X 5mm	1
gonads=ovary 10 x 10, unshelled eggs in oviduct 8 x 8 & 6 x 6 mm; brood patch=dry	1
gonads=ovary 12 x 4 mm; ova << 1 mm; brood patch=present	1
gonads=ovary 20 x 20 mm; not in breeding condition	1
gonads=ovary 3 x 5 mm, no large ova	1
gonads=ovary 5 x 3 mm	22
gonads=ovary 6 x 5, lg ova 2.5 mm, oviduct convoluted	1
gonads=ovary 7 x 5 mm; one egg 70% calcified; one ruptured folicle 5 x 5 mm	1
gonads=ovary 7x16mm	1
gonads=ovary 8 x 4 mm, ova minute	7
gonads=ovary 8 x 5 mm; largest ova 2 mm; oviduct 3 mm at cloaca	1
gonads=ovary 9 x 6 mm; largest ova 1.5 mm; oviduct 3 mm at cloaca	1
gonads=ovary fully developed	1
gonads=overy 12 x 8, largest ova 1.5 mm; oviduct straight	1
gonads=testes (L) 3 x 2 mm; (R) 3 x 2 mm; brood patch=large; bare and dry	1
gonads=testes 2X1mm	1
gonads=testes 3 x 1.5 mm; white	1
gonads=testes 5.5 x 3 mm	1
gonads=testes 7 x 3 (L), 5 x 3 mm	1
gonads=testes 8 x 5 (L) & 7 x 4 mm	2
gonads=testes 9mm	134
gonads=unshelled egg in oviduct, 9 mm in diameter	1
had egg ready to lay	1
in bloom	57222
incubating	6
lactating; plac scar 4L 3R	2
lrgst follicle 2.5 mm, oviduct straight but somewhat developed	2
lrgst ova: 12 mm, brood patch present	1
lrgst ova: 13,9,8,7,5,5 mm, oviduct closed	2
lrgst ova: 42x42, 40x35, 32x32, 24x24 mm	2
lrgst ovum: 9 mm, ov: 15x10 mm	2
lt: 17x6, rt: 13x7 mm, hooked shaped	2
new eggs	2
no emb, lactating	1
no emb; 12 plac scar; lactating	2
no spine	1
not lact., two lg. embryo	1
nursing, uterus not fully contracted	1
old plac scar; teats worn	2
ov: 10 mm	21
ov: 10x4 mm	90
ov: 10x8, lrgst ova: 2x2 mm	5
ov: 11x6, lrgst ovum: 1x1 mm	1
ov: 12x6, lrgst ova 2x2 mm	1
ov: 12x8 mm, lrgst ova: 2x2 mm	2
ov: 14x8, lrgst ova: 3x5 mm	1
ov: 15x20 mm, lrgst ovum: 3x3 mm	2
ov: 16x10, 3 enlarged ova, lrgst ova: 10x10 mm	1
ov: 17x6 mm, lrgst ovum: 3x3 mm, oviduct enlarged	2
ov: 18x13 mm	4
ov: 2, enlarging	12
ov: 21.5x13.9 mm, active	2
ov: 22x10 mm	4
ov: 2x0.5 mm	3
ov: 3x5, ova: 1 mm	1
ov: 4.7x2 mm	1
ov: 4x1 mm, granular	6
ov: 4x8, lrgst ovum: 2x2 mm	1
ov: 5, enlarged, lrgst: 8 mm	1
ov: 5x6 mm	20
ov: 6x4, lrgst ova: 1x1 mm, brood patch present	1
ov: 6x4, ova: < 1 mm	1
ov: 7.1x5.4, ova: 1.3 mm	1
ov: 7x5, lrgst ovum: 1.5 mm	1
ov: 8.5x5.5, 7 ova: 1x1, oviduct diam: 1x1 mm	2
ov: 8x5 mm, lrgst ovum: 2.5 mm	2
ova <1mm?	1
ova: 6.2 mm	2
ovaries much enlarged	1
ovary granular and small, old brood patch	1
ovary granular, brood patch vascular	4
ovary smallish	1
ovary with 3 collapsed follicles, oviduct enlarged	1
oviduct enlarging, ov: 8x8, lrgst ova 2x2 mm	1
p; 1 emb; cr-14	4
paired ovaries	94
preg., 5 embs.	2
pregnant; 2 emb; CR-9	13
pregnant; 2 emb; cr-36	1
pregnant; 6 emb; CR-25	2
pregnant; lactating; 2 emb; CR-18	2
pregnant; vagina imperforate; 5 emb; CR-14	2
reared by L. F. Gall	1
recently laid eggs	2
rt: 2x3, lt: 6x5 mm	2
t: 10.9x6.6 mm	2
t: 10x7, cloacal protuberance: 6.3 mm	1
t: 11 mm, long	1
t: 11x5, 10x4 mm, breeding	1
t: 11x5, 11x4 mm, brood patch present	2
t: 13.2x9.7 mm	2
t: 15x6.8 mm	2
t: 17x11 mm	7
t: 1x2, 2x1 mm	1
t: 3.9x2.3, 4.3x2.2 mm, from drawing	2
t: 3x2, 2.5x2 mm	2
t: 3x4, 4x5 mm	1
t: 4.5x2 mm, diagram on Munro label, brood patch	1
t: 4x6 mm, from drawing	4
t: 5.5x4, 5.5x4 mm, from drawing	1
t: 5x1, 4x2 mm	2
t: 5x8.5 mm	3
t: 6x5, cloacal protuberance: 5.1 mm	1
t: 6x8 mm	31
t: 7x3 mm, measurement from label	1
t: 9.5x5.5 mm, from drawing	2
t: 9x6 mm, from original drawing, breeding	1
t: ca 9x3 mm	4
t: l: 6x5, r: 6x5 mm, brood patch downy: 80x50 mm	2
t: rounded 1.6 mm, long	1
t: size of No 3 shot	1
testes - 18x9; scrotal	1
testes 1 mm x 3 mm.	1
testes 1 x 3	1
testes 4x2 mm	4
testes 5X9	1
testes = 4.8x7.2mm	1
testes large, white	2
testes non-breeding	9
testes noted (no meas)	2
testes-11X7	89
testes-12X5; scrotal	4
testes-12x6	33
