"identificationQualifier","reps"
"Dichelyma swartzii",2
"Dichodontium canadense",1
"Dichodontium flavenscens",2
"Dichodontium pellucidum",3
"Dichodontium subflavens",1
"Diclanoloma fragiliforme",1
"Dicranella",1
"Dicranella curvata",2
"Dicranella debilis",2
"Dicranella duchassaingii",1
"Dicranella flexicaule",1
"Dicranella hookeri",3
"Dicranella howellii",1
"Dicranella leptotrichoides",3
"Dicranella nicholsii",2
"Dicranella pallidum",1
"Dicranella polaris",1
"Dicranella pseudolongirostris",1
"Dicranella pycnoglossa",1
"Dicranella pycuoglosa",1
"Dicranella pycuoglossa",2
"Dicranella secunda",1
"Dicranella subinclinata",1
"Dicranella tonduzii",1
"Dicranella tosaensis",4
"Dicranodontium aristatum",2
"Dicranodontium falcatum",6
"Dicranodontium fenudatum",1
"Dicranodontium flexipes",3
"Dicranodontium inundatum",1
"Dicranodontium longirostre",8
"Dicranodontium millspauchi",1
"Dicranodontium millspaughi",3
"Dicranodontium nitidum",2
"Dicranodontium perviride",1
"Dicranodontium sericeum",1
"Dicranoloma austro-scoparium",2
"Dicranoloma billarderii?",1
"Dicranoloma billardieri var. patentifolium",1
"Dicranoloma brownii",1
"Dicranoloma fragile",1
"Dicranoloma laevifolium",1
"Dicranoloma leucophyllum",2
"Dicranoloma pungens",1
"Dicranoloma scoparcolum",1
"Dicranoweisia bruntonii",3
"Dicranoweisia couterncina",1
"Dicranoweisia meulenbeckii",1
"Dicranoweisia obliqua",2
"Dicranum alatum",1
"Dicranum albicans",6
"Dicranum albicans var. denticulatum",2
"Dicranum albidum",2
"Dicranum algidum",1
"Dicranum algidum var. subspadiceum",1
"Dicranum angustifolium",1
"Dicranum angustinerve",1
"Dicranum arenaceum",1
"Dicranum asperulum",1
"Dicranum assimile",1
"Dicranum bergeri var. rupincola",1
"Dicranum blyttii",2
"Dicranum bonjeanii var. alatum",1
"Dicranum bonjeanii var. brewevianum",1
"Dicranum bonjeanii var. polycladum",1
"Dicranum brachycaulon",1
"Dicranum brachycaulus",1
"Dicranum canadense",2
"Dicranum circinatum",2
"Dicranum cirrhata",1
"Dicranum condensatum",1
"Dicranum congestiforme",1
"Dicranum congestum var. flexicaule",1
"Dicranum congestum var. kinlayanum",1
"Dicranum cylindropyxis",1
"Dicranum duemon",1
"Dicranum elatum",3
"Dicranum fragile",1
"Dicranum fragiliforme",2
"Dicranum fulvum var. viride",6
"Dicranum glaciale",1
"Dicranum heteromalla",1
"Dicranum involutum",1
"Dicranum lenjeani",1
"Dicranum longifolium",15
"Dicranum longifolium subalpinum",1
"Dicranum Mariae",1
"Dicranum maylii",2
"Dicranum meziesii",1
"Dicranum miguelonense",1
"Dicranum molle",1
"Dicranum normomanum",1
"Dicranum oleodictyon",1
"Dicranum pallidum",12
"Dicranum palustre",13
"Dicranum perindutum",1
"Dicranum plano-alare",1
"Dicranum polysetum",7
"Dicranum robustum",1
"Dicranum roellii",2
"Dicranum sauteri",6
"Dicranum schraderi",7
"Dicranum schreberi",1
"Dicranum scopariiformia",1
"Dicranum scoparium var. curvulum",1
"Dicranum scoparium var. orthophyllum",2
"Dicranum scottianum subsp. canariense",1
"Dicranum sendtneri",1
"Dicranum speirophyllum var. breviflagellare",1
"Dicranum speirophyllum var. speirophyllum",1
"Dicranum sphagni",1
"Dicranum starkei",4
"Dicranum stenodictyon",1
"Dicranum subpalustre",2
"Dicranum tasmanicum",1
"Dicranum undulatum var. subfalcata",1
"Dicranum virens",4
"Dicranum viride var. dentatum",2
"Dicrocerus",1
"Dicronodontium perviride",1
"Dicrostonyx",16
"Didelphis",49
"Didelphodon",5
"Didelphodon ?",3
"Didelphodus",2
"Didymictis",18
"Didymodon canadensis",1
"Didymodon crasspedophyllus",1
"Didymodon cylindricus",2
"Didymodon dieckii",1
"Didymodon diversifolius",1
"Didymodon flexifolius",1
"Didymodon hendersoni",1
"Didymodon macounii",1
"Didymodon purpureus",1
"Didymodon recurvirostre",2
"Didymodon recurvirostrus",2
"Didymodon squarrosus",2
"Didymodon strictifolius",1
"Didymodon subruber",1
"Didymodon tosaensis",2
"dilutior",1
"Dimetrodon cf.",1
"Dinictis",7
"diniensis",13
"Dinohippus",17
"Dinohippus ?",99
"Dinohippus or Pliohippus",1
"Dinohippus?",3
"Dinohyus",7
"diosmus gp.",2
"diosmus group",1
"Diphyscium involutum",1
"Diprionomys",1
"Diprionomys cf.",12
"Diprotodon",3
"Dipsalidictis",1
"Dircranoloma fragile",1
"Dircranum longifolium",1
"Discelium incarnata",1
"""discoidea""",2
"Discomycete",5
"Discomycete?",2
"dispar cf.",11
"Dissacus",8
"Dissodon plagiopus",1
"Dissodon splachnoides",2
"Dissorophus cf.",1
"Distichium cylindricum",1
"Distichium glaucum",1
"Distichophyllum japonicum",3
"Distichophyllum japonicum var. minus",2
"distichously branched species",1
"distichus",1
"distincta",5
"distincta group",1
"Distochophyllum gonoi",1
"distorted",1
"Ditrichum amoenum",1
"Ditrichum cylindricum",1
"Ditrichum elongatum",1
"Ditrichum flexicaule var. brevifolium",2
"Ditrichum flexicaule var. dengum",1
"Ditrichum flexicaule var. densum",3
"Ditrichum giganteum",3
"Ditrichum mayebarae",4
"Ditrichum mexicanum",2
"Ditrichum rufescens",5
"Ditrichum tortile",6
"divergens",12
"Doc Ator",1
"Doederlein",1
"Dogger zeta",1
"Dolicavia",1
"Dolichomitra cymbifolia var. subintegerrima",4
"Dolichomitriopsis diversiformis var. longiseta",3
"dolomieu cf.",1
"Domninoides",8
"Domninoides ?",8
"Don Smith",1
"Donald Pinkava",2
"Dorcatherium",1
"Dormaalius",2
"dorothyi",30
"Dorraletes",1
"doubtful",1
"douglassii",5
"Dr.",1
"Drepanocladum cincinatus",1
"Drepanocladus aduncus fo. aquaticus",1
"Drepanocladus aduncus fo. gracilescens",1
"Drepanocladus aduncus fo. kneiffii",1
"Drepanocladus aduncus fo. pungens",1
"Drepanocladus aduncus var. gracilescens",7
"Drepanocladus aduncus var. kneiffii",5
"Drepanocladus aduncus var. kneiffii fo. capillifolius",1
"Drepanocladus aduncus var. kneiffii fo. longifolius",1
"J. Chris Pires",2
"J. D. R.",1
"J. Davidson",1
"J. Dice",1
"J. F. Farris",3
"J. Gonzales",1
"J. Grimes",1
"J. H. Damastus",1
"J. H. Lehr",32
"J. Harry Lehr",19
"J. Hefner",1
"J. Hendrickson",1
"J. L. Robbins",1
"J. London",1
"J. M. Tenorio",3
"J. Mamm., 61 (1): 66-75, 1980",1
"J. O",2
"J. P. Weddle",1
"J. Parker",1
"J. R. Sauck",1
"J. R. White",1
"J. Reveal",1
"J. Strader",1
"J. T. Kartesz, C. A. Meacham",3
"J. Turpin",3
"J. V. Moody",2
"J. Vorng",1
"J. W. Brasher",6
"J. Watkins",1
"J.A. Back",2
"J.B. Heppner",1
"J.C. Trager",2
"J.H. Demastus",2
"J.S. Firkins",2
"J.V. Moody",6
"jacki",5
"Jacob Foust",2
"Drepanocladus aduncus var. kneiffii fo. pseudofluitans",1
"Drepanocladus aduncus var. polycarpus fo. (llatifolius) capillifolius",1
"Drepanocladus aduncus var. polycarpus fo. capillifolius",2
"Drepanocladus aduncus var. polycarpus fo. gracilescens",5
"Drepanocladus aduncus var. subpiligerus",1
"Drepanocladus aduncus var. typicus",6
"Drepanocladus aduncus var. typicus fo. aquaticus",1
"Drepanocladus aduncus var. typicus fo. capillifolius",1
"Drepanocladus aomoriensis",3
"Drepanocladus aquaticus",2
"Drepanocladus capillifolius var. falcatus",1
"Drepanocladus capillifolius var. strictus n.var. Co-type",2
"Drepanocladus cossoni",1
"Drepanocladus exannulatus fo. orthophyllus",1
"Drepanocladus exannulatus var. bracydictyus",1
"Drepanocladus fluitans fo. filiformis",1
"Drepanocladus fluitans var. brachydictyon",1
"Drepanocladus fluitans var. eufluitans",1
"Drepanocladus fluitans var. gracilis",1
"Drepanocladus fluitans var. jeanbernatii",2
"Drepanocladus japonicus",4
"Drepanocladus kneiffi var. intermedius",2
"Drepanocladus pseudofluitans",2
"Drepanocladus revolvens ssp. intermedius",4
"Drepanocladus subaduncus",2
"Drepanocladus submersus",1
"Drepanocladus tenuis var. falcatus",1
"Drepanocladus trifarius",1
"Drepanocladus turgescens",1
"Drepanocladus uncinatus fo. plumosa",1
"Drepanocladus uncinatus var. alpinus",1
"Drepanocladus uncinatus var. typicus",1
"Drepanocladus wilsoni",1
"drusilla",1
"dry rock",1
"Dryopithecus",16
"dulcamara sensu Lange, Heim",9
"dulcamara, sensu Lange, Heim.",3
"dulcamera sensu Lange, Heim",1
"Dup.",1
"dupl",2
"dupl MO det. F. Ayala, 1983",1
"Dupl. det",6
"duplicate",2
"Duplicate identified",3
"Dusicyon",6925
"Dusicyon ?",388
"dwarf form",1
"Dylan Q. Wann",4
"Dylan Q. Wann.",2
"dymas",2
"Dynamine mylitta",1
"Dyseolemur",2
"Dythemis",1
"e",1
"E. a. alena",21
"E. a. angelia",3
"E. a. bernadetta",8
"E. a. maria",8
"E. anicia alenea",1
"E. B. Vadder",1
"E. baroni",3
"E. bimaculata",1
"E. Birdwell",2
"E. colon nevadensis",2
"E. colon wallacensis",1
"E. durangonus tho",1
"E. enoptes ancilla",5
"E. Foster",1
"E. Huddleston",1
"E. k. lafontainei",8
"E. Keith Longpre",1
"E. Lehta",1
"E. Lehto",1
"E. lingulata in Taylor",1
"E. MT phenotype",27
"E. R. Chandler",1
"E. Valles",1
"E.D.Bynum",1
"E.L. Douglas",1
"E.W. Huddleston",1
"ECAD",1
"ecad mackaii",1
"ecad scorpioides",1
"'echina'",1
"echinata?",1
"Echinoid",1
"echo",19
"Ectocarpaceae +",1
"Ectocion",48
"Ectocion ?",1
"Ectoconus",9
"Ectoganus",5
"Ectypodus",4
"Ed Bance",1
"Ed Lubow",1
"Edaphocyon",2
"edwardsi",29
"egerides",1
"""egg""",1
"egleis",2
"eileenae",1
"Eira?",1
"Ekgmowechashala",1
"""El Stinko""",1
"elatioides group",1
"electra",4
"elegans",17
"elegantior / orichalceus?",1
"Elephas",2
"Eli Heugatter",1
"Elinor Lehto",1
"elis",4
"elivata",4
"Elizabeth I. Gregory",1
"Elkhorn Fm",2
"Elko",1
"Ellen Jacobson",1
"Ellie Specht",1
"ellisii",12
"Elomeryx",7
"elongatus cf.",1
"Elphidotarsius",1
"Elpidophorus",16
"emend. Powell",1
"emend. Powell, 1957",2
"emmeli",14
"Endophytes",1
"""engelmannii""",1
"English Head Fm",5
"Entered as ssp.; combination not moade",1
"Ento class",1
"Entomolestes",1
"Entomology Class",1
"Entoptychus",7
"Entosthodon paucifolius",1
"Entosthodon subnudus var. gracilis",1
"Eocoileus",1
"Eoconodon",4
"Eodelphis",3
"Eodelphis ?",1
"Eopyrenula leucoplaca on label",1
"Ephemoptera?",1
"ephisius",11
"Epicyon",9
"Epicyon?",1
"Epieuryceros",1
"Epigaulus",1
"Epihippus",12
"epipsodea",12
"Epipterygium nagasakense",1
"epithet spelled blytii on label",2
"epithore",7
"Epizeuris (?) lubricalis",1
"Eporeodon",3
"Eptesicus",2
"Equus",7328
"Equus ?",75
"Equus?",8
"Erect form.",1
"erecta (Prise)",1
"Eremotherium",2333
"Eremotherium ?",3
"Eremotherium?",1
"Erethizon",3
"Eric Leech",1
"Eric Sundell",9
"Erich Haber",2
"ericoides",1
"ericoides (Torr.) Greene",3
"Erie Sh",1
"Erignathus",2
"eriphyle",39
"erphon (?)",1
"Eryops cf.",1
"eryphon",9
"Erysiphales ined.",1
"""erythrinus group""",1
"Erythrophyllum ruebellum",2
"""esculenta type""",1
"esculenta-fastigiata?",1
"esite",1
"Est!",1
"Esthonyx",24
"Esthonyx ?",1
"et al.",1
"et vars.",1
"Etage D",2
"Etage Dd1 beta",4
"Etage Dd1 gamma",18
"Etage Dd2",16
"Etage Ee",1
"Etage Ee1",26
"Etage Ee2",76
"Etage Ff1",210
"Etage Ff2",2
"etc.",7
"etc. ?",1
"ethela",15
"ethne",1
"ethne/manitoba",8
"etrusca",7
"euagorus",9
"Eubalaena ?",2
"Eubalaena?",5
"eubule",4
"Eucamptodon inflatus",1
"Euceratherium",1
"Euceratherium cf.",1
"Eucholoeops",1
"Euchroma gigantean",1
"Eucladium verticillatum var. angustifolium",1
"Eucricetodon",1
"Eudaemonema",2
"Eueides cleobaea",1
"Eueides cleobaea zorcaon",1
"eulalia",2
"Eulepis arja",1
"Eulepis dolon",1
"Eumesosoma?",1
"Eumysops",1
"eunomo",4
"euphenoides",6
"Euphydryas alicia alena?",1
"Euphydryas p. phaeton",3
"Eureka cultivar",1
"Eurema lisa",2
"europea",9
"europomene",1
"euryas",1
"eurydice",4
"Eurygnathohippus",1
"Eurymus eurytheme",9
"Eurysodon",1
"Eurytides philolaus",1
"Eusmilus",2
"Eutatus",1
"Eutypomys",7
"eventus",2
"Evernia vulpina",1
"""evernii""",1
"Evippe-like gelechiid sp. 2",1
"evius",3
"ex descr.",2
"ex Fr.",2
"Ex Herb. de Th��men 213",1
"Examined for Flora of North America",1
"excellens",1
"excluded as doubtful (Esslinger Checklist)",1
"excubitor",9
"exilis",1
"exmia sp. n. ined.",1
"Exobasidiales ined.",1
"f obtusum",1
"f.",94
"f. alba",2
"f. albiformis",1
"f. angustilimbata",1
"f. ascendens",1
"f. asterocephala",1
"f. athallina",1
"f. beauvoisii",3
"f. beauvoisii and f. vestita",1
"f. brucei",11
"f. cambricoides",3
"f. camiculata",1
"f. capreolata",1
"f. celotea",2
"f. celotea & f. oxyceras",1
"f. ceratodes",1
"f. certodes",1
"f. Chondrillae junceae",1
"f. chordalis",1
"f. cilacerata",1
"f. cinerescens",2
"f. cinyras",1
"f. clarki",12
"f. clavariella",1
"f. corallicola",1
"f. coralloidea",3
"f. corniculata",4
"f. costata",1
"f. crenulata",1
"f. crispula",1
"f. crispum Clute",1
"f. cyathiformis mostly",1
"f. cylindrica",2
"f. cylindrica, f. scyphora",1
"f. decorata",1
"f. denticollis",1
"f. deplanata",1
"f. deuticollis",1
"F. E. Byrd",4
"f. elegans (J. Robins)",1
"f. elongata",1
"f. eury-drepanoclada",1
"f. evoluta",8
"f. finkii",1
"f. fluitans",1
"f. fuscescens",1
"f. fusco-virescens.",1
"f. gigantea",1
"f. glabrata",1
"f. gladiata",2
"f. gonatodes",1
"f. gracilescens",1
"f. gracilis",2
"f. grandinosa",1
"f. hellice",1
"f. hermodur",2
"f. humilis Anders",1
"f. incrassata",1
"f. infundibulifera",1
"f. infundibulifera (Schaer)",1
"F. Jones",3
"f. komarovil",1
"f. leioscypha",1
"f. luxurians",1
"f. menziesii",1
"f. microphylla",1
"f. mucronata rainlo",1
"f. n.",6
"f. nov.",4
"f. nova",1
"f. novae-zelandiae W. Van. B.",2
"f. nummularia[?]",1
"f. obliquum",1
"f. obtusata",1
"f. ochraceae",11
"f. pallida",1
"f. phyllophora",1
"f. phyllostrata",1
"f. phyllotoce",2
"F. polingi",3
"f. posithea",1
"f. prolifera",1
"f. provo/Strymon saepium fulvescens",1
"f. ramosa",1
"f. reticulata",4
"f. robusta",2
"F. Rodela",1
"F. Ron",1
"f. rufescens",1
"F. S. Crosswhite",1
"f. scabrum",1
"f. scyphulifera",1
"f. setigera",4
"f. simplex",12
"f. simulata",3
"f. sinuosa",1
"f. slyracella",1
"f. sonderi",1
"f. sorediata",3
"f. speciosa",1
"f. spicata",1
"f. Spongiosa",1
"f. squamosissima",1
"f. Squarrosula Lesq.",1
"f. stygia",1
"f. subascypha",3
"f. subtripinnatum Butters",1
"f. surrecta",1
"f. terrae-novae",1
"f. terrestris",1
"f. thelephoroides",2
"f. tripinnatifida (Clute) Weath",1
"f. tubaeformis",1
"f. turfacea",1
"f. typical",1
"f. typicus",1
"f. verticillata",1
"f. vestita",6
"f. virgata (Ach.) Vainio",1
"fa. spongiosus",1
"fab.",1
"fabre",4
"Fairly robust specimens",1
"""Fairway""",1
"Fallen, 1823",1
"Fall��n, 1823",4
"False Truffle",1
"family, genus and species TBD",2
"fasciculata (D.C.) T. & G.",1
"'Fastigiata'",1
"faunula",1
"Faye",4
"feildeni",1
"feinbergi cf",1
"Felis",19
"Female",7
"Fermeuse Fm",1
"Ferns of Aman Park",1
"Ferns of Michigan",4
"Ffestiniog Beds",2
"ffs vestita & ochrocarpia",1
"ffs. beauvoisii vestita",1
"fide",25
"fide A. H. Smith",1
"figulina",2
"fil",1
"filamentous green",4
"File As",1
"File Under",1
"Filed under Juncus sp.",1
"Filed with",1
"""filicina""",1
"fissus-varius complex",1
"fistulosis",2
"""flammans""/""kaufmannii""?",1
"Flammula? Pholiota?",1
"flattened",1
"flava",1
"flavescens",3
"flavescens cf.",3
"flavida/malicola",1
"flavidus/umbonatus",1
"flavoalba/oregonensis (also aurantiidisca)",1
"flavobasilis gp.",1
"flavofulgineus group",1
"flavolineatus",1
"flavoroseus",1
"flavula",14
"flecked",1
"fleshy Polyporus",1
"flexipes gp.",1
"Fliz Hewes",1
"flora",20
"Flora of Michigan",2
"Florets in packet A; seed note re plant",1
"florida",10
"Floridachoerus",5
"Floridachoerus?",1
"floridanum",33
"floridanum?",1
"Floridatragulus?",1
"floridensis",28
"Florissant Fm",1
"fm. heterochroma",1
"fma. albiformis",1
"foliose Rhodophyta",1
"""fomitopsoides""",1
"fordi",6
"form",252
"form adjutrix",12
"form clio",3
"form crocale",12
"form franciscana",1
"form gracilis",1
"form indet.",5
"form lecontei",6
"form like H. asymmetria",1
"form nabokovi",5
"form nigrescens",1
"form obtusum",1
"Form of",3
"form pocahontas",1
"form rubra",1
"form sorediata",1
"form terrestris (Tomin) Tomin",1
"form umbrosa",2
"form viridula",1
"form zillah",1
"form!",1
"form.",1
"form. nov.",1
"form?",1
"forma",37
"forma ?",1
"forma a.",1
"forma alba",1
"forma albiflorum",1
"forma album St. John",1
"forma bipinnatifida",1
"forma c.fr.",1
"forma cycloptera",13
"forma cylindroiurs[?]",1
"forma elliptica",1
"forma foliis magis acutis.",1
"forma gei",2
"forma gracilis",1
"forma hastata",2
"forma incisum",10
"forma integrifolia",1
"forma nom. nud.",1
"forma nov.",5
"forma nov.?",2
"forma obtusum (Sm) Moenck",1
"forma pterocarya",4
"forma silvatica",1
"forma sphaerocephalus",1
"forma subpiligera",3
"forma truncata",2
"forma.",1
"Forma: Sanguidorbae",1
"forme?",1
"formerly ssp. manitoba",3
"formosa complex",1
"formosa group",1
"formosa grp.",1
"formosa-brunnea intermediate",1
"formosana",5
"formosanus",2
"""formusa big reactor""",1
"Fort Pena Fm",141
"forte sp. nov.",1
"Fossorcastor",1
"fr",1
"Fr.",17
"Fr. var.",1
"fragilis or lapponica",1
"fragilis or lapponicus",1
"franki",5
"fraterna",2
"freemani",11
"freija",29
"Freshwater",1
"freskiana (Kauff.)",1
"""frogskin""",1
"frt.",1
"frudulosus [sic]",1
"Fucoid",1
"fulvia",18
"fumosa",7
"fumosus",4
"Funaria epipedostegia",1
"Funaria fasciculare",1
"Funaria hungarica",2
"Funaria sphaerocarpa",1
"funeralis or tristis",1
"Fungi bavarici no. 169",1
"Fungi bavarici no. 47",1
"fungus",1
"g",2
"G. Burrier",2
"G. Camilo",1
"G. flebilis",2
"G. L. Musf",1
"G. M. McWhorter",1
"G. minuta",1
"G. paleogama",2
"G. R. W.",1
"G. Rink & M. Licher",4
"G. S. Maestas",1
"G. W. Martin",1
"G. x. xanthoides",2
"G.W. Pamelee",1
"gabbii",24
"gagetes",2
"Galecyon",2
"'garaventai'",1
"Garrett Everett",4
"Garrett Mathis",3
"garretti",3
"Gartinia nicitans (?) Borkhauser",1
"gaspeensis",4
"Gasterosteus cf.",20
"gastroid polypore?",1
"gausapata or subtigrina",1
"""gausipatus"" (part retained for voucher)",1
"Gazella",47
"geisha",6
"Gelidiella-like",1
"geminus",2
"gemma",2
"gemmingi cf.",1
"Gen et sp. nov.",1
"gen. & sp. nov.",1
"gen. & sp.n.",1
"gen. et sp. nov.",16
"gen. et sp. nov. pro tem",1
"gen. nov.",1
"Gen. nov. ined.",1
"gen. nov.?",1
"gen. nr. Aroga/Filatima",15
"gen. nr. Chionodes/Aroga/Filatima",27
"genava",8
"Gene Wegg",1
"Geniohyus",1
"genitalia between venii and vespera",1
"gentilina",1
"gentiva",1
"genus and specied TBD",1
"genus and species TBD",9926
"genus and species TBDe",1
"genus in question",2377
"genus in question, species in question",1
"genus unknown",1
"genus with question mark",1
"genutia",3
"geo. geo.",1
"Geoffrey A. Levin",4
"Geomys",1
"Geopora harknessii",1
"Gerik",2
"gertschi striatus or g. gertschi-?",1
"""geryongensis""",2
"Gess F.",72
"Gess sp. 1",58
"Gess sp. 2",25
"Gess sp. A",1030
"Gess sp. B",291
"Gess sp. C",167
"Gess sp. D",27
"Gess sp. E",57
"Gess sp. F",52
"Gess sp. G",32
"Gess sp. H",23
"Gess sp. I",37
"Gess sp. J",18
"Gess sp. K",5
"Gess sp. L",2
"Gess sp. M",3
"Gess sp. O",2
"Gess sp. V",1
"Gess, F.",1
"Gess, sp A",1
"Gess, sp. 1",1
"Gess, Sp. 2",1
"Gess, Sp.2",1
"Gezhongwu Fm",1
"Gigantopithecus",5
"'Gigartina binghamiaw' sensu Dawson in habit",1
"Gigartina eatoniana",1
"Gigartina eatoniana in habit",1
"Gigartina? Rhodoglossum?",2
"gilla",1
"Gillisonchus",5
"Giraffa",7
"Giraffa ?",2
"Giraffokeryx",5
"glacialis",9
"Glasbius",2
"Glaucomys",1
"glaucopus complex",2
"glaucopus-acyaneus",1
"Gleason & Cronquist p.367",1
"Glenerie Ls",1
"Glenn Pruitt",1
"Globicephala",3
"Globicephala ?",2
"""globoze/punctate""",1
"Glocodon?",1
"Gloeocystidium luridum",1
"glomerato-propagulifera",1
"gloriosa",10
"Glossotherium",52
"Glossotherium?",1
"Glyptodon",17
"Glyptotherium",207
"Glyptotherium ?",3
"Glyptotherium?",1
"""golden disk""",1
"Gomphotherium",12
"Gomphotherium?",3
"Goniacodon",1
"Goniodelphis",4
"good",1
"gp",6
"gp (?)",1
"gp.",177
"gp. (Phleg.)",1
"gp. (Tel.)",1
"gp. ?",1
"gp.?",7
"gp?",1
"gr, rugosella",1
"gr.",1204
"gr. sp. 2",1
"gr?",1
"gracillima form",1
"gradations toward the",1
"Grampus",1
"Grand Valley State College Hearbarium, Allendale, Michigan",1
"Grand Valley State College Herbariu, Allendale, Michigan",1
"Grand Valley State College Herbarium",3
"Grand Valley State College Herbarium Allendale, Michigan",1
"Grand Valley State College Herbarium, Allendale, Michgian",1
"Grand Valley State College Herbarium, Allendale, Michigan",75
"Grand Valley State University",31
"Grand Valley State University Herbarium",120
"Grand Valley State University Herbarium Allendale, Michigan USA",1
"Grand Valley State University Herbarium, Allendale, Michigan USA",1
"Grand Valley State University Herbarium, Plants of Michigan",1
"Grand Valley State University Herbrium",1
"Grand Valley State University, Biology 573, Summer 1998",1
"Grand Valley State University, Biology 573, Summer, 1996",1
"Grand Valley State University, Biology 573, Summer, 1998",2
"Grand Valley State University, Biology 573, Summer, 2000",2
"Grand Valley State University, Herbarium Collection",1
"Grand Valley State University; Biology 573, Summer 1998",1
"Grand Valley State Unviersity Herbarium",1
"grandis",5
"Grant Lake Fm",1
"Grapta chrysotera",1
"Grapta marsyes",1
"Grayson Davies",2
"Green",2
"green form",1
"Green River Fm",1
"greenish-umbre form",1
"Gregorymys",2
"grey scaled",1
"grey sp.",1
"grimbeeki cf.",14
"Grimmia anodon var. anomala",2
"Grimmia argentea",1
"Grimmia Conferta",1
"Grimmia Cribrosus",1
"Grimmia decalvata",2
"Grimmia heterosricha",1
"Grimmia ovata",1
"Grimmia tergestina var. tergestinoides",1
"Grimmia torquata var. flettii",1
"Grimmia torquata var. torquata",1
"Grimmia trichodon",1
"""griseolilacina"" type",2
"griseorosea?",1
"griseoviolaceus / alboviolaceus",1
"group",604
"group (check Gymnopilus)",1
"group (ericoides or elongatum)",1
"group ?",4
"group a",1
"group b",1
"group, fik nothing",1
"group, in Moser",1
"group?",9
"grp",4
"grp.",109
"grp. / L. hispida sensu Kauffman",1
"grp. ?",1
"grp. or ?",1
"grp. sp. #4",1
"grp. sp. 2",1
"GRSU Digitization Project",1
"guantanamo",11
"guderiana",2
"guerreronis",1
"Gulo cf.",1
"GVSC Digitization Project",1
"GVSU Digitizatino Project",1
"GVSU Digitization PRoject",1986
"GVSU Digitization Projects",2
"GVSU Digitization Projejct",1
"GVSU Digitiztion Project",2
"GVSU Digitizzation Project",1
"GVSU Digization Project",1
"GVSU Digtization Project",1
"GVSU Herbarium",2
"gymnocarpon",1
"Gypsonictops",16
"Gypsonictops ?",2
"h.",1
"H. D. Thiers; A. S. Methven",2
"H. e. electra",1
"H. editha",4
"H. gloveri-cecropia",2
"H. gyas",2
"H. heteronea",1
"h. horatius",1
"H. M. Winn",1
"H. M. -Winn",1
"H. maia",1
"H. repens? H. mutica?",1
"H. rubidus",3
"H. thomasi bethune-bakeri",2
"H. Thorvilson",4
"H. Tufford",1
"H.D. Harrington",1
"H.J. Webster",1
"H.L. Clark; J.W. Thieret",1
"H.M. Winn",1
"H.M.-Winn",1
"Habana Fm",3
"haematodus x Eos sp.",1
"Hafernik Board",3
"halcyone",7
"Hale Fm",2
"Halianassa",1
"Halitherium",6
"halli",7
"'hallianus'",1
"hallii",1
"hallli",2
"Hamar Laghdad Fm",1
"Hamilton Fm",1
"Hamilton Sh",1
"hanhami",30
"Haodes editha",1
"Hapalops",5
"Hapalops ?",1
"Haplaletes",2
"Haploa militaris",3
"Haploconus",5
"Haplohymenium psuedo-triste",1
"Haplolambda",1
"Haplolepis cf.",2
"Haplomastodon",208
"Haplomastodon ?",1
"Haplomylus",140
"Haplomylus ?",3
"Harding Ss",1
"Harkenclenus titus",2
"harmonia",14
"haronica",3
"Harrison Fm",36
"harroweri",10
"harryi",11
"Harrymys",2
"Hawaz Fm",2
"Headdley, Allison J.",1
"Heather Castillo",1
"Hegetotherium",3
"Heilinpu Fm",45
"Helaletes",3
"Heliconiinae",5
"Heliophila unipuncta",2
"helios",5
"Hell Creek Fm",1
"helloides",10
"Helohyus",8
"Hemiacodon",3
"Hemiargus isola alea",2
"Hemiauchenia",805
"Hemiauchenia ?",74
"Hemiauchenia?",28
"Hemimeryx",1
"Hemipsalodon",5
"Hemithlaeus",2
"Hendryomeryx",219
"hennei",2
"henshawi",2
"Heodas mariposa",2
"Heodes editha",6
"Heodes hetaronea",1
"hepburni",3
"Heptacodon",2
"hera",2
"hera pica",1
"Herbarium Grand Valley State Colleges",1
"Herbarium of Carl Jay Bajema",11
"Herbarium Of Gary Lanning",1
"Herbarium of Grand Valley State University (GVSC)",8
"Herbarium of Grand Valley State University, Plants of Kent County, MI",1
"Herbarium of Grand Valley State University, Plants of Ottawa Co., Michigan",1
"Herbarium of Grove City College",3
"Herbarium Specimen",2
"Herbarium, Grand Valley State Colleges",1
"herceus",5
"hermaphroditic",1
"hermosa",1
"hermosanus",2
"Herpestes",1
"Herpetotherium",2
"Herpetotherium?",2
"herri",5
"Hesperia tessellata",1
"Hesperocyon",74
"Hesperocyon cf",2
"Hesperocyon?",8
"Hesperolagomys",64
"Hesperolagomys ?",1
"Hess Ls",2
"Heterohyus",1
"Heteromeryx",1
"Heteromeryx cf.",1
"heteronea",10
"Hexacodus ?",1
"Hexameryx",1
"Hexaprotodon",1
"Hexobelomeryx",3
"hidakupa",3
"hieracii",1
"high Sierran race",1
"highly certain",2
"hilda",1
"hindellii Pilat group",1
"hinnuleus group",1
"hint of ssp. lanceolatus",1
"Hiodon cf.",7
"Hipparchia galalhea",5
"Hipparion",90
"Hipparion ?",49
"Hipparion or Nannippus",15
"Hipparion or Nannipus",1
"Hipparion?",1
"Hippidion",2
"hippocrates",6
"Hippodon",1
"Hippopotamus",59
