lifestage,reps
Adult; Egg,1
RECEIVED BY MMZ 15 OCOTBER 1999,1
Adult + embryo,1
L:155mm; EXT:227mm; WCH:70.00mm;,1
L:200mm; WCH:114.5mm; EXT:352mm;,1
L:10.50in; EXT:16in; WCH:5in; WC,1
L:245mm; EXT:403mm; WCH:118mm; a,1
"""L:4.84""""; EXT:7.54"""".; age by plum""",1
L:131; EXT:210; WCH:68mm.; age b,1
WCH:55.9; TL:47.1; BL:7.5; TS:17,1
"""L:5.50; EXT:7.75; TL:2.10"""".; age""",1
""":4&1/8""""; EXT:7&3/8""""; WCH:2&5/16""""""",1
L:203mm; EXT:325mm; age by pluma,1
L:230mm; EXT:356mm; WCH:118mm.;,1
L:7.60in; EXT:11.90in; WCH:3.75i,1
L:5.20; WCH:2.15; TL:2.15; TS:.7,1
WCH: 56mm  TL: 47mm; age by plum,1
L:132; EXT:206.; age by plumage,1
WCH:61.5; TL:47.5.; age by pluma,1
L:305mm; EXT:429mm; WCH:145mm; T,1
L:141mm; EXT:204mm; WCH:59.70mm;,1
L:183mm; EXT:210mm.; age by plum,1
L:153mm.; age by plumage,1
L:155.; age by plumage,1
"BURSA 4 X 3 MM, THIN WALLED",1
L:218mm; EXT:335mm; WCH:107mm; B,1
L:215mm; WCH:109mm; EXT:335mm; a,1
L:212mm; WCH:112mm; TS:24.3mm; C,1
L:205mm; WCH:106mm; CU:12.1mm; T,1
L:209mm; WCH:100mm; TS:11.9mm; C,1
L:210mm; WCH:108mm; CUL:13.0mm;,1
WCH:105mm; CUL:13.6mm; TS:22.7mm,1
L:183; EXT:277+/-; age by plumag,1
WCH:149.0mm.; age by plumage,1
L:206mm; WCH:117mm; age by pluma,1
L:158mm; age by plumage,1
BF:17mm; age by plumage,1
BF:26mm; age by plumage,1
BURSA 4 X 3 MM; SKULL 10% OSS.,1
L:260; EXT:355; age by plumage,1
L:247; EXT:361.; age by plumage,1
3-5 days incubated,1
L:16.75in; EXT:29.50in; TL:2.60i,1
BF:0.75in; age by plumage,1
WCH:302; CTO:37.8; TS:34.4; TL:1,1
WCH:364; TL:192; TS:62; CEX:55;,1
L:7in; WCH:3&7/8in; TL:2&5/8in;,1
L:9.75in; WCH:5&3/16in; TL:3&5/8,1
L:10in; TL:3.75in; TS:1.5in; WCH,1
L:271mm; EXT:545mm; age by pluma,1
WCH:59; TL:48.5 TS:17.1; culmen:,1
"CAPTIVE BORN, CA 2001",1
L:155mm; EXT:270mm; WCH:87.5mm.;,1
L:160mm; EXT:258mm.; age by plum,1
L:4.25in; EXT:7in; TL:1&9/16in;,1
L:7.25in; EXT:12.25in; WCH:4in;,1
L:181mm; EXT:309mm; age by pluma,1
L:185mm; TL:73mm; TS:80?mm (reme,1
L:186mm; EXT:292mm; age by pluma,1
third winter  MASS,1
second winter  SW97-25  MASS,1
after third winter  DATE,1
WCH: 156 mm; age by plumage,1
WCH: 365mm; age by plumage,1
L:9.20in; EXT:14.90in; age by pl,1
L:8&7/8in; TL:3.75in; TS:1&3/8in,1
adult; 349 day,1
adult; 267 day,1
adult; 290 day,1
adult; 1 yr 7 mo 21 day,1
adult; 294 day,1
adult; 390 day,1
adult; 2 yr 8 mo,1
adult; 103 day,1
10 days advanced.,1
HY; BURSA 4 X 3 MM (NOT DISTINCT,1
adult; 263 day,1
adult; 422 day,1
adult; 292 day,1
adult; 88 day,1
adult; 22 yr,1
adult; 313 day,1
adult; 3 mo 11 day,1
"JUV PLUMAGE; BURSA CA 6 MM LONG,",1
1 advancec; 1 addled,1
"BURSA FLESHY, 13 X 13 MM",1
"BURSA 4 MM WIDE AT BASE, 8 MM LO",1
Trace in both eggs.,1
99 days,1
"addled, feathered",1
HY; BURSA 17 X 10 M,1
Staring to show blood,1
3 half-grown nestlings; 1 infert,1
seven days - about,1
About 1/6 completed,1
"Begun in some eggs, others fresh",1
c.5yrs,1
"host fresh, cowbird addled",1
adult; 404 C day,1
slightly irregular (2 fresh),1
"1 infertile, 2 tiny embryos",1
adult; 2 mo 23 day,1
adult; 7 mo 20 day,1
adult; 6 mo 20 day,1
adult; 7 yr 9 mo 0 day,1
adult; 11 mo 14 day,1
SUBADULT ; BURSA 10 X 8 MM;,1
HY [BY PLUMAGE; RECTRICES]; BURS,1
adult; C18 yr,1
adult; >22 yr,1
1 egg (contained feathered embry,1
adult; 4 mo 5 day,1
adult; 318 day,1
adult; 573 day,1
BORN 16 JUN 2003 MIAMI METROZOO,1
BURSA 16 X 15 MM,1
adult; 13 mo 2 day,1
adult; 3 yr 8 mo 25 day,1
SY; BURSA 6 X 6 MM,1
adult; 9 yr 10 mo 26 day,1
adult; 12 yr 10 mo,1
1/4; 1/3,1
adult; 15 mo 11 day,1
adult; 811 day,1
"CAPTIVE BORN 15 APRIL 1997, SYLV",1
adult; 3 mo,1
adult; 10 mo 10 day,1
adult; 393 day,1
adult; 417 day,1
3 eggs- failed,1
BURSA 6 X 2 MM;,1
ABOUT 11 MOS,1
Soft embryos- well formed,1
"97-SC06-ES-1,2&3; all hatched in",1
about 1 week in all,1
Three 29 Day Day Old Chicks,1
Eggs incubated less than one wee,1
3 Young Fledged,1
"Hatched in wild, producing 2 you",1
297 days,1
"98-SF08-ES-1, hatched then died",1
CAPTIVE HATCHED 15 NOV 2000 AT S,1
showing well in both,1
CAPTIVE HATCHED 6 MARCH 2002,1
1-addled- balance 1/3 to 2/3,1
Imm (2nd cycle),1
slight to considerable,1
247 days,1
262 days,1
217 days,1
CAPTIVE HATCHED 16 JULY 1999 AT,1
204 days,1
367 days,1
slight in both eggs,1
SKULL W/ WINDOWS NOT COMPLETELY,1
253 days,1
AHY; NO BURSA; SKULL 100% OSS;,1
723 days,1
378 days,1
HATCHED 23 MAY 2008,1
3-4 YEARS,1
CAPTIVE HATCHED 5 MAY 2003,1
"17 eggs, 10 left the nest",1
HATCHED 15 MAY 1998 IN WOODLAND,1
Advanced In All About 3/4,1
adult + larvae,1
good embryos,1
2.5 Yrs,1
15+Yrs,1
At least 4 days,1
12 Yrs,1
U-Ad Very Old,1
"Egg 137 died early; eggs 138,139",1
Ca. 15 Yrs,1
Hatched in captivity,1
1St Fall,1
2 young fledged but disappeared,1
WCH:66.8mm.; age by plumage,1
Ad. Winter?,1
Sk.Oss.Incomplet,1
Imm.;Sk Not Oss.,1
16 Mo.,1
Egg #235 hatched in lab; egg #23,1
Ad..,1
1 addled and 1 hatched egg colle,1
Nestling-Day 1,1
"Three eggs alive, one egg early",1
Nestling Downy.,1
U-Ad.; Sk.F.Os.,1
4Th Winter,1
Adult (SY or ASY),1
firstyear,1
ADULT ; SKULL 1005 OSS; NO BURSA,1
2 Infertile,1
"infertile, fresh",1
juvenile immature,1
4-12 mån,1
juv(ad),1
fuc?,1
K2+,1
39 months,1
1 fresh; 1 small embryo,1
"larval, early juveniles",1
"2 Fresh, 1 Showing Blood",1
"oeuf, inclusion",1
169 months,1
10.03 months,1
5 tétards,1
half gone,1
têtard st.42,1
"med-small & small embryo, showin",1
Nouveau-né et p,1
"3 large embryo, 1 fresh",1
"1) Addled, 2) Small Embryo",1
small embryo & showing blood,1
têtard stade 38,1
1 grosse,1
"IMMATURE ; BURSA THIN-WALLED, 22",1
23.47 months,1
QP têtard,1
held 3 on May 16,1
10 embryons,1
23.37 months,1
"fresh, 1 egg addled",1
See also Figure 16,1
Egg hatched in captivity at SCPB,1
4 yrs 9 mos,1
Hatched At Santa Cruz Predatory,1
and the,1
I believe 84,1
"Fresh (2), showing blood (1)",1
"Small embryo (1), Infertile (1)",1
7 UNKNOWN AGE  BNA,1
Nest abandoned before incubation,1
Runt egg,1
This recording contains exclusively the,1
81 D,1
Depredated; broken in transit,1
18.,1
recordist,1
BURSA 4 X 5 MM; SKULL 75% OSS.,1
are,1
you know,1
CR Oh,1
any,1
"Not recorded, see remarks",1
estimated. Definitely Canis familiaris,1
animal.,1
UNKNOWN AGEResponse to playback,1
"very large embryos, almost ready",1
5 or 6 days advanced,1
3/,1
juv;  different stages,1
16 DAYS,1
3 infert.; 1 one-third,1
10.81 months,1
"far advanced, young well feather",1
24.55 months,1
small embryos formed,1
195 months,1
29 yrs. 4 Teeth LLP2,1
"very small embryo, all 3",1
84 months,1
commenced and advanced,1
about three weeks,1
pup/calf/juvenile,1
23.,1
BURSA 10 X 13 MM,1
14.42 months,1
23.27 months,1
22.98 months,1
34,1
"ID# 03 HOSI 1,1",1
Egg #1 and 4; showing blood; #2,1
2-0 2-begun,1
21.7 months,1
debut,1
just begun?,1
1.95 months,1
8.82 months,1
BURSA 30 X 6 MM,1
3.08 months,1
15.35 months,1
8.73 months,1
22.1 months,1
"Fresh, commenced.",1
JUV; BURSA 10 X 7 MM,1
Imm ?,1
original data lost,1
moulage tête,1
anomalie,1
embryon n°2B,1
embryon n°1B,1
very heavily incubated,1
"Commenced, perhaps 4 days",1
têtard 3 pattes,1
squelettes,1
20.47 months,1
jeune & têtard,1
"1 egg inc 25 days, 1 cracked emb",1
stade 45-46,1
"BURSA 6 MM WIDE AT BASE, 12 MM L",1
Fragemnts only,1
10 yrs,1
"BURSA 6 MM WIDE AT BASE, 10 MM L",1
juv [nestling],1
*[Juv.],1
9 days post laying,1
[? M Juv.],1
M [Ad],1
(1 yr.),1
late,1
"1 infertile, 3 young in nest",1
all fresh or showing slight trac,1
in 1980,1
2 Young: 1 week old on the 4th.,1
10 year,1
marked 1/4,1
ADUL,1
elvers,1
adults 4; yoy 56,1
fingerlings,1
young of the year + 2 adults,1
23 months,1
5 years old,1
"ADULT, SKULL FULLY OSSIFIED",1
2 YR 11 MO,1
"FIRST YEAR BIRD, SKULL 6/7 OSSIF",1
SKULL WITH SMALL CLEAR AREAS,1
Y OSSIFIED,1
"BURSA 16 X 3 MM, VESTIGAL",1
VERY YOUNG WHEN COLLECTED IN DEC,1
"JUVENILE, SKULL PARTIALLY OSSIFI",1
very worn plumage,1
4+ years to 7+ years,1
7 TO 8 YRS,1
BURSA 20 MM,1
"inm, skull simple except occiput",1
SKULL 75 % OSSIFIED,1
SKULL 70 % OSSIFIED,1
ca 85 hours; Downy chick,1
4 days; Downy chick,1
10 days; Downy chick,1
66 hours; Downy chick,1
JUVENILE ATTENDED BY PARENTS,1
ca 4.5 months; Immature,1
SKULL 1/5 OSSIFIED,1
JUST HATCHED; Downy chick,1
FOR KANSAS,1
sco R.K.S.,1
22 ADULT; 15 JUVENILE,1
L:150mm; EXT:248mm.; age by plum,1
L:10.5in; EXT:17&5/8in; age by p,1
L:9.5in; WCH:5.5in; age by pluma,1
L:179; EXT:274.; age by plumage,1
L:197; EXT:267.; age by plumage,1
CUL:62.6mm; WCH:136mm; TS:38.6mm,1
EXT:760mm.; age by plumage,1
[winter dress],1
2 må,1
29-31 days after eruption of arms,1
BURSA 15 X 10 MM;,1
From 1/3 to about 1/2,1
AGRI-CONT. #2,1
"EGG CASES, EMBRYOS",1
"""""""TYPE""""""",1
imm.  Imm.,1
7 ADULT; 12 JUVENILE,1
31 ADULT; 2 JUVENILE,1
19 ADULT; 24 JUVENILE,1
"Slight, but noticable",1
X  7/6,1
"3 JUVENILE, 1 ADULT",1
EMBRYO WITH EGG CASE,1
2MO,1
5 1/2YR,1
8M 17D,1
ADULT/JUVENILE,1
36 ADULT; 122 JUVENIL,1
31 days.,1
70 days.,1
stillborn calf,1
immature - hatch year unknown (s,1
[imm?],1
"""""""y. of y.""""""",1
by banding lab key,1
JUV PLUMAGE;  BURSA 20 X 15 MM,1
with nest eggs,1
fledg.,1
[Im.?],1
Skull 15% ossified,1
Adult skull oss.,1
BURSA 29 X 30 MM,1
sex listed is immature ?,1
1.5 yrs,1
AFTER SECOND YEAR,1
69,1
Immature (HY-U),1
2YR 7MO 26D,1
juvenile (24 days),1
5YR,1
juvenile (15 days),1
19YR,1
BURSA 11 X 10,1
sub-adult/adult?,1
juvenile (9 days),1
Skull < 10% ossified,1
Addled / infertile eggs,1
18 mos,1
8 MOS,1
4-5 yr,1
7 yrs,1
4.5 yrs,1
inf.,1
immature feathers in crown,1
bursa 4 x 2.5 mm,1
"Juvenile, egg",1
Egg clutchs,1
Late eft,1
Metamorph with tail,1
8 days post hatch.,1
F-C (fresh to considerable),1
4/6- formed embryo; 5/6- tiny em,1
2 large embryos; these and all o,1
Failed: 1- 2 day old dead young,1
Failed with 4 eggs (2 collected),1
Several Days Advanced,1
0.5  T29N R27W Sec11,1
0.5  T03N R12W Sec9,1
adult; 15 yr 7 mo 28 day,1
Adult + embryo + larvae + egg,1
Immature/adult ?,1
Mon,1
2MK,1
"slight, egg marked",1
19 egg,1
2 or 4 days,1
Adult; Lactating,1
(1) day old,1
large juv in down,1
infertile ?,1
BURSA 20 X 13 MM ;,1
7 days post laying,1
definitely adult male,1
past inc.,1
Rather incubated,1
IMM/ADULT; SKULL 30% OSS; BURSA,1
commenced incubation,1
"2 Fresh, 3 slight",1
"Very slight, 1 fresh",1
"Begun, 1/4",1
corrid. (?),1
unusually even small embryos,1
Different stages,1
Variable (From fresh to far adva,1
commenced to 1/4,1
18 to 20 days,1
"Not even, but not advanced",1
3 Fresh; 3 Started,1
4=e 1-B,1
fairly incubated; embryos alread,1
begun in two eggs,1
MIDDEN,1
just  completed,1
Neraly hatch,1
"1 slight, 1 medium",1
"#1medium embryo, 2 and 3 small e",1
all 5 fresh,1
1/2; one egg addled,1
Whole egg and fragments. Three y,1
"#1 broke in nest, fragments; #2",1
All three eggs addled; broken,1
"#61 fragments only, eggshell thi",1
Fragments form 1 hatched egg.,1
One 29 Day Old Chick,1
"Jar #14; fragments, embryo",1
about one fourth incubated,1
Over one day,1
HY; BURSA 2 X 2 MM;,1
"2 showing, 3 fresh",1
Blood show,1
3/4 Completed,1
Fresh (1) to 1/2 incubated (2),1
2 Melozone biarcuatum showing bl,1
3 broken; 1 fresh,1
See Card,1
Progressed about 1/4,1
1/2 Adv.,1
at least 3/4; hard embryos,1
soft but well developed embryos,1
set complete June 13,1
same number June 23,1
About a Week,1
Four eggs partly incubated - one,1
"begun, but suspect that eggs wer",1
embryos shapening,1
"white thick-yolks, bloody & stri",1
eyes formed in the embryos,1
Embryos started,1
Large Feathered Embryos,1
IMM/ADULT; SKULL 50% OSS; NO BUR,1
advanced 3 or 4 days,1
5-7 Days,1
set completed May 30,1
Commenced; eggs dried some,1
begun-deserted,1
enbroys formed,1
partly hatching,1
advanced about 2/3,1
advanced-hatching,1
3 days - bloody,1
half; one egg infertile,1
one addled - one begun,1
24 Hours,1
8 to 9 days,1
jc,1
Fresh - Not sat on,1
Fresh but full set,1
Advcanced,1
One egg infertile and incubation,1
Tom-,1
"Slight, medium",1
prefectly fresh,1
Small soft embryo,1
fresh. Deserted,1
"2 trace, 2 fresh",1
"#1:embryo ~ 5mm, #2: clear",1
10 % (see card),1
1/4-fresh,1
begun (1 week),1
Slight. One egg on February 27th,1
Fresh (see 'notes'),1
Halfway,1
All eggs slight,1
1 wk,1
4 infertile one advanced,1
probably just begun,1
hard embryos - 3/4,1
"1 day-heard singing Apr1, comple",1
"Thick, bloody yolks",1
"Variable, slight to embryos show",1
begun but addled in both,1
"1 infertile, others 7-10 days",1
Advanced-14 to 16 days,1
About 1/2; 1 infertile,1
Hatched in wild; two males fledg,1
"Eggs 71,72, 73 were fertile, but",1
Egg 25 died on lab at hatching;,1
Egg hatched manually--young weak,1
Egg died early,1
"Egg 81 died; eggs 82,83 addled.",1
"Failed, two clutches",1
"wild eggs, 2 hatched in captivit",1
"Egg #49 addled, Egg #50 hatched",1
Four 20 Day Old Chicks,1
Half hatched; host young a few d,1
Fresh- 3 days,1
Soft embryos (probably 1 week),1
"Egg 35 died, large embryo; Eggs",1
"98-MC34-ES-1, no notes",1
1 male fledged,1
"about 4 days, 1 infertile",1
8 Days,1
"2 half, 1 infertile",1
"chicks, 1 rotten",1
11/10,1
"1) 2.5g, fresh; 2) 2.45g, fresh;",1
found in oviduct,1
"1 infertile, 2 eggs 1/3 incubate",1
8 or 10 days advanced,1
Two slightly; 1 badly incubated,1
Two Ready To Fledge,1
"One addled, one advanced.",1
Broken eggshell,1
Fully formed embryo,1
Fully developed embryo,1
"2 nearly fresh, 1 well incubated",1
Two fresh; one with visible embr,1
hard embryos 3/4,1
har embroys- runt inf.,1
Runt addled; 2 other eggs slight,1
"1 egg fresh, one slight",1
"X130 Fresh, others broken",1
Somewhat advanced but variable,1
a- large embryo. B- small embryo,1
"1 fresh, well begun",1
bluddy,1
Two fresh; one nearly,1
1/3 Complete,1
advanced. 1 infertile.,1
Broken egg and yolk found outsid,1
Pipped egg,1
"Egg #1 medium embryo, #'s 2 and",1
begun x 7 or 8 days,1
neck of embryos formed,1
1-10 fresh; 11 large embryo; 12,1
Week or more,1
"two addled, one advanced three-f",1
hardening embryo,1
Fresh to 2-3 days incubation,1
Barley started,1
About 5 days.,1
Fresh & slight (2),1
"1 Advanced, 1 Addled",1
"1 infertile, 6 with embryos",1
slight (about 3 days),1
"fresh,",1
"slight in 2 eggs, other egg fres",1
"1/3, 1/4",1
Commenced 1 or 2 days,1
slight (+),1
all 4 eggs were fresh,1
"1 fresh, 2 just began",1
BURSA 30 X 11 MM,1
"both ready to hatch, both broken",1
to blood in each.,1
Soft embryos (originally 8 eggs,1
new nest,1
slight (2 days(,1
nearly a week advanced,1
"Begun, 2 coots fresh.",1
2 fresh. 4 just started,1
3 about 1/3. 4 about 1/4,1
"2 fresh, 1 ancient",1
showing in 2 eggs,1
"One fresh, other far advanced",1
Infertile- nest also held a high,1
Fresh (4),1
3Y/4Y; NO BURSA,1
0YR 1MO 17D,1
slight; 1 infertile,1
Late Stage 43,1
"1 added, 2 fresh, 2 showing bloo",1
Tens days,1
Well begun (red membrane),1
About 4 weeks,1
about 5 days advanced,1
All about two thirds,1
1 rotten; 3 soft embryos,1
far advaced,1
1/5 - about 2/5,1
2 fresh. 3 about 1/3,1
15 jours,1
"Trace Of Blood, Very Small Embry",1
different,1
"Some well incubated, some fresh",1
A suggestion in 1 or 2,1
slight to 8 days,1
Fresh; One Punctured And Rotten,1
Less then a week,1
"Fresh (2), well started (5), & i",1
Five sixths,1
"9 had loose air cells, 2 pipped",1
blood and flesh,1
"cowbird addled, host highly",1
"cowbird fresh, host fresh",1
Fresh but started,1
Stage of Incubation - Beginning,1
begun about 3 days,1
"1 large embryo, 1 fresh",1
"3 with blood, 1 small embryo",1
SKULL CA. COMPL. UNPNEUM,1
SKULL NOT COMPL OSS,1
small embryos (4 days),1
progressed from 1/3 to 1/2,1
6 hatched and 6 broken with deve,1
Fresh and Started,1
"Positive, fresh",1
One fourth.,1
slightly started to form,1
About 7 or 8 days,1
1 infertile; 3 with soft embryos,1
advanced to hatching,1
1429-30 fresh; 1431 slight,1
2625 slight-moderate,1
3667 advanced-feathered,1
1559 fresh,1
2387-89 advanced-feathered-not g,1
4059 addled,1
1260 moderate-viable; 1261-1262,1
just commencing,1
Fresh - probably second set,1
2 fresh; 2 started; no yolk in 1,1
Rather Heavy; More So In One,1
4 developed,1
Fresh and bloody,1
nille,1
Two-thirds advanced,1
"2 far advanced, 1 rotten",1
"Known to be 5 or 6 days, yet egg",1
4/5 hatched,1
ad; hy,1
BURSA 5 X 18 MM.,1
3 days on last egg,1
"2 trace, 1 fresh",1
1 day (nest held 3 eggs May 20),1
bird lacked band,1
Tiny posterior skull windows.,1
tiny,1
adlult skull,1
skull unossified-pre-fledge,1
sk. o.,1
3rd-ad.,1
HY; BURSA 11 X 9 MM; SKULL 100%,1
"""advanced- """"addled""""""",1
HATCHED JULY 1999 (16 MO. OLD),1
jv.sk.grnlted.,1
last year yg,1
jv.sk.prtly cl.,1
sk.closed,1
1 fresh 1 trace,1
thick sk.,1
Adult plumage.,1
adult in winter plumage,1
6998,1
3rd ?,1
immature male plumage,1
One and two days incubated,1
s.dbld.lat,1
im.ossif.,1
2 lrg.sk.wind.,1
u 1st.,1
ad. by plumage,1
evenly started,1
sk.95 oss.,1
ad.sk.f.oss.,1
IMMATURE ; BURSA 12 X 10 MM;,1
sk. 1/10 clear,1
bill soft,1
ad.sk. gran.,1
Three Fourths,1
Near hatching. Embryos well feat,1
Advanced one third.,1
Deserted egg,1
oss.sk.,1
Just Began,1
prob. adult,1
Half-completed,1
Advanced (one egg infertile),1
BURSA 4 X 20 MM.,1
partly ossified skull,1
evidence of embryo,1
APPROX. 16-18 DAYS OLD; BURSA 10,1
full ossification,1
SKULL CA.75% PNEUM,1
skull thin and partly transparent,1
junvenile,1
"3 addled, 2 begun",1
#8 water checked,1
"; OVIDUCT 3 MM WIDE, CONVOLUTED",1
fetal skull,1
u sk.1/4oss.,1
ad. sk.gran?,1
1st summer-2nd.,1
ad.?4th?,1
2nd or 3rd sum.,1
BURSA 25 X 10 MM,1
"Egg #1-small embryo, #'s 2 and 3",1
adult skull and plumage,1
embryo ?,1
"1 adult, 2 larvae",1
Immature - Newly hatched chick,1
Age: 4 days,1
Age: 7 days,1
Immature - Aged 29 Days,1
Immature - Aged 32 days,1
tadpole raised from egg,1
embryon a terme,1
subadultes,1
MNHN_2004-2732,1
HATCHED 1981; PARENTS WILD-CAUGH,1
Calf; Adult,1
Contents solidified.,1
"1 broken, 1 egg, 3 very small yo",1
small embryos (eggs incubated 4,1
"6 adults, 3 juveniles",1
JUVENILE ; BURSA 6 X 5 MM;,1
adult; 7-8 C yr,1
adult; 405 day,1
"2 well begun, 1 infertile",1
Far advanced; 1 infertile,1
adult; 1 yr 6 mo,1
Advanced in three,1
adult; 11 yr 8 mo 8 day,1
adult; 25 yr 07 mo 22 day,1
adult; 539 day,1
ADULT ; SKULL COMPL. OSS,1
adult; 8 mo,1
Slight in 3 and advanced in othe,1
neonate; 5 day,1
Fresh   8 days,1
s.o. imm.,1
bursa not found,1
sk.compl.unoss.,1
imm.s.,1
424,1
sub.ad.,1
ap,1
i ad/,1
sk. imm. u,1
sk.not c.oss.,1
juv.sk.1/3 cl.,1
sk. 2-layered,1
sk.1/6oss.,1
sk 1/3 oss.,1
sk.cl.but os.,1
sk. 1/8 o.,1
advanced to feathers,1
s 1/4 o.,1
sk.roof clear,1
SKULL CA. 90% PNEUM,1
ADULT MALE PLUMAGE; NO BURSA; SK,1
contents very thick,1
2 infertile; 1 advanced,1
3 adult and sub-adult,1
12 tadpoles,1
9 tadpoles,1
8 juveniles,1
"1/2 in largest, 2 infertile",1
egg cluster,1
"2 adults, 3 juveniles",1
showing blood and small embryos,1
"SP26, Specimen intact; nest in 8",1
T39NR12ES3SWSW,1
started 1/3,1
2 eggs & 1 young 3 weeks old,1
"1 young in nest, egg contained s",1
2 chicks,1
"2 young, 1 wk 3.5 weeks.",1
Egg(s) Failed,1
1/2 Grown Embryo,1
"1 Fresh, 2 Small Embryos",1
fresh; very small embryos,1
"B-a, well-begun",1
Advanced (small egg fertile),1
All One-half Incubated,1
"1 fresh, 3 large embryos",1
All Begun In Incubation,1
4 or 5 days at the most,1
"Fresh & Slight , one day to last",1
fresh (worn),1
Fresh- 2nd set,1
Slight with variations,1
two newly hatched,1
4 slight; 1 sterile,1
not well developed (no blood),1
Slight and abandoned,1
quite large embryos,1
"1 to 4 fresh, #5 trace of blood",1
showing blood to slight,1
medium embryos in all eggs,1
"2 fresh, 2 about 5 or 6 days",1
Merest trace,1
very moderate,1
Slight in all but one (infertile,1
one thirds,1
5 days incubatedd,1
3fresh-1showing blood streak,1
infertile but not addled,1
about 1/3 each,1
First egg laid 6/9. (slight),1
"Two fresh, one just started, one",1
Advanced..perhaps one half,1
N.H. (see card),1
Infertile; 1 broken while cleani,1
"1-large embryo, 1-infertile",1
ritteb,1
Started. About fresh to several,1
Taken out of bird.,1
Trace in three eggs.,1
2 eggs fresh; 5 incubated very s,1
Fresh deserted,1
Stale And Abandoned,1
Well advanced ( 1 infertile),1
very small chicks,1
Fresh- nest built & 2 eggs laid,1
Feathered embryo. 2 chicks in ne,1
3 chicks + 1 egg,1
few days - 1/3,1
"1 young in nest, egg rotten when",1
1 infertile; 1 slight; 1 started,1
"1 fresh, 2- 1/4",1
Medium embryo. Nest contained 2,1
"About 4 Days, Traces Of Blood",1
Cracked and rotten,1
60 year,1
"""""""no incubation""""""",1
Eggs incubated considerable,1
started (3-5 days),1
eggs not set on more than 2 days,1
Fresh (1 Showed Trace),1
Small embryos in all eggs,1
addled; evidently nest abandoned,1
larvae; age 15 days,1
1-2 year,1
2 YRS.  TESTES L,1
3 or 4 years old,1
0-3 Days,1
Larva; Premetamorphs,1
Eggs with late embryos,1
Maturing,1
b,1
"none, fresh",1
within 4 days of hatching/ addle,1
fetus and adult,1
6years,1
had not fledged,1
"4 fresh, trace of blood in one-",1
About 1/2 complete.,1
"2 started, one 1/3 incubated",1
"2 medium embryos, 1 small embryo",1
sk.wind. 4x2mm.,1
picked and sucked by some specie,1
unequal,1
Showing in all,1
nestling 5 days old,1
embryo approximately 12 hrs old,1
held 3 on April 29,1
One third in all,1
extreme,1
well formed embryos (caustic),1
SKULL 10% OSS; BURSA 8 X 6 MM;,1
"1 fresh, 2 very slight trace of",1
Somewhat advanced (7 days),1
trace to trace of embryo,1
"Large, hard embryos",1
one egg slightly incubated,1
no doubt slight,1
Sire/Dam 95/103  C6E2,1
"2-faint trace of blood, 1-pronou",1
3 embryos visable; 1 large soft,1
"begin in fertile eggs, runt was",1
started (3 day),1
Pup.,1
slight eggs nearly fresh,1
"a trace, 3 days, 1 infertile",1
"2 eggs fresh, 2830a very incubat",1
Nest was abandoned,1
"1 blood, 1 bones",1
1 and 2 days,1
Trace of red in all,1
Advanced (2 broken),1
fresh or begun,1
5 day,1
blood embryo,1
Fresh; addled and deserted,1
fresh.,1
Almost two days,1
slight 9 days,1
About fifteen days.,1
"1,2,4,5,6,7 fresh; 3 small embry",1
SKULL 50% OSS; BURSA 12 X 12 MM;,1
"fresh, started, bloody",1
1 egg; 1 young predated,1
1 chick 1 egg,1
Not recorded. Nest contained 2 y,1
slight but irregular,1
None. Nest contained 2 young.,1
No yolk- runt,1
1 chick + 1 egg,1
but also placed an,1
"4 fresh, 1 begun",1
addled fresh,1
chick forming,1
1/4 (embryo stage),1
checked also,1
4 days (nest had 2 eggs on the 2,1
Pretty far gone,1
"4 small embryos, 1 addled",1
6 days: 1 infertile,1
"Egg #1fresh, #'s 2 and 3 very la",1
fresh to almost complete,1
fresh:3,1
slightly & even in all,1
1-4 fresh; 5-12 small embryos,1
one addled 2 1/2 done.,1
1 Fresh; 3 Started,1
2 advanced 2 infertile,1
"Fresh, One Started",1
3 days incubated',1
IMMATURE ; BURSA 6 x 6 MM;,1
Egg 5 died late in development i,1
Egg 69 hatched in the lab; eggs,1
Clutch size 2?; two young fledge,1
Then,1
"Egg 1 hatched in wild; eggs 2,3",1
Fledged 1 young,1
"97-SC01-ES-1, addled egg, fragme",1
"98-SC02-ES-1, fragments from cas",1
"Three egg bloodshot, one egg fre",1
"91-45 Died Late, See Remarks",1
and unknow sex all checked,1
Failed. Fragments + whole egg,1
"All died in incubator, 1 dented",1
Casting With Fragments,1
2 jars,1
bad.1egg hatched in transport,1
"1 addled, 4 half",1
Of last egg deposited= 2 days,1
males,1
Small soft embryos.,1
Egg had hole; no development,1
Fresh one double yolk,1
"3 rotten, 1 large embryo",1
x males  x females,1
Trace Blood,1
tough + bloody,1
Egg #460,1
variable (3 days) slight to trac,1
blood & tiny bones,1
"4 samples, all fragments; Layer",1
2/3 Or Over,1
fresh- incomplete,1
Eggs fairly fresh,1
about 2/3eds,1
"evidently deserted, caked and di",1
all 8 fresh,1
about completed,1
10 days hatched,1
fresh (orange colored yolks),1
2 fresh & others well along,1
@ 8 days,1
Advanced a day or two,1
Every One Perfectly Fresh,1
"Two rotted, One piped",1
"fresh, slight, red streak",1
begun - 2 eggs infertile,1
