behavior,reps
run; forage; fly; call,1
forage; perch; carry food in bill,1
perch; take flight; drink; stick out tongue,1
call; establish parent young contact; perform visual display,1
take flight; drink; perch,1
fly; stick out tongue; drink,1
eat; perch; take flight,1
arrive; depart; fly,1
fly; perch; stick out tongue; drink,1
scratch; watch,1
call; scold; fly; Social context: colony,1
scold; fly; Social context: colony,1
song; mate; Social context: colony,1
stand; lie; pant,1
stretch; surface dive; swim,1
bob; walk; call,1
fly; be displaced; displace,1
fly; bathe,1
attack; kill; fly,1
call; fly; perform visual display; song,1
care for young; brood; sit on nest,1
depart; roost,1
preen; song; perch; take flight,1
fly; take flight; eat,1
fly; walk; take flight,1
forage; walk; eat; capture prey,1
walk; preen; rest,1
expire,1
call; song; mate; establish parent young contact; beg; care for young; Social context: family,1
call; mechanical sound; mate; forage; emit alarm,1
song; advertise; fly; Social context: colony,1
song; dusk song; duet,1
arrive; care for young; contact; establish parent young contact; incubate; mate; perform nest relief; call,1
yawn; roost,1
drink; forage; rest,1
fly; walk; land; take flight,1
preen; defecate; stand; walk,1
beg; contact; contact fledgling,1
fly; land; swim; bathe; preen,1
call; Aggression/defense; fly,1
run; perch,1
call; emit alarm; Social context: family; establish flock contact; Social context: mixed,1
call; mechanical sound; bill drumming; scold; emit alarm,1
call; dusk song; emit alarm; roost,1
wipe bill; fly; perch,1
orient; song,1
eat; fly; land,1
attack; be displaced; vocalize; perform courtship display,1
call; arrive; establish flock contact; forage; fly,1
stand; watch; take flight; stretch,1
call; song; duet; emit alarm; scold,1
"mimics L. senegala song, tape 1989 #7, 1990 #15",1
"reared by Lonchura striata foster pair. Genetic mother b/BN. father v/y. tapes 1995:17B,1996+1997",1
heavy infestation of mites (Pellonyssus sp.),1
ruffle; forage; walk,1
land; walk; fly; run,1
"tape 1995 #5,6",1
call; mate; establish parent young contact; emit alarm,1
"mother -/r, father r/o, fledged 11 Dec 1994, reared by & mimicked L. striata",1
song tape 1997 #10B: 341-490,1
singing: pee-widdi,1
song; emit alarm; Social context: colony,1
call; counter singing; forage; emit alarm; Social context: troop,1
Laid in nest of Amandava & not L. senegala.,1
Tape 13,1
call; perform courtship display; mechanical sound,1
song; call; emit alarm; fight,1
"replaced male 4446, not taped",1
"song mimics [Hyparsol linueopultuthus] ?, tapes 22B.23A",1
"song tape recorded RBP, mimics L. rubricata",1
"This was & used in aviary - museum roof, summer 1976.",1
"""Singing """"che-bee""""""",1
fly; call; mechanical sound; wing flaps,1
song; mechanical sound; advertise; lek,1
flew with male macroura to wire by singing male funerea.,1
courted by male V. amauropteryx,1
forage; fly; swim; Social context: flock,1
surface dive; swim; flap,1
beg; feed young; preen; perch,1
wipe bill; perch; preen; eat,1
scold; Social context: family,1
walk; court; sit on nest,1
allopreen; perch; Aggression/defense,1
care for young; walk,1
song; exit nest cavity,1
whistles; perform visual display,1
walk; scratch; forage,1
threaten; call; roost,1
stand; preen; call; yawn,1
Groups Calling Across Road,1
surface dive; forage; call; perform courtship display; swim,1
walk; forage; perform visual display,1
establish parent young contact; scold; emit alarm,1
call; roars; rest,1
drink; rest,1
fight; rest; vocalize,1
song; call; approach; perform visual display,1
call; song; advertise; scold; establish flock contact,1
walk; preen; call,1
song; perform nest relief,1
Laying,1
perch; carry nest material; forage; take flight,1
call; mechanical sound; scold; mob; fly,1
chew; forage; perch,1
advertise; establish flock contact; Social context: mixed,1
sit on nest; preen; perch,1
fight; perch; fly; displace,1
fly; land; perform courtship display,1
defecate; wipe bill; perch,1
call; mechanical sound; song; mate; advertise,1
flock; call; forage; fly,1
fly; arrive,1
mechanical sound; forage; Social context: colony,1
perch; song; stretch,1
perch; Social context: colony; take flight,1
stand; take flight; eat; forage,1
song; forage; take flight,1
call; fly; advertise; court; perform visual display,1
perch; take flight; molt,1
depart; feed young; arrive,1
depart; perch; call,1
depart; perform visual display,1
arrive; depart; feed young; carry food in bill,1
mate; solicit copulation; call,1
perch; hop; lek; forage,1
lek; hop; perch; preen; call,1
perch; forage; lek; hop,1
song; emit alarm; Social context: colony; perform visual display,1
call; make feeding sounds; emit agonistic call,1
call; mechanical sound; song; advertise; scold; Social context: troop,1
flap; walk; preen; stretch; perch,1
swim; perch; walk; stretch,1
duet; call; song; advertise,1
song; Social context: mixed; establish flock contact,1
vocalize; feed young,1
swim; preen; stand; scratch; lie; sleep,1
tail wag; call; song; perch; wipe bill; ruffle; scratch,1
surface dive; bob,1
Aggression/defense; orient; song,1
mechanical sound; Social context: mixed,1
fly; perform courtship display; perch; call,1
forage; preen; defecate; perch; capture prey,1
song; perch; preen; scratch; take flight,1
song; fly; dusk song; advertise,1
care for young; establish parent young contact; feed young; call; perch,1
take flight; fly; swim; plunge dive,1
flock; fly; perch,1
song; Social context: colony; perform visual display,1
depart; arrive; establish parent young contact; care for young; fly,1
advertise; Social context: family; perform visual display,1
perch; Social context: colony; beg; walk,1
Social context: colony; perch; care for young; call,1
forage; Social context: colony; perch; walk,1
fly; roost; land,1
song; advertise; contact,1
establish flock contact; call; Syrinx,1
call; song; fly; establish flock contact; perform visual display,1
mechanical sound; make breath sounds,1
call; fly; wing flaps; fly,1
emit alarm; contact; call,1
scold; incubate; call,1
defecate; call; stand,1
flap; stretch,1
defecate; preen,1
stand; preen; land; ruffle; take flight,1
preen; rest; sit on nest,1
swim; fly; preen; call; perch,1
call; fly; preen; sit on nest,1
court; Social context: flock; allopreen; sit on nest; call,1
sit on nest; incubate; stretch,1
preen; fly; sit on nest,1
call; mechanical sound; mate; forage; establish flock contact,1
yawn; rest; stand,1
Aggression/defense; mob; fly; call,1
call; wipe bill; perch; take flight,1
stretch; call; perch; preen,1
wipe bill; take flight; perch; eat,1
lie; bask,1
call; song; duet; counter singing; advertise,1
tail flash; perch; song; wing flash,1
call; song; forage; advertise,1
perform courtship display; copulate,1
call; advertise; forage; song,1
call; mechanical sound; fly; forage; scold; fight,1
call; counter singing; duet; mate,1
perch; bill swipes; preen; call; depart,1
call; song; mate; establish parent young contact; care for young; Social context: family; Social context: colony,1
wipe bill; hop; perch; perform courtship display,1
call; mechanical sound; song; whisper,1
call; mimicry; perform visual display,1
beg; song; call; chorus,1
perch; preen; ruffle,1
fly; flight sound; call,1
call; mechanical sound; subsong,1
call; song; mate; advertise; court; emit alarm; perform visual display,1
sally; preen,1
call; scold; fight; perform visual display,1
perform visual display; preen; song; perch,1
drink; forage; preen,1
perch; establish flock contact; call,1
dabble; fly; swim,1
enter nest cavity; fly; perch; exit nest cavity,1
flap; walk; call; run; forage,1
walk; eat; defecate; preen; ruffle; capture prey; forage,1
call; song; advertise; forage; beg,1
rest; vocalize; lek,1
perch; hop; lek; regurgitate,1
call; depart; arrive; advertise; fly; Social context: mixed,1
counter singing; duet; song,1
call; scold; Social context: mixed; perform visual display,1
roars,1
song; Social context: family; Social context: colony,1
mechanical sound; bill drumming; mate,1
song; dawn song; court,1
call; counter singing; arrive; mate,1
call; mechanical sound; fight; fly; emit alarm,1
hop; perch; tail wag,1
perform visual display; lek; preen,1
call; song; advertise; emit alarm; Social context: mixed,1
call; song; counter singing; advertise; Social context: colony; perform visual display,1
call; mechanical sound; call,1
call; establish parent young contact; beg; care for young; Social context: colony; perform visual display,1
call; forage; Social context: mixed; Social context: family,1
stretch; preen; stand,1
stretch; stand,1
hop; walk; preen,1
court; call; song; contact,1
call; subsong; mate,1
call; collect nest material; mate,1
perform courtship display; depart; call,1
call; song; emit alarm; Social context: colony,1
perform visual display; vocalize; lek,1
call; song; mimicry; forage; establish flock contact,1
call; song; duet; beg; fly; emit alarm; Social context: family; perform visual display,1
call; song; scold; fight; emit alarm,1
mechanical sound; scold; perform visual display,1
call; song; mate; advertise; establish parent young contact; care for young; perform visual display,1
call; mechanical sound; counter singing; bill drumming; advertise,1
mechanical sound; fly; call; forage,1
song; carry nest material; advertise,1
call; emit alarm; build nest; mate,1
lek; perform visual display; fight,1
walk; preen; hop,1
call; mechanical sound; duet; dawn song; depart; arrive; fly; Social context: colony; perform visual display,1
call; mechanical sound; advertise; mate; lek,1
lek; fight; vocalize,1
beg; chorus; establish flock contact; contact,1
call; song; mate; Social context: mixed,1
call; mechanical sound; establish parent young contact; emit alarm; Social context: family,1
song; counter singing; duet; advertise; Social context: family,1
call; song; advertise; court; lek; fly,1
song; advertise; copulate,1
call; song; advertise; scold; emit alarm; perform visual display,1
call; mechanical sound; advertise; fly; emit alarm; perform visual display,1
call; song; court; forage; emit alarm,1
depart; orient; arrive; hop,1
advertise; call; perform courtship display; fly; perch,1
take flight; perch; fly; mechanical sound; lek,1
orient; call,1
call; depart; arrive; Social context: colony; roost,1
carry food in bill; feed mate; call,1
emit alarm; duet,1
forage; song; call,1
perform courtship display; flight song; flight sound,1
advertise; call; lek,1
regurgitate; hop; scratch; perch,1
vocalize; hop; depart; perch,1
vocalize; hop; hop; arrive; depart,1
forage; swim; walk,1
perch; vocalize; Actions; hop; bill swipes; regurgitate,1
preen; vocalize; hop; depart; perch,1
vocalize; perch; hop; depart,1
hop; perch; preen; call,1
perform visual display; hop; call,1
fly; wing flaps; mechanical sound,1
mechanical sound; excavate cavity; excavate cavity; call,1
call; counter singing; duet,1
emit alarm; court; call; song,1
walk; vocalize; stand,1
call; establish parent young contact; beg; scold,1
call; fly; depart,1
call; fly; flight sound,1
fly; forage; perch,1
perch; Social context: flock; eat,1
call; mechanical sound; song; advertise; establish parent young contact; beg,1
20-Hz doublets,1
call; court; mate; perform visual display,1
attack; threaten,1
call; mate; care for young; Social context: family,1
call; establish parent young contact; perform nest relief; Social context: colony,1
song; call; perch; flight song,1
advertise; flight song; mechanical sound,1
song; song; call,1
lie; stand,1
song; perch; bill swipes,1
emit alarm; forage; call; song; scold; establish flock contact,1
run; walk; ruffle; sit on nest; incubate,1
advertise; call; establish flock contact; beg,1
walk; call; ruffle; sit on nest,1
walk; hop; sit on nest,1
hover; fly; land,1
mechanical sound; forage; fly; call; advertise,1
mechanical sound; advertise; fly; perform visual display,1
subsong; forage; call; mechanical sound; flight sound; fly,1
stand; bob; hop; forage,1
forage; call; advertise,1
take flight; perch; be displaced,1
song; duet; mate; advertise; Social context: family,1
call; song; mate; advertise; beg; forage,1
call; mechanical sound; bill drumming; establish parent young contact; forage,1
song; advertise; beg,1
perch; fly; hop,1
call; scold; whisper; Social context: family,1
call; emit alarm; fly; perform visual display,1
call; mechanical sound; song; mate; advertise; forage,1
song; advertise; court; fly; perform visual display,1
song; scold; whisper,1
call; song; counter singing; whisper,1
call; mechanical sound; bill drumming; beg,1
stand; walk; be displaced,1
subsong; Social context: family,1
call; song; counter singing; advertise; fight,1
call; depart; arrive; advertise,1
preen; land,1
call; mechanical sound; bill drumming; advertise; Social context: family,1
song; mate; advertise; fly,1
court; advertise; mechanical sound,1
call; song; advertise; beg; establish flock contact,1
call; arrive; depart; fly,1
call; mechanical sound; depart; flush; arrive,1
call; advertise; Social context: colony; perform visual display,1
land; drink; perch; take flight,1
Aggression/defense; emit agonistic call; call,1
call; song; mate; forage; establish flock contact,1
contact; Aggression/defense; fly,1
perch; flap; hop; walk; preen,1
walk; forage; scratch; run,1
take flight; stand; walk; forage,1
call; mechanical sound; fly; court; Social context: family,1
perform courtship display; walk; stand,1
call; perform nest relief; fly,1
call; advertise; contact,1
yawn; lie,1
pant; lie,1
perform visual display; Social context: flock,1
stretch; song; perch; preen,1
call; establish parent young contact; care for young; Social context: colony,1
swim; call; fly,1
preen; swim; bathe,1
forage; fly; walk,1
song; fly; land,1
stand; land; contact; court; fly,1
sit on nest; call; perch,1
call; song; subsong; advertise; establish flock contact,1
copulate; solicit copulation,1
stand; walk; take flight; land; forage,1
forage; lie; walk,1
call; subsong; forage; whisper,1
song; call; mate; advertise; Social context: family; establish flock contact,1
call; preen; beg,1
walk; take flight; stand,1
stand; walk; beg; eat; feed young,1
bill snap; flight sound; song; call; fly; mechanical sound,1
call; fly; perch; take flight; hop,1
stand; hop; depart; peck; forage,1
swim; bathe; preen; scratch; flap,1
depart; emit alarm,1
eat; take flight; forage,1
drink; fly; bathe,1
perform courtship display; mechanical sound; call,1
song; be displaced; emit agonistic call,1
walk; take flight; carry food in bill,1
call; mechanical sound; counter singing,1
call; mechanical sound; beg; forage; Social context: family,1
stand; watch,1
song; copulate; perform visual display; call; duet,1
bill snap; whisper; song,1
mob; fly; jump; perch,1
call; walk; take flight; flap,1
flap; stand; preen; sleep,1
fly; land; be displaced; forage; bob,1
song; call; fly; perch,1
forage; take flight; drink; land,1
yawn; swim; sleep,1
call; subsong; advertise; scold; establish flock contact,1
perch; song; take flight; mechanical sound,1
vocalize; walk; preen,1
call; song; counter singing; mate; scold; fly,1
watch; lie,1
eat; forage; fly,1
defecate; fly; call; depart,1
walk; perch; depart,1
call; beg; care for young; fly; emit alarm; Social context: colony,1
call; mechanical sound; Social context: mixed,1
hop; allopreen; scratch,1
attack; chase prey,1
ruffle; fly; depart; ruffle; wipe bill,1
song; dawn song; roost,1
capture prey; swallow; swim,1
beg; care for young; call,1
call; flush; fly; emit alarm; Social context: family,1
fly; mechanical sound; flush; flight sound,1
perch; preen; beg,1
walk; Social context: flock,1
call; dusk song; establish parent young contact; beg; care for young,1
advertise; perform visual display; perch,1
fly; beg; preen; call,1
brood; preen; sit on nest; call,1
sit on nest; call; beg; preen,1
stand; fly; call; land,1
perch; preen; be displaced,1
call; roost; mechanical sound,1
perch; scratch; forage,1
hop; bob; forage; walk,1
hop; forage; eat,1
perch; wipe bill; ruffle,1
walk; forage; hop; eat,1
call; stand; take flight,1
scratch; yawn; stand,1
stand; walk; drink,1
land; take flight; forage; stand,1
flap; forage; stand; call,1
perch; preen; sleep,1
flap; walk; stand; forage,1
walk; hop; call,1
call; depart; arrive; mate; establish flock contact,1
song; duet; scold; call,1
perch; fly; sit on nest; brood,1
perch; pant; Social context: colony,1
call; establish parent young contact; care for young; scold,1
perform courtship display; fly,1
call; mate; perform nest relief; fly,1
fly; swim; surface dive; eat; capture prey; forage; hover,1
cling; forage; hop,1
forage; perch; defecate; hop,1
preen; swim; drink; scratch; bathe,1
call; depart; fly; Social context: mixed,1
call; attack; kill,1
fly; emit alert call,1
sit on nest; arrive; carry nest material,1
sit on nest; carry nest material; arrive,1
call; mechanical sound; emit alarm; Social context: herd; establish flock contact,1
perch; stick out tongue,1
forage; mechanical sound; call; fight,1
establish parent young contact; beg; Social context: mixed,1
stretch; drink; preen; rest,1
call; establish parent young contact; care for young; emit alarm; Social context: family,1
call; forage; emit alarm; establish flock contact; perform visual display,1
perch; sleep; yawn; ruffle; wipe bill,1
perch; flock; take flight; fly,1
defecate; perch; stick out tongue; fly,1
preen; perch; depart,1
stand; preen; drink; scratch,1
song; mate; emit alarm,1
forage; wade; probe,1
cling; forage; suck sap,1
call; perform courtship display; perform visual display,1
call; fly; perform courtship display; perform visual display; song,1
contact; call; Aggression/defense,1
song; call; fly; fight,1
call; song; mimicry; scold,1
take flight; perform courtship display; perch; preen; song; perform visual display; defecate,1
song; call; Social context: colony,1
song; perform visual display; scratch; preen; perch,1
brood; carry food in bill; sit on nest; feed young,1
hop; perch; perform courtship display; perform courtship display,1
eat; swallow; depart,1
wing flaps; perform visual display; song,1
hop; lek; perch; depart; perform visual display; depart,1
perform visual display; call; bill swipes; perch,1
Aggression/defense; fly; call; perch,1
mob; emit alarm; Social context: mixed,1
duet; mate; Social context: family,1
perform visual display; song; preen; perch; wipe bill; perform courtship display,1
copulate; court,1
call; mechanical sound; flush; emit alarm; fly,1
call; fly; mate; forage; establish flock contact,1
wipe bill; fly; call; forage,1
perch; song; preen; fly,1
fly; flap; call,1
eat; walk; forage; take flight,1
land; walk; forage,1
call; mate; copulate,1
call; taps; fly; fly,1
mechanical sound; court; advertise; fly,1
incubate; sit on nest; yawn; preen; scratch,1
call; subsong; establish parent young contact; forage; Social context: family,1
perch; take flight; bob,1
call; mechanical sound; fly; advertise; forage,1
walk; stand; jump; call; forage,1
land; fly; swim; forage,1
forage; perform visual display; call,1
fly; Social context: flock; land; swim,1
song; depart; forage,1
swim; eat; surface dive; forage,1
call; collect nest material,1
build nest; arrive; depart,1
perform visual display; wing flash; perch; take flight,1
take flight; perch; land,1
establish flock contact; forage; advertise; call,1
call; forage; mechanical sound; establish flock contact,1
fly; arrive; perch; hop; depart,1
arrive; hop; fly; perch; depart,1
arrive; perch; preen,1
perch; lek; hop; forage; depart,1
call; establish parent young contact; emit alarm; Social context: family; perform visual display,1
perform visual display; preen; call; perch; defecate,1
subsong; beg,1
fly; Social context: flock; call,1
call; song; depart; emit alarm,1
mechanical sound; perform nest relief; fly,1
preen; sun,1
sit on nest; beg,1
only paradisea - no obtusa - male male seen here n~100,1
flew to song post of #4670.,1
"song tape recorded, mimics L. rhodopareia",1
"song tape recorded, tape #31A: 110-264",1
"song tape recorded, mimics L. rubricata, tape 1995 41A: 0-374",1
"Taped song, mimics L. rufopicta, 53B: 102-147",1
Song mimics A. subflava,1
"song tape recorded, mimics Amaudava subflava, tape 7A: 222-320",1
song recorded mimics Ortygorpiza atricollis. tape 5A 110-220,1
"Heard song, mimics Lagonosticta senegala.",1
feeding with 4762.,1
courted by male amauropteryx at his tree (male #4509).,1
flew up to singing male V. amauropteryx,1
courted by male V. funerea at 1620 hrs.,1
with male V. obtusa #4385,1
"feeding on roadside before sunset (1815), flock of 5 male male.",1
feeding on fallen grass seeds on roadside at sunset.,1
with singing male amauropteryx,1
copulated with male V. amauropteryx,1
courted by male Vidua amaropteryx.,1
"perched quietly in top of bare tree, 1615, alone, male amauropteryx singing 150 yds off",1
"mimics Lagonosticta senegala, tape 30A",1
Was carrying sticks into a nest hole on cliff,1
"mimics L. senegala, tape 5 May 1997 2A:401-600, 6 May 1997 2A:668-710, 2B:0-148 (good mimicry series 130-145)",1
bird sat very close,1
in a flock with a few Hirundo rustica,1
"copulating with male, saw carrying nest material",1
1 of a flock feeding on Cedar berries,1
feeding on Dildo cactus fruit,1
feeding on Mupami veld,1
carry food in bill; exit nest cavity; enter nest cavity,1
1 of 2 in flock of Snow Buntings,1
"out of nest, attended by male",1
singing 'pitcheer' like Empidonax alnorum but loader and hoarser,1
"carrying two caterpillars, 17 and 18 mm",1
in a flock of migrants,1
male very agitated,1
with white-crowned and chipping sparrows,1
female made no noise,1
with fledged young,1
chuking,1
responded to own song,1
with other young in nest,1
taken by blue male mimicking L. rufopicta song.,1
flew to & courted by white-footed male singing L. rhodopareia trills.,1
song mimics Pytilia melba,1
song recorded - mimics L. nigricollis,1
singing top of tree (tape #90:114),1
flock of 6 juv & adults,1
flew to song post of codicigtom (?),1
beg; sit on nest; peeps,1
hold food in bill; swim; surface dive; swallow,1
flight song; emit distress calls; beg; call; song,1
stretch; perch; song,1
emit agonistic call; care for young; carry food in bill; enter nest cavity; call; perch; Syrinx; establish parent young contact,1
roost; fly,1
yawn; stand; scratch; preen; sleep; lie,1
walk; lie; forage; eat,1
fly; beg; call; perch,1
chase prey,1
perch; call; take flight; forage,1
fly; eat; plunge dive,1
preen; perform visual display; swim,1
ruffle; walk,1
flap; stand,1
fly; Stand/Perch,1
peeps,1
forage; sit on nest,1
swim; hatch,1
peck; sit on nest; preen; brood,1
swim; walk; brood; hatch; incubate; sit on nest,1
forage; eat; swallow,1
beg; perform visual display,1
sit on nest; court,1
walk; watch,1
fly; cast pellet; watch; perch,1
"song tape recorded, mimics Pytilia melba citerior. Song tape 38.39 (1990)",1
flock of 12,1
"No obtusa male or Pytylia afra seen here in 5 days. P melba seen 8x, V. p.par seen 10x (all in the one mile).",1
tape 14,1
"""call """"wooeeee"""" like Pytilia afei""",1
singing on site where #4571 sang four hours earlier.,1
"tape 1997 #37A, B",1
"tape 1995 #18B, 19A; 1997 #1B",1
tape #20B (1990),1
Fledged senegala nest 14 Oct 2002.,1
"Song tape recorded, tape 1991 #59A",1
"song tape recorded, mimics Pytilia melba citerior",1
"tape #1994: 15A,B",1
male of a pair seen along road,1
By one other. Harsh chattering call.,1
call; swim; forage,1
forage; walk; hop; defecate; flap,1
perch; song; defecate; take flight,1
attack; emit agonistic call; forage; call,1
run; perform pup/female interaction,1
beg; walk; nuzzle; call; mechanical sound; mews; purrs,1
perch; wipe bill; depart; song,1
exit nest cavity; beg; feed young,1
land; perch; take flight; fly; call; wing flaps,1
swim; preen; rest; drink; sleep,1
1 of 20 collected,1
1 of 2 young with adult female,1
with parents on sandbar and rocky shore at mouth of creek,1
eat; take flight; perch; hold food in bill,1
other Flicker and House Sparrow in same stub,1
"bird left nest, called very little",1
birds buzzed around collector when he took nest,1
birds sailed around a called a bit,1
had caught flying pigeon,1
after tame pigeon,1
capable of flying,1
had 3 plus halfgrown young,1
"male taken from nest, would",1
1 of 96 nests,1
collected after dark on gravel road,1
yammering from a Cottonwood tree,1
at a female road kill,1
"1 of 3, other 2 in flying condition",1
fly; surface dive; swim; take flight; defecate,1
fly; swim; drink,1
perch; establish flock contact,1
forage; probe; fly,1
1 of 5 with a female,1
establish flock contact; depart; fly,1
from a small mixed flock,1
behaved as if nest nearby,1
brood; feed young,1
take flight; song; sun,1
Being banded by recordist,1
Adult male feeding nestlings,1
caught in same trap as OMNH 64808,1
collected with male (188121; DJA 772),1
clasping OMNH 31103,1
Collected with male (188150; DJA 664) from mixed species flock.,1
collected from feeding flock of 10-15 of Queria purporata foraging 40-50 m above the ground,1
with female (ANSP 187793),1
hop; wing flash; perch,1
collected at 1555 hrs,1
song; perch; mimicry; defecate; take flight,1
collected at 0910 hrs,1
near nest hole,1
flushed from Varying Hare,1
1 of 14 with female,1
with 5 eggs and 1 small young,1
carry food in bill; perform courtship display,1
call; take flight; perch; song,1
at a small pool,1
1 of 2 with a female,1
perch; forage; hop; wipe bill,1
from a clutch of four,1
from flock of ca 6-10,1
stand; take flight; land,1
sang repeatedly through heavy rainfall,1
from nest with 5 nestl,1
from a flock of 4,1
along with another bird in dead tree on edge of woods,1
one of seven nestlings,1
male present when collected,1
in high trees,1
7 young collected,1
swim; forage; take flight; fly,1
with parents on wire,1
both parent at nest,1
feeding in fruit trees,1
pair in pines disturbed by Steller's Jay,1
fly; perch; flycatch; eat; land,1
mate; cling; perch,1
1 of 3 being fed by adult,1
flying from a nest of 5 young,1
1 of 2 young being fed by parents,1
with 2 others,1
foraging on ground 0.5 mile from buildings,1
with family party,1
"at nest in Poplar, ca 7 ft from ground",1
adult male also collected,1
with flying brood,1
seen with 2 others and THM D41,1
feeding on bullhead,1
eat; swallow; surface dive,1
perch; Social context: colony; call; care for young; carry food in bill,1
collected 2030 hrs,1
"courting female (NW 42), along with male, JCB 1552 (ROM 106422)",1
from a flock of 6 in ploughed field,1
from nest with 4 eggs,1
from covey of 5,1
blind young,1
flying over pool,1
collected between 1830-1900 hrs,1
collected between 1830-1930 hrs,1
on small on edge of jungle,1
forage; preen; watch,1
colony of 73 pairs,1
female flew about 30 ft away while collector took eggs,1
emit agonistic call; displace; perch; call; pant; Social context: colony; brood,1
"feeding?, a large number of small worms in mouth",1
perch; Social context: colony; call; preen; rest,1
"out of nest, agitated parents nearby",1
song; flight song; forage; fly,1
Collected from group of ca. 10 birds while foraging on floor of primary greenheart forest.,1
Collected with LLL 149 in mid-height viney tangle,1
collected with mate (DJA 176),1
taken with DJA 671,1
forage; capture prey; fly,1
perform visual display; perch; wipe bill,1
call; dawn song; scold; mob,1
vocalize; perch; regurgitate,1
beg; Social context: colony; arrive,1
call; song; advertise; mate; court; scold,1
vocalize; depart; regurgitate; hop; hop,1
peck; mechanical sound,1
vocalize; perform courtship display; perform courtship display,1
brood; sit on nest; carry nest material,1
Social context: flock; preen; rest,1
counter singing; duet; advertise; establish flock contact,1
call; arrive; establish flock contact; fly,1
feed mate; sit on nest,1
call; song; advertise; perform nest relief; care for young; emit alarm,1
walk; bathe,1
duet; fly; flight song; song,1
call; mechanical sound; mate; advertise; court,1
stand; walk; ruffle; run; forage; take flight,1
call; mechanical sound; song; forage; perform visual display,1
emit distress calls; call; depart,1
call; song; advertise; court; forage,1
call; mechanical sound; court; mate; perform visual display,1
call; song; advertise; emit distress calls,1
walk; squeals,1
fly; fight; call,1
song; duet; advertise; court,1
call; mate; forage; care for young,1
bathe; flap; preen,1
preen; drink; swim,1
stretch; swim; defecate; surface dive,1
run; forage; fly; walk,1
call; mechanical sound; song; dawn song; advertise; forage; establish flock contact,1
court; call; wing flaps; fly; mechanical sound,1
call; song; incubate,1
call; perch; make feeding sounds,1
song; fight; fly; perform visual display,1
preen; perch; swim,1
song; advertise; forage; Social context: troop,1
flight sound; call; fly; mechanical sound,1
call; song; duet; advertise; beg; care for young,1
depart; song; call; song,1
moans,1
mechanical sound; bill snap; call,1
song; dawn song; advertise; Social context: family,1
fight; song; flight song; fly; call,1
call; subsong; depart; fly; establish flock contact,1
mechanical sound; song; depart; court,1
preen; swim; take flight,1
mechanical sound; flight sound; bill snap; song; call; subsong; fly,1
song; fly; mechanical sound; flight sound; call,1
mate; Social context: mixed; establish flock contact,1
call; forage; defecate,1
song; mate; advertise; whisper,1
call; flush; emit alarm; perform visual display,1
flush; forage; fly,1
eat; perch; preen; fly,1
call; mechanical sound; arrive,1
counter singing; song; contact,1
emit alarm; subsong,1
call; duet; dawn song,1
duet; Social context: family,1
song; scold; perform visual display,1
advertise; song; contact; call,1
emit alarm; lek; establish flock contact; call,1
call; subsong; forage; establish flock contact,1
song; mate; scold,1
vocalize; care for young; wing flaps,1
call; beg; Social context: family; perform visual display,1
court; mate; fly,1
call; establish parent young contact; fight; Social context: colony,1
call; mate; incubate; emit alarm; Social context: colony,1
call; scold; fly; emit alarm; perform visual display,1
song; court; lek; perform visual display,1
call; scold; Social context: colony; perform visual display,1
call; dusk song; Social context: family; establish flock contact,1
establish flock contact; call; roost,1
call; mechanical sound; song; depart; fly; arrive; advertise; forage; fight,1
call; song; advertise; copulate; mate; Social context: family,1
call; fly; forage; scold; mechanical sound,1
perch; call; tail wag; take flight,1
call; song; dusk song; advertise; scold,1
call; mate; forage; Social context: mixed; establish flock contact,1
call; song; advertise; emit alarm; fly,1
beeps,1
counter singing; dawn song; song,1
call; perch; contact; bill snap,1
song; advertise; emit alarm; Social context: family,1
call; subsong; advertise,1
dawn song; fly,1
take flight; fly; swim,1
regurgitate; perform courtship display; copulate; stand; allofeed,1
call; song; dawn song; advertise; establish flock contact; Social context: mixed,1
call; mechanical sound; establish parent young contact; Social context: colony; perform visual display,1
capture prey; fly,1
squeaks; coughs,1
land; call; fly; perch; eat; flycatch,1
forage; perch; walk; make feeding sounds,1
preen; fly; perch,1
call; counter singing; fly,1
call; song; mate; advertise; perform nest relief; Social context: family,1
call; depart; arrive; fly; establish flock contact; roost,1
call; song; advertise; mate; establish parent young contact; care for young; emit alarm,1
call; song; carry food in bill; care for young,1
swim; dabble; preen,1
swim; breath sounds; mechanical sound,1
forage; fly; walk; song,1
run; flap; forage,1
depart; fly; call; song,1
land; fly; walk,1
surface dive; court; perform visual display,1
flap; surface dive; swim,1
mechanical sound; call; bill drumming; forage,1
sally; fly; preen,1
bathe; fly,1
run; emit alarm; call,1
call; mate; beg; care for young,1
call; preen; stretch; walk,1
walk; copulate; call,1
walk; pant; stand,1
wing flash; tail flash; perch; take flight,1
establish parent young contact; forage,1
call; song; dawn song; forage,1
hop; perch; call; tail flash; wing flash,1
perch; tail wag; preen,1
fly; advertise; perform visual display; flight sound; mechanical sound; song,1
call; song; contact,1
perch; hop; pant; take flight,1
stretch; rest; stand,1
chew; perch,1
wipe bill; call; song; perch,1
fly; perform visual display; call,1
eat; groom; surface dive; swim,1
court; call; mechanical sound,1
walk; call; run,1
run; stand; scratch,1
perform courtship display; stand; preen; walk,1
forage; eat; stand; walk,1
take flight; perch; hop; cast pellet,1
perch; preen; stretch,1
court; call; stand; rest,1
