disposition,reps
"Gift to Radford Coll. - Va., 15 Jan 1962 (with Dis",1
64,1
"Gift to Dr. Hermut Sick, Museo Nacional, Rio de Ja",2
"Exchanged with British Mus., Sept 1927",1
Presented to Dept. of Education,1
Given to Dept. of Pub Educ. May 1917,7
Given to Mrs. Carl Buckheister,2
Exch. to N.Car. State Mus. 1/1989,1
Gift to the Berlin Museum July 1936 never sent ML.,2
"Presented to Delaware Museum, April, 1972",3
Ex. with S.I. Dec.9/89 in return [illeg.],1
"Exchanged to San Diego State College, 4/69 LLS",1
"Exchange to Paterson Museum, M.J.",1
"Exchanged with Mr. Outram Bangs, March 20, 1914",1
Exchange with J. Rowley,1
"Given in exchange to the U.S. N. Museum, Nov 3, 19",1
"Sent in exch. to E. Lechn Schioler, Jan 1927",1
"Exchange: Canterbury Museum, Crist church, New Zea",1
"Exchange to Herbert Zerdler, Feb 10, 1956",1
Exch. Cleveland Mus. Feb 1926,1
Gift of Mr. Fred Otto,2
Ex. with Brown,1
Exch. to N. Car. State Mus. 1/89,2
"Sent in exchange to Edwain Ashby, Australia",3
"Exchange Cleveland Museum, June 1923",2
Exch. with Imp.Col.Agr. Dec.'09,2
"Sent in exchange with E. Lehn Schiöler, Jan 1927",1
"Sent in exchange to the Museum Alexander Koenig, B",1
"Exch. To Dr. Campos Seabra, 4/71",3
"Given in exchange to Cornell University, 6 Dec 196",1
Exchanged to Mr. Storrs Olson,1
"Exch. to J.H. Fleming, Nov 26, 1924",1
Returned to Collection -1/87,1
"Sent to Berlin Museum, Jan 1956",1
UK,8
Exchange Brit. Mus. Sept. 1927,1
"Given in exchange to Mr. Edwin Ashby, South Austra",2
Exchanged with John E. Thayer thru O. Bangs April,1
"Exch. to Rothschild, on return renumbered 700679",1
"Exchange to S. Austral Mus., 20 Nov 1974.",1
Exchanged with Howarth S. Boyle for Hawk;Archilnte,6
"Given in exchange to Wm. H. Phelps, June 1952",1
"Exchange - Dr. Carlos Alberti Campos Seabra, 1965",1
18,3
"Exchanged to Dr. William H. Phelps, July 17, 1961",2
Exch. with M.C.Z. July1928,1
"Exchange to S. Austral. Mus., 20 Nov. 1974",1
Sent in exchange to the Academy of National Scienc,1
"Exchanged with La. A. Fuertes, Feb 19, 1914",1
"To D.R. Dickey, Feb 1924",1
"Given in exchange to Phila.Acad.Nat.Sciences, Nove",1
"Exch. with paris Museum June 13, 1928",2
"Exchange sent to J. Berlioz, Oct 26, 1932",3
Exch. with Im.Col.Agr. Japan Dec.'09,1
Gift of Miss Bessie Davis,1
Exch. to Rothschild and when returned renumbered 7,1
"Exch. to Occidental College, Calif, Oct 14, 1963",1
"(Gift to Hope College, Holland Mich., De. D.E. Gre",1
"Exch. with Imp.Col.Agr. Japan, Oct.'09",1
Presented to F.T. Pavison,1
Exch. Brit. Muse. Sept. 1927,1
"Sent in exchange to the U.S. National Museum, Nove",2
#149015-149215 sent to Field Museum; see remarks u,1
"Exch. H.K. Coale, Dec 4, 1913",1
"Exch. Stockholm N.H., May 1927",1
"Given in exchamge to the U.S. National Museum, Was",1
"Exch. with Imp.Col.Agr., Japan Oct '08",4
"Given to Louisiana State University, Jan 1981",2
"Sent to Barro Colorado, 1926 - Returned July 2002",1
"Exchange with Munich Mus., Oct. 1909",1
"Exch. sent to Cleveland Museum, Jan 6, 1932",1
"Exchange: Museo de Zoologia, Univ. Nac.Aut. de Mex",1
36,1
Discarded 6-X 54 J.F.,1
N.Y.C. Area Exhibit - Returned to collection,1
"Exch. Rothschild Coll & when returned to AMNH, ren",1
"Ex. with Louis Molnar,Sept.10,1890",2
"Sent to Paris Museum in exchange June 13,1928",1
"Exch. Birdcraft Sanctuary, March 1923",1
Missing - when requested by Paula Veverica for int,1
"Exch. with H.K. Coale- Illinois-Dec 4, 1924",1
"Given in exchange to Gus A. Langelier, Supt. Dept.",1
"Exch. with U.S. Natl. Museum, Feb 18, 1925",2
"Exchanged with Louis A. Fuertes, 30 Nov 1899",2
"Mounted for 'Man-Birds' alcove, Sanford Hall 1941",1
"Given in Exch. to Mus. Vert. Zool., June, 1955",1
"Exchange D.A. Coh[illeg], 20 Oct 1903",1
"Ex. with Cleveland Museum, Feb 1926",1
Exch. with H.K. Coale Jan 1920,3
Exch. sent sto U.S. National Museum,1
Exch. F.M. Chapman April 1925 (Returned by NJ Audu,1
"Exchanged to St. Lawrence Univ., Canton, N.Y., Feb",1
Exch. to Rothschild on return renumbered 700732,1
"GA to CSIRO, Canberra",1
"Exch. to Rothschild, when returned renumbered 7005",1
"Given in exchange to E. Lehn Schioler, Copenhagen,",2
Presented to Education Dept. for us in Army Museum,1
Naturalist C,2
"Given in exchange to L.A. Fuertes, 30 Jan 1926",1
"Exchange with L.A. Fuertes, Feb 1914",2
Gift to Berlin Mus. July 1936 never sent M.L.,2
"Ex. with C.E. Aiken, 19 Apr 1898",1
"Exch. MNH, U. of Conn. Mar 1984 LLS",1
"Exch. with S.I. Nov 27,1889",1
Exchanged with George B. Sennett,3
"Exch.Tring Mus. England July,1906",1
"Exch. sent to Cleveland Mus., Jan 6 1932",2
"Exchange to Moore Lab. Zool. - Occid Co., 1/20/76",1
"Bahia skin to LSU, 4/67",2
"Exchanged to Austral. Mus., 20 Nov 1974",2
"Exch. with Chee Foo Mus., 28 Jun 1901",1
Given by Mr. Altwater in exchange [for Campsothgps,1
Exch. to Rothschild-when returned renumbered 70064,2
Sent in exchange to the Australian Museum -23 Sept,1
"Exchanged to Goeldi Museum Belém, Brazil, June, 19",1
"Presented to J.G. Williams, Coryndon Museum, Afric",1
"Gift to British Museum by G.T. Gilliard, 9-7-'56",1
"Exch. with H.K. Coals, Jan 1920",1
"On loan, see Loan Database In Collection Additional Information, see Other Information",1
Gift of N.Y. Zool. Soc.,1
"Exch. to Univ. Minnesota, Jan 1956",1
"Exchange with Dr. G.M. Sutton, U., Oklahoma, Feb 7",1
"""Discarded, Jan 1953; """"Presented to Buffalo Museum""",1
Ex. with Louis Molnar Sept 1890,1
Exch. Tring Mus. May 1921 = AMNH # 492208 (from Ro,1
Exch. with O. Bangs Sept 1918,3
"Discarded, Sep 1908, by W.DeW.M., (Imperfect & hor",1
"Sent in exchange to the British Museum, Nov 8, 196",1
"Exchange with W. Koelz, Jan 6, 1925",4
"Gift to Pan-American Union, Washington,D.C.",1
"Given in Exch. to Dr. L.C. Sanford, Nov 1921",1
"Ex. with Louis Molnar, Sept 10,1890",1
Presented to Brooklyn Chrildren's Museum for Mount,1
Sent by Hamlyn to Gerard; Exch. to N. Car. State M,1
Exchanged with F.M. Chapman,1
"Exch. with Todd, Aug 21, 1919",2
"Exchange-Dominios Mus., Wellington, N.Z.",1
U.S. Nat.Mus. in exchange 1886; Exch. with Imp.Col,1
"Exchange to S. Austral. Mus., 20 Nov 1974.",1
"Exch. Birdcraft Sanctuary, Fairfield, Conn. 1923",1
Given to Dr. E. Mayr-MCZ Dec. 1953,1
Mounted for Field & Specimen - Dr. Gochfelb,1
Exch. Brit. Mus. 13 II 53,1
"Exchanged with A.T. Wayne Mount Pleasant, S.C. for",1
"Exchange to British Museum, Sept 1921",1
"Exch. to Rothschild Coll. & when returned, recatal",1
Nat. Muse. M. Irwin,1
"Exch. to: Mr. w. Phelps, 11/28/73",1
"Exchange with Nat. Mus. Kenya, Aug 1983",1
Exch. Brit Museum May 1921,2
"Exch. Museo Nacional Argentina, Sept.'17",1
"Given in exchange to Acad. Nat. Sci., 24 Mar 1942",1
Exchange Walter Koetz-April 1926,1
"Exch. with Mus. Comp. Zoology, Dec 1922",1
Missing - not found in any Ara tray in skin collec,2
Exch with Imp. Col. Agr. Japan Dec 1909,1
Exch. with Munich Mus. Oct.1909,1
Exch U.S. Nat. Mus. July 1921,1
"Sent to Swedish Nat.Hist. Museum, Oct 16, 1928",3
"Given to Brooklyn Museum, 25 Apr 1938",1
"Exch. with Phila. Acad. of Nat. Sciences, Jul 1928",1
"Given in exchange to Dr. Sanford, 14 Oct 1929",1
Exch. J.H. Fleming,6
"Exch. with Imp.Col.Agr., Japan, Dec '09",1
"Exch. to Rothschild, when returned numbered 700750",1
"Given in exchange to Dr. L.C. Sanford, March 7, 19",1
"Exch with Imp. Col. Agr. Japan, Oct 190[illeg]",1
"[Given to Dr. E. Mayr, MCZ, Dec 1953",1
Exch. with Imp. Col.Agr. Japan Oct.'08,1
Given in exchange to Museum's Dept. of Education,1
Given to Rothschild Coll. & renumbered AMNH #65535,1
"Exchanged to U. Fla., 19 Jul 1963, Fla. St. Univ.",1
"Exch. with Cleveland, Feb 1926",1
"Sent in Exch. Zoolobisches, Museum, Amsterdam, Mar",1
"Discarded, Sep 1893; Sent to Barro Colorado, 1926",1
Exch. with Rothschild Coll. when coll rec'd to AMN,1
"Exch. with Phila. Academy of Natural Sciences, Jul",1
Exch. with Carlos Reeds. Mendoza. 9 Feb 1917,1
Presented to Hunter College,2
"Sent in exchange to Paris Museum, June 13,1928",2
"Taken by Mr. Morden to Acad. Sciences, Leningrad,",2
Gift to Berlin Mus. July 1936 never sent,2
Exch with Cleveland Feb 1926,1
Mounted for Kidong Valley Group Nov 1931,1
"Transf. Dartmouth Museum, 14 Feb 1944",1
"Exch. with O. Bangs Sept 20, 1919",1
"Exchanged to S. Nostral [illeg.] Mus., 20 Nov 1974",1
Exch. Brit. Mus. Sept. 1927,1
Exchanged with Prof. uacoun 2/24/1892,1
"Given in exchange to Mr. W.H. Philps, Caracas, Ven",1
Exchanged dwith Berlin Museum July 1936,1
Exch. with Brown Univ. Oct 9/90,1
"Exch with Stockholm N.H. Museum, May 1927",1
to Tatiti Museum 1928,1
"Exchanged to Rolf Gransan, Parque Terranova, SB Ca",1
Returned to Collection-2/87,1
"Given to Dept. of Entomlogy, Jan 28, 1951",1
Discarded: 23 Jul 1959,1
"Exchange D.A. Cohen, 20 Oct 1903",1
Exch. - Tacka pausha Museum - Gift of C.S. Davenpo,1
Discarded 6/24/64 D. Amadon,1
Sent to Baroo Colorado 1926,1
"Given in exchange to H.B. Conover, April 1, 1949",1
Exch sent to U.S. National Museum,1
Exch. with H.K. Coale Jan. 1920,1
"Exch. to Carnegie Mus., Jan 1932",1
"Exchanged with Princeton Mus. of Zoology, Dec 16,",1
"Exch. to U.S. National Museum, Apr 1930",1
"Exchange with Chee Foo China Museum, thro' Rev. Ge",1
"Exchanged S. Hatte[illeg], 6 Apr 1907",1
"Presented to Florida State University, Tallahassee",1
"Exchange with Stockholm N.H. Museum, May 1927",3
Exchange to Museo de Zoologica Univ Nac. Aut. de M,1
Exchanged with Connecticut Audubon Soc. June 1915,1
Exch. with Imp.col.Agr. Japan Dec '09,1
76,1
"LOAN 2008-1 IN JAN 2008 TO DAVE LAMPE, DUQUESNE",1
Duplicate sent to Bombay Nat. Hist. Soc. 1938,1
Exchange Cleveland Mus. Feb 1926,1
Exchanged to U. Florida 7/19/63,1
Given in exchange to the Philadelphia Academy of N,1
"Given in exchange to U.S. National Museum, Dec 195",1
"Discarded from collection, 23 Dec 1943, by Dr. May",1
Missing - during AMCC inventory,2
B.P. Biahop Mus.,1
"Exch. W.F.H. Rosenberg , Sept 1921",1
"Discarded, by Dr. Vaurie 25 March 1956",2
"Exch. with A.C. O'Connor, June 14,1929",1
Spec. exch. to Rothschild & renumbered 594910 when,1
Pres. to Dr. Stanley C. Ball by Dr. L.C. Sanford-N,1
U.S. Nat.Mus. in exchange 1886; U.S. Ex; [illeg.],1
"Sent to UMMZ, Michigan on exchange, Sept 1984",1
Exch. with Imp.Cal. Agr.-Japan Dec '09,1
Sent in exchange to U.S. Nat. Mus. Mar 1928,1
Exch. Phila Acad Nat. Sci.,1
"Sent to Swedish Nat. Hist. Museum Oct 16, 1925",1
"Ex. with S.I. Nov.27, 1889",1
"Exch. to Occidental College, Calif. Oct 14, 1963",1
Ex. with R. Meinerznagen June [illeg. ?],1
"Given to Kansas Univ., Feb. 1954",1
Discarded 9-Oct-1954 JF,1
Sent in exchange to Senckenberg Museum Dec. 1926,1
"Pres. Entomology Dept. July, 1951",1
Ex. with Brown Univ. 7/90,1
"Exch. with A.C.O'Connor, June 14,1929",1
"Exch. sent to Swedish Mus, Dec 12, 1931",1
"Sent in exchange to U.S. National Museum, March 19",1
"Exchange with E.T. Seton, April 1918",1
"Exch. to Carnegie Museum, Jam 1932",1
"Exch. Museo Paulista, Brazil March 1919",1
"Exch. M.C.Z., July 1928",1
"Sent in exchange to H. Hovel Haifa, Israel, 5 June",1
"Gift to William Penn Museum, Harrisburg - 1969",1
"Exch. sent to Berlin Zool Mus. Jan 8, 1932",1
"Exch. Stockholm N.Hist. Mus., May 1927",1
Exch. with Phila. Acad.Nat.Sci. July 1928,1
"Sent to Barro, Colorado, 1926",1
"Exch. with Imp. Col. Agr., Japan, Oct. '08",1
"Sent in exchange with S.G. Jewett, Oct 28, 1926",1
"Exch. with [Sacthrick illeg.,] Feb. 27,'91",1
"Given to Dept. of Education, Aug 1938",1
"Exchanged with Tring Mus.,July 9, 1928",1
Exch. Tackapausha Museum,1
"Given in exchange to M.C.X., May 1927",1
"Exch. with H.K. Coale Dec 4, 1913",1
"Exch. to U.S. Natural Museum, Jan 1932",1
Exch. with Dr. E.W. Nelson July 1925-Biol. Survey,1
"Exchanged with H.K. Coale April 24, 1907",1
"Given in exchange to Princeton Museum of Zoology,",1
To Carnegie Mus.,1
Given in exchange to Museum Dept. of Education,1
"Given in exch. to Cleveland Museum, May 1927",1
"Gift to William Penn. Museum, harrisburg - 1969",1
"Given in exchange to the Canterbury Museum, Sept 2",1
"Exch. to Australian Mus., N.S. Wales, Australia, 2",1
Ex. with Louis Molnar Sept 10 1890,1
"Exchange sent Mus. Comparative Zoology, July 22, 1",1
"Given in exchange to Academy Natl Sciences, May 19",1
"Exchange with Mr. Rubinger, N.Y. Scientific Supply",1
Exch. Museo Paulista Brazil Mar. 1917,1
Mtd for New Guinea Mt. Group-April 1940,1
"Exchanged to Goldi Museum, Belém, Brazil, June 198",1
EXCHANGED?,1
Presented to Blair Univ. Tulse Mar 3 1953,1
Exch. with Louis Molnar Sept.Oct '09 [illeg.],1
Discarded 6 Nov 1957 D. Amadon,1
"Exchange -Peabody Mus., Jan 1950",1
"Exchanged to Peabody Museum, Yale University, May",1
"Exch. with Mus. oc Comp. Zoology, Dec 1922",1
in collection; wing missing,1
in collection,1144590
"Transferred to ANSP, but not yet received",59
In collection,57474
"Missing parts, see Inventory Remarks",50
Discarded Oct 1955,1
Found - during inventory for incorporation into AM,169
Exch. with Dr. Stresemann-Berlin Museum-May 1927,7
Discarded: Sep 1893,5
"Sent to Barro Colorado, 1926",93
Exch. dwith M.C.Z. July 1928,1
"Exch. Museo Paulista, Brazil March 1917",120
"Discarded, October 1966",2
"Sent to the M.C.Z. on behalf of Sydney Tyler, Jr.",325
"Ex. with Cleveland Mus., Feb 1926",13
Exch. Brit. Mus. Sept 1927,65
"Exch Cleveland Museum, Jun 1923",5
"To Tahiti Museun, 1928",1
"To Allan Brooks, Feb 1924",23
Gift to Suffolk Museum,26
"Exch. with U.S. Nat'l Museum Feb 18, 1925",2
"Presented to C.E. Hellmayr, Feb 1907",5
Exchanged to U.S. Nat. Mus.,1
"Exch. with Phila.Acad.Nat.Sci. July, 1928",3
"Exch. to Rothschild Coll. & when returned to AMNH,",6
"Ex. with John Whitehead, Sept 13/90",3
"Duplicate sent to Bombay Nat. Hist. Soc., March 19",73
"Exch. Count von Belepsch, Feb.'05",1
Given in exchange to Dr. A. Jacobi (Dresden Museum,2
"Exch. sent to Cleveland Mus., Jan 6, 1932",69
"Exchanged to Goeldi Museum, Belén, Brazil, June 19",1
"Exch. with O. Bangs, Sept 20, 1918",75
"Exch. with Phila. Acad. Nat. Sciences, Jul 1928",12
"Gift to Pan-American Union, Washington, D.C.",46
"Exch. with O. Bangs, 20 Sep 1918",74
"Given in exchange to Wm. H. Phelps, August 1940",15
"Exch. With Dr. L.C. Sanford, Sep 1917",1
"Exch. to Herbert Zeidler, Feb 10 1956",1
"Exch. W.F.H. Rosenberg, Sept 1921",42
"Exch. with Imp.Co.Agr., Japan, Oct '08",1
Sent to Barro Colorado 1926,50
Ex. with R. Meinerzanagen June 1924,2
"Exch. sent to Bishop Museum, 21 Jan 1932",20
"Given in exchange to University of Michigan, Ann A",1
See occurrenceRemarks,271
3,46
systematics collections,849
systematic DMAS,14
SYSTEMATIC collections,2
Sent to U.S. National Mus. 1925,217
"Exchanged with Cornell University, April 1916",3
"Given to Department of Education, 15 Oct 1929",1
"Exch. with Imp. Col Agr. Japan, Oct 1908",1
"Exchange sent to J. Berlioz-Oct 26, 1932",4
"Exch. with Stockholm Mus., June 1929",2
Discarded from Coll. 21 Oct 1931. (Preparation Dep,1
"Discarded by Dr. Mayr, May 6, 1936",1
"Sent to South Australian Museum, Aug. 1982",19
Given in exch. Oct. 1938 to Acad. of Natural Scien,1
"Exchanged to S. Austral. Mus., 20 Nov 1974",39
"Exchange with H.K.Coale, Me ?illeg. 10",1
"Sent in exch. to Tring Mus. July 9, 1928",2
"Sent to Swedish Nat. Hist. Museum, Oct 16, 1928",13
"Sent to Prof. Sarasin, Basle",2
"Exchanged with Dr. Wm. C. Avery, 2.12.1892",1
"Gift to Dr. L.C.Sanford, Nov. 1917",1
"Exch To Alex Walker, 1961",9
Given in ex. with Colorado Museum of Nat Hist,1
Exch. with Phila.Acad. Nat.Sci. July 1928,4
Exch. Brit. Museum,1
"Mt'd for New Guinea Mt. Group, April 1940",5
"Exch. Tring Museum, May 1921",10
Exch - Mr Starrs Olson,1
being processed,26
Oversize Collections,6
Mounted for Exhibit 2/1997,1
Presented to Cornell University April 1921,13
"Exchange with Louis A. Fuertes, Nov. 30, 1899 (+th",6
"Exchange to S. Austral Mus., 20 Nov 1974",8
"Discarded, insect eaten, 10 Nov 1917",13
"To Dept. of Public Education, Dec 1922",1
"Pres. Univ., Oklahoma-Sutton, March 1953",1
"Ex. with Louis Molnar, Sept 10, 1890",2
Exch. with M.C.Z July 1928,2
"Exch. Museo Paulista, Brazil 1917",9
"Exchanged with M.A.C.N., Argentina, Mar 2003",2
Exch. Phila. Acad. Nat. Sci.,14
"Exchanged dwith Berlin Museum, July 1936",1
"Given in exchange to Canterbury Museum, Sept 21, 1",8
"Sent to Swedish Natural History Museum, 16 Oct 192",1
"Ex. with Louis Molnar, Sept. 10,1890",3
"Ex. with Vienna Museum, April 15,1890",2
"Sent to Berlin Museum, April 21, 1955",53
Exch. Phila.Acad.Nat.Sci.,21
Exchanged with L.A. Fuertes,5
Presented to F.T. Davison,1
systematic DMAS ?,6
TS lab collections,14
Exchanged with C.A. Smith and received in his coll,8
"Sent in exchange to M.C.Z., 27 Sep 1928",2
"Exch. Stockholm N.H. Museum, May 1927",20
Duplicate for U.S. Nat. Mus. Nov. 1912,2
"Exch. to Rothschild & when ret'd to AMNH, renumber",2
Given in exchange to the Cleveland Museum-May 1927,2
"Exch. sent to Bishop Mus. Jan 21, 1932",3
"Exch. to Queensland Museum, Australia, Dr. Veynon,",1
Open exchange with National Wildlife Federation,3
"Given in exch. to Bishop Museum, May 1927",3
To W.H. Phleps,2
Rec'd exch. Acad. Nat. Sci. Oct 1938,1
"To W.H. Phelps, Aug 1941",8
"Exchanged with H.K. Coale, March'10",4
Exch with R.B. Cowles,11
Duplicate for U.S. Mus. Feb 1913,1
"Exch. Count von Berlepsch,Feb.'05",2
"Exch. with Dr. L.C. Sanford, Sep 1917",7
Exch. with Dr. Stresemann - Berlin - May 1927,1
"Pres. to Centenary College for Women, April 10, 19",1
"Exch. with H.K. Coale, Feb. 1910",8
"Missing parts, see Availability Remarks In collection Missing parts, see Inventory Remarks",29
type collection collections,12
DISCARDED,2
"Sent to LSU Mus. of Zoo on exchange, May 1934",1
"Sent To Barro Colorado, 1926",19
1965 Exchange - Dr. Carlos Albert Campos Seabra,1
"to Berlin Museum, Jan 1936",3
"Exchanged with MACN, Argentina, Mar 2003",9
"Pres. Children's Mus. - Boston, Jan 13, 1953 D.F.",1
"Sent in exch. to Tring Mus., July 1928",1
"Given in exchange to the Carnegie Museum, October",1
Fla. St. Univ. exchanged U. Florida 7/19/63,2
"Exch. with Tring Mus. July 9, 1928",8
Exch. sent to National Museum,2
Given to Brooklyn Museum; returned to AMNH,2
"Exch. with Mus of Comp Zoology, Dec 1922",1
"Exch. to Rothschild, when returned renumbered 7006",3
Exch. Phila. Acad. Sci.,1
"Discarded by Dr. Mayr, Dec 1944",1
"Exchange-Auchland Museum, April 20, 1950",1
"Exch. to Nat. Mus. Kenya, Aug 1983",1
"Exchange with Dr. Stresemann-Berlin Museum, May 19",3
"Exchange with U.S. Nat. Museum, Feb 18, 1925",1
"Exch. with Imp.Col.Agr. Japan, Dec '09",3
"Exch. sent to Cleveland Mus., Jan 7, 1932",1
"Exch. with Dominion Mus, - N.Z.",1
"Sent in exchange to Dr. Stresemann-Berlin Museum,",1
"Gift, Princeton Museum, 1951",1
Ex. with [illeg].[illeg]. Southwick,1
"Exchanged with H.K. Coale, Chicago, Ill. April 24,",3
"Exch. Count von Berlepach, Feb.'05",4
"Exch. Delaware Museum,N.H.",1
"Exchange - A.M. Peklo - Russia, 1973",1
"Given to Dept. of Entomology, Oct 1925",2
"Exch. O. Bangs, Boston July,1906",1
"Given in exchange to Acad.Nat. Sciences, May 1936",1
"Discarded by Dr. Amadon, 29 Aug 1958",1
"Exch. with Ashley Hine, Banff, Alberta, 31 Jul 190",2
"Pres. Univ. Oklahoma-Sutton, March 1953",1
"Discarded, Aug 1920",7
Exchanged to the Princeton Museum of Zoology,1
"Exchange to Alex Walker, 1961",7
Exch. to Rothschild and on return renumbered 70073,1
"Exchanged to S. Austral. Mus., 20 Nov. 1974",8
"(Poor), Discarded: 5 Jun 1905",1
"Nat. Museum., M. Irwin",1
"Exch. with O. Banks, Sept 20, 1918",1
"Exchanged for Cuban birds - Nos. 57177, 57273, 572",4
"Missing parts, see Availability Remarks In collection Additional Information, see Other Information",2
"On loan, see Loan Database Missing parts, see Inventory Remarks",2
to LSU April 1967,1
Exch. to N. Car. State Mus. 1/1989,4
"Exchanged to Cornell Univ., 3 June 1986",1
"Exchange with Tring Museum, July 9, 1928",2
"Given in exchange to Zoologische Museum, Berlin, G",1
"Mounted for Man and Bird Group, 1945",1
"Gift to William Penn Museum, Harrisburg, Penn., 19",3
"Exchange to Carnegie Mus., Jan 1932",1
"Exchanged with Phila. Acad. Nat. Sci., Jul 1928",4
"Exchanged with H.K. Coale, April 24, 1907",2
"Sent in exchange to Paris Mus., June 6, 1929",3
"Exch. with O. Banks Sept 20, 1918",1
"Ex. with R. Meinerznagen, June 1924",3
"Sent in exchange to the M.L.Z. June 11, 1926",2
"Ex. with Vienna Museum April 15,1890",3
"Exch. O.Bangs, Boston, July 1906",2
"Destroyed by insects, 13 Jul 1928",8
Given to Mexico Dep't Game,1
PS,1
"Given to Department of Education, Dec 29, 1919",1
"Sent To Swedish Nat. Hist. Mus., 16 Oct 1928",2
Missing 25 Feb 1992 (J.T. Marshall),1
"To Allan Brooks, Feb, 1924",1
Given in exch. to Museo Nacional de Historia Natur,1
"Ex. with S.I. Nov. 27, 1889",11
"Given in exchange to Dr. W.H. Phelps, June 1964",1
"Discarded, Aug 1958",1
"Gift to Dr. Hermidt Sick, Museo Nacional, Rio de J",1
Exch. with Imp.Col.Agr. Japan'08,1
Given to Dept. of Educ. May 1917,4
Gift to Dr. L.C. Sanford Nov 1917,2
"Given in exchange to Dr. A. Jacobi, 15 Jun 1931",2
"In Collection On loan, see Loan Database Additional Information, see Other Information",2
"Exch. with John E. Thayer, Lancaster, Mass., 25 Ju",1
"To C.B. Riker, 13 Jul 1891",1
"Given in exchange to Dresden Museum, Sept. 1937",1
"Sent in exch. to Acad. of Nat'l. Sciences, Jul 192",1
"Discarded, 6 Oct 1954 J.F.",2
"Exch. to U.S. Nat'l Museum, Sept 1930",1
Given to Dept of Pub Educ. May 1917,3
"Mounted for groups presented to Mr. H.P. Whitney,",2
"Exchange to Queensland, Australia D.P. Vernon-4/18",1
"Pres. U. of Okla. - Sutton, Mar '53",1
"Ex with S.I. Nov.27, 1889",2
"Exch. with O. Bangs, Sept 20 1918",5
"Exch. British Museum, Aug 1919",2
"Sent to Swedish Nat. Mus. Hist. Mus., Oct 16, 1928",1
Exch. sent t U.S. Nat. Museum,1
"Sent in exchange to Senekenberg Museum, Dec 1936",1
"Presented Entomology Dept., July 1951",1
"Sent to LSU Mus. of Zoo., on exchange, May 1984",1
"Mounted for Sanford Hall, Dec. 1941",1
"Pres. to Dr. S.C. Ball by Dr. L.C. Sanford, Nov 19",2
"Sent to R.M. Strong, Sept. 24, 1903",2
"""Exch. with """"Tring Museum"""" May 1927""",3
"Exchange with Kny - Sheerer Co., Mar 1902",1
"Given in exchange to the Bishop Museum, May 1927",7
"Presented to Mr. Crauford H. Greenualt, June 20, 1",1
"Exchanged J. Chapin for 2 crows, 4 Feb 1907",1
"Presented to Children's Mus., Boston, Jan 13, 1953",2
Exch. to U. Cincinnati,1
Exch. Count von Berlepsch,8
"Exch. to N. Car. State Museum, 1/89",1
Exch. with U.S.N.M.-Aug 1961,1
"Lost - Cornell Univesity, 8 May 1969, A.[illeg].",1
"Given in exchange to E. Lelin Schioler, Copenhagen",1
Ex. with W.C. Wheeler May 1924 [illeg.],1
"Given in exch. to Princeton Museum of Zoology, Nov",1
Given to Dept. Education Jan. 1994,1
"Exch. S. G. Jewett - Oct 28, 1926",1
"Given in exchange with U.S. National Museum, March",2
Ex. with Cleveland Mus. Feb. 1926,6
Discarded 5/9/94 R.A.S.,1
Exch.Phila.Acad.Nat.Sci.,1
"Taken by Mr. Morden, to Acad. of Sci. Leningrad, J",1
"To Queens College, Aug 1953",2
"Exchange to Univ. Conn., 2/2/66",1
"Given in exchange to Phila.Acad.Sciences, Feb 1938",3
"Dublicate sent to British Museum, March 1938",1
"Given in exchange to Mr. P. Engle, 31 Oct 1928",1
Exch. with Imp.Co.Agr. Japan Oct '08,1
"Exchanged with Berlin Museum, July 1935",1
"Exchange to U.S. Natural Museum - Dr. Humphey, 5/7",1
25,3
140,1
"Sent in exchange to J. Berlioz, 26 Oct 1932",1
"""Pres. to Children"""" Mus, Boston Jan 13 1953 J.F.""",1
"Exchange to Patersib Museum, N.J.",1
Gift from N.Y. Zool. Soc.,1
"Exch. Bird Craft Sanctuary, Fairfield, Conn. March",1
Exch. with C.A. Smith May 15/90,1
"Ex. with Dr. Rusby, 8 Jul 1996",1
Mt'd for Galapagos Group. 1938,1
Exch. to NY Sci.-Supply Co.,1
Exch. F.M. Chapman 1925,3
"Destroyed by insects, 7 Nov 1924",6
"Exch. with Mr.E.T. Seton May 24,1928",1
"Given in exchange to Acad. Natl. Sciences, Oct 193",1
"Exch.W.F.H. Rosenberg, Feb 1921; Exchange to Carng",1
"Sent to Lsu Mus. of Zoo. on exchange, May 1984",1
"Missing parts, see Availability Remarks On loan, see Loan Database",2
"Additional Information, see Other Information In collection Missing parts, see Inventory Remarks",1
"Exch. with Dr. Stresemann Berlin Museum, May 1927",1
"Exch. sent to Bishop Museum, Jan 1932",2
"Sent to British Museum in exchange; Nov 25, 1938",1
Sent in exch. to Bishop Mus. April 1928,1
"Given in exchange to Phila.Acad. Sciences, Feb 193",1
Ex.-Tackapausha Museum,1
"Exchanged to S. Austral Museum, 20 Nov 1974",4
footprints collections,2
In collection On exhibit,1
"Duplicate sent to Bombay Nat. Hist. So., March 193",2
"Sent to Barro Colorado, 1926 - Returned August 200",1
"Ex. Cleveland Mus., Feb 1926",1
"Exch. O. Bangs, Sept. 20, 1918",1
Exch. to Rothschild-when returned renumbered 70067,4
"Exchange to Phelps - Aug, 1949",1
Sent in exch. to Carnegie Museum-May 1927,1
