islandGroup,reps
White Nile,2
Whitsunday,1
Whitsunday Group,2
Whitsunday Islands,2
Whitsundy Islands,1
Wilmot Islands,18
Windmill Islands,8
Windward,2
Windward Ids.,60
Windward Is.,1
Windward Island,1
Windward Islands,4728
"Windward Islands, Lesser Antilles",1
Windward islands,5
Winward Islands,22
Withheld,88
Witu Is.,1
Wolf Islands,42
Woodlark Is.,1
Woody Islands,1
Workam Is. Aru Isles.,3
Wotho Atoll,1
Wrencke Islands,2
YKuy-Tcheu,1
Yaeyama Group,608
Yaeyama Ids.,2
Yaeyama Is.,3
Yaeyama Islands,227
Yaeyama Islands in Rhykyu Archipelago,15
Yaeyama Islands in Ryukyu Islands,100
Yaeyama Islands|Ryukyu Islands,2
Yaeyama-Isl,15
Yaeyama-rettð,3
Yagaji Island of Ryukyu Islands,4
Yagaji-jima Island,1
Yagajijima-Isl,1
Yagasa Cluster,61
Yagishiri-Isl,28
Yagishirito-Isl,3
Yaku island,708
Yaku-shima Island,41
"Yaku-shima Island, Miyanoura Port",8
Yakushima,19
Yakushima Island,1255
Yakushima-Isl,70
Yangasa Cluster,4
Yap,49
Yap Is.,2799
Yap Island,231
Yap Islands,139
Yap State,108
Yap-Isl,80
Yapen Is.,45
"Yapen Isl.,Biak Is.",1
Yasawa Group,339
Yasawa Ids.,38
Yasawa Is.,2
Yasawa Islands,56
Yomejima Island,2
Yomejima-Isl,3
Yonaguni Island,68
Yonaguni Island of Ryukyu Islands,1
Yonaguni-Isl,1
Yonaguni-jima Island,22
Yonagunijima-Isl,13
Yonakunijima-Isl,41
Yoron Island,1061
Yoron-jima Island,1
Yoronjima Island,4
Yoronjima-Isl,1
Yugoslavia,11
Yururi-Isl,1
Zamami Island,12
Zamami Island in Kerama Islands,2
Zamami Island of Ryukyu Islands,24
Zamami-jima Island,25
Zamamijima-Isl,1
Zamboanga Del Norte Prov.,4
Zamboanga del Norte Prov.,166
Zanzibar,277
Zanzibar Archipelago,154
Zanzibar-Isl,2
Zapato Is.,309
Zealand (Sjælland),34
Zhoushan Archipelago,6
Zubair Group,1
[Aleutian Islands],1
aldabra,134
american samoa,1
archipel d'Ogasawara,1
archipel des Comores,8
bari island,1
bismarck,36
canaries,1
cap-vert,494
chagos,22
comores,54
cook,2
crozet,360
dauban,1
des Antilles,7943
des Comores,1101
des Seychelles,360
des abrolhos,24
des aleoutiennes,12
des açores,389
des baléares,15
des canaries,198
des glénans,7
des philippines,1450
des riau,4
des salomon,255
des samoa,9
des tonga,3
des tuamotu,43
des vanuatu,1482
des îles australes,5
fidji,31
fiji,1
grandes antilles,638
halmahera Is.,12
hawaii,2
iles Salomon,3
iles australes,2
iles mascareignes,12
indonesien,77
japon,14
kerguelen,2955
kotocho Is.,2
lesser sunda,1
line islands,1
maluku,1
mandioli Is.,3
mariannes,74
marquises,14
marshall(i.),1
near Baguio Luzon Is.,2
"off Honolulu, Sandwich Islands",3
off Inaccessibile Islands,1
off Marion Islands,2
okinawa,3
palmer,15
paratype(s),1
petites antilles,30
polynésie,13
possibly Chatham Islands,1
possibly Pohnpei State,22
presumed Hawaii,46
presumed Morobe Dist.,1
presumed Morobe Prov.,1
probably Midway Atoll *,1
probably Penang State,1
samoa,1
seychelles,33
société,1281
socotra,1
toyandu Is Kai Islands,3
tuamotu,74
uncertain,4
unknown,719
unknwon,16
valparaiso,1
wallis-et-futuna,376
we  Is.,1
western Colombia,1
yaeyama,3
Åland Islands,29
Île de la Madeleine,1
Îles Chausey,3
Îles Chincha,1
Îles Comores,1
Îles Crozet,7
Îles Féroé,7
Îles Galápagos,5
Îles Gilbert,1
Îles Kerkennah,39
Îles Laval,1
Îles Les Saintes,12
Îles Marquises,8
Îles Obi,5
Îles Sous le Vent,1646
Îles d'Hyères,3
Îles de Glénans,1
Îles de Los,18
Îles de Lérins,10
Îles de Poulo Condore,45
Îles de Poulo Dama,4
Îles de la Madeleine,17
Îles de la Reine-Charlotte,3
Îles de la Société,72
Îles des Saintes,33
Îles du Détroit de Torrès,1
Îles du Vent,2737
îles Marquises,2
îles Nicobar,1
îles australes,1
îles chesterfield,576
îles cocos,1
îles d'entrecasteaux,1
îles de Lilia,2
îles falkland,4
îles loyauté,494
îles marquises,552
îles salomon,1319
îles sandwich,5
