occurrenceStatus,reps
muito abundante à dominante,1
muito comum,2
muito frequente,12
muito vulgar,1
nearly glabrous form; uncommon,1
niukasti,1
not common in this section,1
"not very abundant, growing in patches",1
nt,1
numerous,1
não frequente,1
ocasional,5
ocasional a raro,1
ocasional ou raro,2
occasional thickets.,1
occasional.,21
"occurring in abundance over 20 sq. yards, otherwise rare",1
on loan 15 February 2007,40
on loan 15 February 2007; Specimen in Synoptic Collection,1
on loan 17 January 2007,1
on loan 27 February 2005,1
on loan 27 February 2007,5
one clump; ca. 50 stems,1
one colony of several square yards,1
"one colony, ver scarece locally and perhaps introduced along railway at this site",1
one colony; 30+ stems,1
one large patch,1
one of a group,1
one of large (about 20) line of shrubs,2
one of large colony of this species,1
one patch,1
one robust patch,1
one tree,1
only a few scattered specimens were seen,1
"only two trees in this population; a few more in a second population upstream a few miles, otherwise the species totally absent from the canyon",1
plenty,1
possible breeding,31631
possibly breeding,5863
pouco abundante,122
pouco abundante.,1
pouco comum,2
pouco dominante,1
pouco frequente,16
pouco vulgar,1
prese,5
presence,69363
present,186169188
presente,4
probable breeding,48533
probably breeding,6402
probably uncommon in Hastings County,1
quite abundant,1
radan vieressä,1
rara,11
rare,11010
rare and local,26
rare and local in cinders; scattered plants elsewhere but not common,1
rare and local in open area,1
"rare and local, 5-10 clumps",1
"rare and local, perhaps 50 plants scattered on summit",1
rare here; common at inlet,1
rare in Peterborough County,1
rare locally,1
"rare, local",2
"rare, though two large patches of > 100 plants seen",1
"rare, with more common c. maculata",1
rare.,17
rare; 2 clumps,1
rare; ca. 20 plants,1
"rarissima, solum in Finlandia lecta (very rare, only in Finland collected)",2
raro,27
robust patch,1
scarce,7
scattered,4
scattered hawthorns,2
scattered in turfy tundra,1
scattered patches in area 10 X 5 m,1
scattered through field,1
"scattered, rare (< 50 plants)",1
"scattered, uncommon",1
"scattered, widespread on summit",1
scattered; 20-30 plants seen,1
scattered; locally common,1
seeds papillate,1
semi wild,51
several,1
several 100 plants,1
several clumps,3
several dense clumps,1
several dozen scattered plants,1
several dozen trees,1
several hundred clumps,1
several patches,2
several plants,2
several scattered colonies of plants,1
several scattered shrubs,1
several scattered small trees,1
several scattered trees and shrubs,1
several shrubs,1
several small shrubs,1
several small trees,1
several widespread colonies of low shrubs,1
single individual.,1
single shrub,2
single shrubby tree,1
single small tree,1
small colony here,1
small scattered colonies,1
"small, dense clumps in areas grazed by geese and/or caribou",1
"smallish plants, intermingled with Dryopteris intermedia",1
solitary clump,1
solitary tree,5
stocked,201200
subdominante,1
the predominant maple species of this tabletop region,1
this species commonest at edge of gulch,2
throughout N tract,5
typeStatus,1
unclear breeding certaint,3453
uncommon,36
uncommon and local,9
unknown,79620
valtalajina,2
var. rugosperma (Mackenzie) Crins,1
very abundant,2
very abundant in lower reaches of Rouge,1
very abundant in open areas where main component of thicket,1
very abundant in this one area,1
very common,7
very common to abundant.,1
very few plants; also found in Area I - northern sector,1
very few small shrubs,1
very local,1
very numerous just here.,1
very scarce,1
vulgar,3
widely spreading,1
young trees abundant throughout Zone I woods,1
±  Abundant  in the region,1
±  Abundant in the region,2
±  Abundant on location,3
± Abundant,1
± Abundante,2
± abundante,7
─,1
