behavior,reps
Notes On Tape,6
forage; walk; hop,6
nest building,6
wipe bill; song; perch,6
call; song; Social context: troop,6
call; mechanical sound; advertise; lek,6
forage; eat; capture prey,6
flush,6
call; emit alarm; fly,6
mechanical sound; perform courtship display,6
swimming less than 0.25 mi to shore,6
bask,6
swim; flap,6
from nest of 3 young,6
call; dawn song; song,6
In Mixed Flock,6
advertise; lek; call,6
cling; forage,6
lek; call,6
1 of 3 young,6
eat; forage; walk,6
lek; perform visual display; call,6
call; establish flock contact; perform visual display,6
grunts; barks,6
in a family group,6
fly; feed young,6
call; mechanical sound; song; fly,5
call; copulate; court,5
song; dawn song; counter singing,5
advertise; fly,5
hop; perform courtship display; call; perch,5
depart; hop; perch,5
bathe; drink,5
call; fly; advertise; establish flock contact,5
Male & Female,5
forage; stand; walk,5
call; forage; fight,5
swim; call; rest,5
swim; forage; walk,5
forage; eat; hop,5
preen; sit on nest,5
shot from flock,5
perch; sally,5
call; advertise; roost,5
advertise; song; perch; Syrinx,5
fly; glide,5
song; duet; Social context: family,5
sleep; perch,5
perch; land,5
hop; song,5
Mixed Flock,5
call; advertise; court; perform visual display,5
call; mechanical sound; song; forage,5
Social context: colony; call; perch,5
song; establish flock contact; Social context: mixed,5
fly; plunge dive,5
call; Social context: flock,5
song; duet; Social context: mixed,5
perch; take flight; wipe bill,5
call; depart; fly; establish flock contact,5
court; sit on nest,5
near nest,5
molt; Aggression/defense,5
call; bill drumming; mechanical sound,5
In Forest Canopy,5
hold food in bill; perch,5
flycatch; forage,5
swim; feed young,5
emit alarm; scold; call,5
feed young; beg,5
call; song; advertise; mate; court,5
forage; depart; fly,5
"In Marsh, Not Seen",5
bask; perch,5
Dawn Chorus,5
Aggression/defense; rest,5
500-Hz thumps,5
hop; song; perch,5
Mobbing Recordist,5
call; copulate; perform visual display,5
take flight; fly,5
call; Social context: herd,5
perform visual display; hop; call; perch,5
alone,5
perch; preen; Social context: colony,5
song; counter singing; mate,5
with male parent,5
preen; vocalize; wipe bill,5
surface dive; swim; perform visual display,5
call; depart; arrive; Social context: colony; establish flock contact,5
drum,5
associated funerary object|associated funerary object|associated funerary object|associated funerary object|associated funerary object|associated funerary object|associated funerary object|associated funerary object|associated funerary object|associated,5
under rocks,5
1 of 5 in brood,5
establish flock contact; advertise; call,5
depart; perform courtship display; preen,5
call; court; Social context: herd,5
near cattle shed,5
lek; hop; perch,5
with young,5
mimicry; advertise,5
eat; call,5
subsong; forage,5
call; advertise; mate; fly,5
fly; advertise; court; flight song; song,5
call; mechanical sound; depart; arrive; incubate; fly,5
call; subsong; forage,5
call; mechanical sound; depart; arrive; care for young; fly,5
perch; hold food in bill,5
emit alarm; perform visual display,5
fly; land; establish flock contact,5
call; mechanical sound; song; bill drumming,5
beg; vocalize,5
song not taped,5
hop; wipe bill; perch,5
single bird,5
call; establish parent young contact; care for young; Social context: family,5
1 of 5 from a nest,5
perform visual display; preen; perch; song,5
song; call; dawn song,5
4 Birds,5
stand; Social context: flock,5
build nest; take flight; carry nest material,5
song; advertise; court; fly,5
carry food in bill; fly,5
build nest; carry nest material,5
attack; fight,5
call; song; mate; establish flock contact,5
arrive; perch; depart,5
advertise; vocalize; song,5
preen; rest; Social context: flock,5
perform courtship display; mechanical sound,5
call; establish parent young contact; forage; beg; Social context: family,5
forage; stretch,5
hop; perch; depart,5
grunts; squeaks,5
carry nest material; perch,5
fly; emit alarm,5
call; court; fly; Social context: colony,5
DOR (dying),5
In Response To Squeaking,5
2 Different Individuals,5
call; forage; fly; perform visual display,5
swim; forage; Social context: flock,5
stand; sleep,5
Reproduction; perform courtship display,5
call; mate; advertise; forage,5
being fed by adult,5
preen; call; rest,5
call; beg; fly,5
wipe bill,5
perform visual display; song,5
Soaring,5
call; arrive; mate,5
call; song; advertise; scold; emit alarm,5
depart; arrive,5
In Low Brush,5
swim; perform visual display; call,5
in response to playback,5
perch; ruffle,5
hop; lek; depart,5
nesting,5
perform visual display; cling,5
forage; call; song; perch,5
song; preen,5
swim; mechanical sound,5
sit on nest; rest,5
fly; wipe bill; perch,5
1 of 2 together,5
call; song; counter singing; dawn song; advertise,5
mews,5
song; call; contact,5
fly; call; forage,5
Social context: colony; perch; call,5
vocalize; perform visual display,5
call; scold; mob; emit alarm,5
call; scold; fly,5
land; sit on nest,5
hover,5
on water,5
call; song; advertise; mate; perform visual display,5
call; establish parent young contact; forage; Social context: family,5
call; barks,5
call; fly; mob,5
song; advertise; Social context: mixed; perform visual display,5
call; court; mate; fly,5
Stand/Perch; preen,5
A Pair,5
mechanical sound; song; dusk song; advertise,5
Skulking In Undergrowth,5
from a flock of 20,5
perch; land; take flight,5
call; dusk song; roost,5
ruffle,5
call; song; mate; advertise; Social context: mixed,5
call; mechanical sound; song; perform visual display,5
fly; advertise; perform visual display; call,5
eat; hop,5
song; advertise; mob,5
call; fly; emit alarm; Social context: colony,5
lie; rest,5
song; dawn song; advertise; mate,5
sneeze,5
mechanical sound; depart,5
care for young; arrive; depart,5
capture prey; eat; forage,5
eat; feed young,5
song; perch; perform visual display,5
call; dawn song; scold,5
in mixed-species flock,5
Duetting,5
call; song; subsong; advertise,5
mechanical sound; song; advertise; fly; perform visual display,5
mechanical sound; forage; fly,5
feed mate,5
Hand Held,5
call; song; advertise; forage; scold,5
call; scold; emit alarm; Social context: family; perform visual display,5
Social context: colony; preen; perch,5
Some In Response To Playback,5
preen; stretch,5
kill; capture prey,5
perch; Social context: colony; call,5
beg; regurgitate; feed young,5
walk; forage; stand,5
call; dawn song; establish flock contact,5
not singing,5
call; advertise; establish parent young contact; Social context: colony,5
forage; song; advertise,5
1 pair mating,5
carry nest material; land; take flight; build nest,5
wing flaps; call,5
vocalize; perform courtship display; preen,5
perch; call; walk,5
Song Post,5
stretch; rest,5
from a small flock,5
Being Banded,5
song; advertise; call,5
perform visual display; hop,5
depart; advertise; counter singing; mechanical sound,5
At Forest Edge,5
Social context: colony; perch; walk,4
fly; advertise; contact; dawn song; flight song; song,4
advertise; preen; mechanical sound,4
care for young; rest,4
roost; perch,4
perform courtship display; preen; call,4
displace; perch,4
call; lek; court,4
Response To Playback Of Song,4
swim; surface dive; forage,4
call; court; fight,4
song; establish parent young contact,4
song; counter singing; duet,4
call; stand; walk,4
perch; hop; lek; depart,4
call; perch; preen,4
fly; contact; call,4
incubate; call,4
Perched In Small Tree,4
beg; call; song,4
stand; scratch; walk,4
Singing In The Interior Forest,4
call; subsong; beg,4
forage; capture prey; eat,4
sit on nest; perch; Social context: colony,4
perch; take flight; eat,4
call; croaks,4
eat; call; perch,4
eat; forage; probe; swallow,4
call; song; dawn song; scold,4
excavate cavity; call,4
song; duet; forage,4
mating,4
threaten; lek; perform visual display,4
call; mate; fight,4
call; mechanical sound; fly; emit alarm; perform visual display,4
stretch; swim,4
call; song; mimicry; advertise,4
call; fly; court,4
glide,4
stand; fly,4
forage; probe; walk,4
carry food in bill; forage,4
advertise; lek,4
clicks; whistles; perform visual display,4
from a flock of 14,4
call; establish parent young contact; beg; care for young; fly,4
sunning; crossing road,4
at suet feeder,4
call; counter singing; advertise; mate,4
call; song; mate; forage; Social context: troop; Social context: mixed,4
call; duet; advertise; Social context: family,4
arrive; depart; fly; perform courtship display,4
mechanical sound; depart; fly,4
from a brood of 4 in nest,4
land; fly; call,4
walk; fly; stand,4
Recordist Near Nest,4
call; establish parent young contact; beg; emit alarm,4
In Low Vegetation,4
call; song; Social context: family; establish flock contact,4
eat; forage; swim,4
call; mechanical sound; Social context: herd,4
capable of flight,4
take flight; call,4
call; song; advertise; Social context: mixed; establish flock contact,4
from a nest of 3 young,4
mechanical sound; emit alarm,4
call; song; dawn song; advertise; Social context: mixed,4
perch; drink; take flight,4
call; dusk song; advertise,4
stand; perform visual display; Social context: flock,4
care for young; call,4
perch; call; song,4
mechanical sound; dawn song,4
In Response To Recordist,4
from a flock of 30,4
1 of 4,4
vocalize; call,4
allopreen; preen,4
Spontaneous Songs,4
feed young; remove fecal sac,4
call; mate; forage; fly,4
song; mate; Social context: family; establish flock contact,4
from brood of 6,4
advertise; call; forage,4
advertise; song; fly,4
dying,4
call; song; advertise; beg; Social context: family,4
song; duet; Social context: family; establish flock contact,4
swim; court,4
call; song; advertise; Social context: troop,4
song; flush,4
call; song; establish parent young contact; beg; care for young; Social context: family,4
bill drumming; mechanical sound; call,4
song; call; court; advertise; emit alarm,4
flock; fly; call,4
song; fly; establish flock contact,4
walk; song,4
perch; take flight; ruffle,4
call; flush; fly; establish flock contact,4
song; call; beg,4
chew; eat; forage; perch,4
arrive; depart; perform courtship display; call,4
"song mimics Lagonosticta rubricata,",4
establish flock contact; fly,4
call; mechanical sound; bill drumming; mate; forage,4
mate; forage,4
Alone,4
call; song; forage; perform visual display,4
Spontaneous & In Response to Playback,4
Delivering food to nest,4
call; dusk song; emit alarm,4
mechanical sound; fly; call,4
call; beg; perch,4
song; mate; court,4
Mixed Species Flock,4
call; scold; emit alarm; Social context: colony,4
call; mechanical sound; forage; fly; perform visual display,4
Foraging In Cecropia Tree,4
perch; perform nest relief; brood,4
call; care for young; emit alarm,4
court; fly; perform visual display,4
fly; depart,4
call; mechanical sound; fly; advertise,4
vocalize; depart,4
forage; sally,4
preen; take flight,4
call; mechanical sound; advertise; court,4
suck sap,4
Before & After Playback,4
call; mechanical sound; advertise; fly,4
perch; carry food in bill; take flight,4
Territorial,4
forage; preen; call,4
crossing,4
dabble; forage,4
chew; forage; walk,4
walk; Social context: herd; forage,4
eat; probe; swallow,4
rest; walk,4
from a flock of 10,4
flight sound; fly; call,4
song; call; mimicry,4
swim; sit on nest,4
In Scrub,4
had left nest but had difficulty standing,4
call; incubate,4
Male,4
call; advertise; fly; establish flock contact,4
from a flock of 8,4
song; advertise; fight,4
forage; swim; call,4
fight; swim,4
hop; fly; perch,4
call; emit agonistic call,4
from colony of 6 or 8 nests,4
stand; walk; forage,4
song; Social context: family; establish flock contact,4
vocalize; walk,4
1 of 10 collected,4
1 of 4 young in nest cavity,4
song; counter singing; court,4
call; fly; hop,4
flying 30 yards to ice edge,4
call; fly; perch; eat,4
forage; take flight; call,4
song; forage; fly,4
forage; preen; rest,4
mechanical sound; song; advertise; court,4
regurgitate; sit on nest,4
call; song; advertise; mate; scold,4
Social context: herd; rest,4
forage; perch; song,4
fly; perform visual display; song,4
song; duet; dawn song,4
